name,chembl_id,smiles,predicted_affinity,predicted_hit_prob
NICOTINE,CHEMBL3,CN1CCC[C@H]1c1cccnc1,-4.3009009272917735,0.19850106499328565
FLOXURIDINE,CHEMBL917,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,-4.300729596582363,0.299184106228261
TIZANIDINE,CHEMBL1079,Clc1ccc2nsnc2c1NC1=NCCN1,-4.30035508504968,0.3372672797675063
PRAMIPEXOLE DIHYDROCHLORIDE,CHEMBL3182733,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O,-4.299409447231694,0.20026779332182706
LEVOBUNOLOL HYDROCHLORIDE,CHEMBL1201177,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl,-4.297690499814697,0.25224351118433
PIFOXIME,CHEMBL1998966,C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,-4.296227714150659,0.22964399352970866
TAUROLIDINE,CHEMBL2105420,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,-4.2936776068234295,0.2841197420009608
KETOROLAC,CHEMBL469,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,-4.293003568241486,0.3476846018543118
DEXRAZOXANE HYDROCHLORIDE,CHEMBL1200778,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl,-4.290135476331093,0.2438132334478347
MIGALASTAT,CHEMBL110458,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,-4.289819501147749,0.25972129236173397
MIGALASTAT HYDROCHLORIDE,CHEMBL2107355,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,-4.289570815433462,0.2613183495207606
THIAMYLAL SODIUM,CHEMBL1201065,C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+],-4.288785813565179,0.26380125874444743
THIOPENTAL SODIUM,CHEMBL738,CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],-4.287030563183596,0.2591558998649611
MINOXIDIL,CHEMBL802,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],-4.285508863902463,0.23394306280548816
SECOBARBITAL SODIUM,CHEMBL1200903,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+],-4.28454377229492,0.2600799162979028
PITOLISANT HYDROCHLORIDE,CHEMBL4164059,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,-4.276913380246784,0.24131753897280767
DESVENLAFAXINE,CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,-4.275142920057915,0.2511263615789466
TRIMETAZIDINE DIHYDROCHLORIDE,CHEMBL3561076,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl,-4.274578316309105,0.24570626047108643
PROTRIPTYLINE,CHEMBL668,CNCCCC1c2ccccc2C=Cc2ccccc21,-4.271643487996126,0.30666759296976476
ECHOTHIOPHATE,CHEMBL1201341,CCOP(=O)(OCC)SCC[N+](C)(C)C,-4.269371733843236,0.2016056088886238
MUZOLIMINE,CHEMBL1697760,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,-4.267284362328673,0.25313772050515965
IOFETAMINE HYDROCHLORIDE I 123,CHEMBL1200360,CC(C)NC(C)Cc1ccc([123I])cc1.Cl,-4.263190887718479,0.22912718361504752
TIZANIDINE HYDROCHLORIDE,CHEMBL1200329,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,-4.262672460791976,0.3292563006048248
ISOFLUROPHATE,CHEMBL1025,CC(C)OP(=O)(F)OC(C)C,-4.2618654101707305,0.2031414680576493
BUFLOMEDIL,CHEMBL188921,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,-4.25853536144199,0.234194321594539
NAPHAZOLINE,CHEMBL761,c1ccc2c(CC3=NCCN3)cccc2c1,-4.253668994880733,0.35480020129191336
DISULFIRAM,CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.252920067696906,0.19978589285838397
ANISINDIONE,CHEMBL712,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,-4.252656199295316,0.2497410498409417
NAPHAZOLINE HYDROCHLORIDE,CHEMBL1706,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,-4.251350937737876,0.3536791857163148
PHENOXYBENZAMINE,CHEMBL753,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,-4.251144321057968,0.25241753726172933
FINGOLIMOD,CHEMBL314854,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,-4.2489963466804985,0.23438040245776312
ROPIVACAINE HYDROCHLORIDE,CHEMBL1889140,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,-4.248356584754112,0.23595300784243775
PRAMOXINE HYDROCHLORIDE,CHEMBL1201171,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl,-4.24814373799418,0.1872664351080995
PROPYLHEXEDRINE,CHEMBL2105275,CNC(C)CC1CCCCC1,-4.248000219863739,0.1902724283903977
GUANETHIDINE MONOSULFATE,CHEMBL1345,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,-4.2476391123569694,0.26012935989946057
LEVOBETAXOLOL,CHEMBL1201274,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,-4.247456617473814,0.1735136264903635
BETAXOLOL,CHEMBL423,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,-4.247456617473814,0.1735136264903635
PENTOBARBITAL SODIUM,CHEMBL971,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],-4.247366832485008,0.26364035647775436
ACORAMIDIS,CHEMBL3940890,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,-4.245624056333174,0.386050532959995
TERODILINE,CHEMBL363295,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,-4.242346303777702,0.25135548371078775
DIETHYLSTILBESTROL,CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.242317146602589,0.26510886162447705
ARTICAINE HYDROCHLORIDE,CHEMBL1200819,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl,-4.240372569481313,0.24655940564326762
IMIPENEM ANHYDROUS,CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,-4.239144173623189,0.25910489614082605
ETHINAMATE,CHEMBL1576,C#CC1(OC(N)=O)CCCCC1,-4.23811182637855,0.22818853429805708
ETIDOCAINE HYDROCHLORIDE,CHEMBL1200597,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl,-4.237489273267241,0.2476248956889618
CEDAZURIDINE,CHEMBL3237547,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,-4.237020168789063,0.3364505139515614
AMOBARBITAL SODIUM,CHEMBL2105941,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],-4.233987490784739,0.2713086547255893
ATOMOXETINE,CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,-4.233558811785096,0.3015742755043786
CETYL ALCOHOL,CHEMBL706,CCCCCCCCCCCCCCCCO,-4.233511424475792,0.23289202407005447
TETRAHYDROZOLINE HYDROCHLORIDE,CHEMBL1200413,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,-4.232102698309482,0.2899430948310928
CHLORPHENIRAMINE,CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,-4.2318996242695075,0.3143076356524901
DEXCHLORPHENIRAMINE,CHEMBL1201353,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,-4.2318996242695075,0.3143076356524901
LODOXAMIDE,CHEMBL1201266,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,-4.2313387601593835,0.3257013345349812
XYLOMETAZOLINE HYDROCHLORIDE,CHEMBL1256400,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,-4.230984115851961,0.28330733443467443
ETHOXZOLAMIDE,CHEMBL18,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-4.23085818373525,0.2307381920784237
TETRAHYDROZOLINE,CHEMBL1266,c1ccc2c(c1)CCCC2C1=NCCN1,-4.230314698309481,0.2848313503941016
ANTAZOLINE,CHEMBL1305,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,-4.229862702067055,0.35059787427243866
GABAPENTIN,CHEMBL940,NCC1(CC(=O)O)CCCCC1,-4.229318492203749,0.31355183567773465
SULFADIAZINE,CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-4.2288899513552725,0.30023732368900113
PROBENECID,CHEMBL897,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,-4.228690631523433,0.2900369509066735
TETRACAINE HYDROCHLORIDE,CHEMBL1255654,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,-4.228074930038495,0.25395537177604843
MEPTAZINOL HYDROCHLORIDE,CHEMBL1477274,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl,-4.2263895041703705,0.27327922414293027
ETHANOLAMINE OLEATE,CHEMBL3989529,CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCO,-4.226344501294033,0.3151457508961448
MEPIVACAINE HYDROCHLORIDE,CHEMBL1200440,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,-4.226304067558011,0.2535763230866976
TRANYLCYPROMINE,CHEMBL3989843,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,-4.224767993122721,0.32602065305603967
CYCLIZINE,CHEMBL648,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-4.224201488763949,0.2589326958864341
CARGLUMIC ACID,CHEMBL1201780,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,-4.220149600216546,0.290683254801541
SULFADIAZINE SODIUM,CHEMBL1200351,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+],-4.217699683265546,0.2822212200488346
BISOPROLOL,CHEMBL645,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,-4.217183835271667,0.18635309186736446
SULFADICRAMIDE,CHEMBL2104910,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1,-4.2138987191346615,0.25091992256962853
SULFAGUANIDINE,CHEMBL338802,N=C(N)NS(=O)(=O)c1ccc(N)cc1,-4.21324105037402,0.26015551411737275
EXIFONE,CHEMBL329522,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,-4.212905186104522,0.3244707942406337
BENORILATE,CHEMBL162036,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,-4.211111026079541,0.3123605029091837
DIVALPROEX SODIUM,CHEMBL2105613,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],-4.210627946842765,0.22134148479704813
NIALAMIDE,CHEMBL1256841,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,-4.210152601624661,0.2968926243266265
ZOMEPIRAC,CHEMBL19490,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,-4.208982085915699,0.3505870899711766
CARBIDOPA,CHEMBL1200748,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,-4.205804355380364,0.31184122327159297
MEPERIDINE,CHEMBL607,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,-4.2051009133733634,0.2950049107562844
INDALPINE,CHEMBL276520,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,-4.204092235886771,0.3629824937849344
PHENYTOIN SODIUM,CHEMBL1611,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+],-4.203804701000975,0.3833676377899134
GLUCOSAMINE HYDROCHLORIDE,CHEMBL1707007,Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,-4.200152105325164,0.23076836958389393
TERBINAFINE,CHEMBL822,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,-4.199787690564891,0.2759302182472501
DIAMTHAZOLE,CHEMBL1184360,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,-4.199551551464645,0.22193455255691769
ZALCITABINE,CHEMBL853,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,-4.197132372649803,0.2505275786418127
TOLMETIN,CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,-4.194303509526195,0.35169478390051695
DANTHRON,CHEMBL53418,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,-4.193961678616776,0.30520508117169626
ALENDRONIC ACID,CHEMBL870,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,-4.1931964796394405,0.2525415175762215
MEPERIDINE HYDROCHLORIDE,CHEMBL1701,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,-4.188632743070333,0.28839607771651343
ZIMELDINE,CHEMBL37744,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,-4.187148765221945,0.23600914825684316
VENLAFAXINE,CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,-4.185684032379544,0.21288848858260406
BRIMONIDINE,CHEMBL844,Brc1c(NC2=NCCN2)ccc2nccnc12,-4.184655603444429,0.3283504333701543
ESMOLOL HYDROCHLORIDE,CHEMBL1201115,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl,-4.183934428609821,0.19233824032635244
TRIFLURIDINE,CHEMBL1129,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,-4.181603436524251,0.3041967686913212
CHLOPHEDIANOL HYDROCHLORIDE,CHEMBL1200972,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl,-4.181002341518123,0.2862659778791187
MINODRONIC ACID,CHEMBL319144,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,-4.180443037404008,0.27358959393535887
RAMELTEON,CHEMBL1218,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,-4.178698859004434,0.25793604886951144
ATOMOXETINE HYDROCHLORIDE,CHEMBL1702,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,-4.176675734369743,0.29450993480422166
TOLMETIN SODIUM,CHEMBL1200613,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],-4.172024781311932,0.2816935752773212
BUSULFAN,CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,-4.170359778152629,0.21057812411654941
CARTEOLOL HYDROCHLORIDE,CHEMBL1201002,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,-4.168496114709426,0.28341920812732907
ORPHENADRINE HYDROCHLORIDE,CHEMBL1201023,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,-4.168206347250445,0.25410406907688243
ISOSORBIDE MONONITRATE,CHEMBL1311,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,-4.166507106352044,0.22725190526226963
PYRIMETHAMINE,CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,-4.165345481333253,0.2524849144784218
ETHOSUXIMIDE,CHEMBL696,CCC1(C)CC(=O)NC1=O,-4.163953383295227,0.2490491409942739
NEFOPAM,CHEMBL465026,CN1CCOC(c2ccccc2)c2ccccc2C1,-4.163176114693017,0.2488325286397208
DOBUTAMINE,CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,-4.162591171006349,0.1795317768529329
SULOCTIDIL,CHEMBL404849,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,-4.1564289630199545,0.21666388528294794
OCTINOXATE,CHEMBL3183184,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,-4.156371757578047,0.2226224433012878
ESLICARBAZEPINE,CHEMBL315985,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,-4.150279416247608,0.30937678257586043
AMINOGLUTETHIMIDE,CHEMBL488,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,-4.14967528168132,0.28846410580674303
METABROMSALAN,CHEMBL1801800,O=C(Nc1ccccc1)c1cc(Br)cc(Br)c1O,-4.148825349211943,0.3781966919669539
FENOLDOPAM,CHEMBL588,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,-4.148630030531672,0.26055643217083857
ACYCLOVIR,CHEMBL184,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,-4.147676198600424,0.3258627239210246
THALIDOMIDE,CHEMBL468,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-4.146614296862828,0.2986363899690895
SULFATHIAZOLE,CHEMBL437,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-4.146249143168374,0.28544224033924326
ACETAZOLAMIDE,CHEMBL20,CC(=O)Nc1nnc(S(N)(=O)=O)s1,-4.145763503934145,0.20753305704107008
BITHIONOLATE SODIUM,CHEMBL1447476,[Na+].[Na+].[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-],-4.1433881822245535,0.2785202783198803
HEXOBARBITAL,CHEMBL7728,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,-4.141720240429882,0.25593461579380294
ANAGRELIDE,CHEMBL760,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,-4.140491018142946,0.3024524364584417
THEOPHYLLINE GLYCINATE,CHEMBL1208646,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)O,-4.138936628572575,0.3652394832775576
MOCLOBEMIDE,CHEMBL86304,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,-4.1372281053366,0.285978274453911
PAMIDRONIC ACID,CHEMBL834,NCCC(O)(P(=O)(O)O)P(=O)(O)O,-4.13675879606626,0.2404954053023724
CRISABOROLE,CHEMBL484785,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,-4.130944652326276,0.27259517122270716
TIMOLOL,CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,-4.12959093667428,0.20240488109821098
CHLOROTHIAZIDE SODIUM,CHEMBL1200616,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],-4.129250373439853,0.24588894104225287
METOCLOPRAMIDE,CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-4.126933999157423,0.2779292040270787
BROMPHENIRAMINE,CHEMBL811,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,-4.125426995386044,0.27937570901282016
DEXBROMPHENIRAMINE,CHEMBL1201287,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,-4.125426995386044,0.27937570901282016
OLSALAZINE,CHEMBL425,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,-4.1248101125522965,0.3927710319224508
HYDROXYSTILBAMIDINE,CHEMBL1301,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,-4.123452749216508,0.29578876746721827
MALATHION,CHEMBL1200468,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-4.122678503200074,0.21556185135236836
BUPIVACAINE HYDROCHLORIDE,CHEMBL1200396,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,-4.119335630906932,0.24987831724357973
LEVOBUPIVACAINE HYDROCHLORIDE,CHEMBL1200749,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,-4.119335630906932,0.24987831724357973
DYCLONINE,CHEMBL1201217,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,-4.117695546779339,0.2277923920979677
PROPAFENONE,CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,-4.1167789761181215,0.31716176492465625
ZIDOVUDINE,CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,-4.115495157921499,0.26471255799371424
TASIMELTEON,CHEMBL2103822,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,-4.1123883693163075,0.2644222975093257
BROMFENAC,CHEMBL1077,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,-4.104675126570607,0.42874014186006404
XANTHINOL,CHEMBL1624126,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-4.09978054917092,0.22233456497469892
NIZATIDINE,CHEMBL3183075,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,-4.099424903072161,0.20266084407502447
ARBUTAMINE HYDROCHLORIDE,CHEMBL1200385,Cl.Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,-4.099166632248382,0.24332774292281847
PROPANIDID,CHEMBL2105345,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,-4.098881458278061,0.24653412729163424
LEVAMISOLE HYDROCHLORIDE,CHEMBL1770,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,-4.098759623966222,0.2831400536167219
LEVAMISOLE,CHEMBL1454,c1ccc([C@H]2CN3CCSC3=N2)cc1,-4.096971623966222,0.2788999324220671
ANAGRELIDE HYDROCHLORIDE,CHEMBL1200759,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,-4.096707050788665,0.29420636270998063
PROPYLIODONE,CHEMBL1200821,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,-4.095924617502532,0.2489118520624116
PROPOXYPHENE,CHEMBL1213351,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,-4.093813024016775,0.2988333069052363
LEVOPROPOXYPHENE,CHEMBL1738990,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,-4.093813024016775,0.2988333069052363
VARENICLINE,CHEMBL1076903,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,-4.091756465491843,0.2905615097527885
LEVOBETAXOLOL HYDROCHLORIDE,CHEMBL1200837,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,-4.090543522095117,0.17237268689304808
BETAXOLOL HYDROCHLORIDE,CHEMBL1691,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,-4.090543522095117,0.17237268689304808
TERODILINE HYDROCHLORIDE,CHEMBL539770,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl,-4.088841823519446,0.2285607520430079
APOMORPHINE,CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,-4.086374243776253,0.2218164362574419
AMIFAMPRIDINE PHOSPHATE,CHEMBL3301611,Nc1ccncc1N.O=P(O)(O)O,-4.0852579318909825,0.2597376232632867
DILEVALOL,CHEMBL27193,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,-4.081442974043622,0.25404744921417166
LABETALOL,CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,-4.081442974043622,0.25404744921417166
LIOTHYRONINE,CHEMBL1544,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,-4.0807203796216545,0.4013835581242039
TRIDIHEXETHYL,CHEMBL1201354,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,-4.080620922072649,0.2577137942424257
TINIDAZOLE,CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,-4.0785749715380835,0.19567449813540091
SULFACETAMIDE SODIUM,CHEMBL1723241,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.O.[Na+],-4.077764969390883,0.2514724313888962
TELBIVUDINE,CHEMBL374731,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,-4.07645162001356,0.2531581670459977
ARIMOCLOMOL,CHEMBL2107726,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,-4.076225342621942,0.2627826968877024
PROPOXYCAINE,CHEMBL1195,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,-4.074938830154285,0.3051572405850481
NEOSTIGMINE METHYLSULFATE,CHEMBL211471,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],-4.0709009150793305,0.28432378090977806
NITROGLYCERIN,CHEMBL730,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-4.069626482998282,0.2324257617391964
CLOBAZAM,CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,-4.06954391156384,0.26671547393671424
NEFOPAM HYDROCHLORIDE,CHEMBL1407915,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,-4.0669997705829415,0.2428640250740336
ISOSORBIDE DINITRATE,CHEMBL6622,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],-4.066154523265607,0.24011527729135884
TOLRESTAT,CHEMBL436,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,-4.064570990878269,0.4202372855928142
PHENOXYBENZAMINE HYDROCHLORIDE,CHEMBL1200787,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,-4.058969233239094,0.24414802711441383
PARAMETHADIONE,CHEMBL1100,CCC1(C)OC(=O)N(C)C1=O,-4.058181052095509,0.1973307865826117
THIOTEPA,CHEMBL671,S=P(N1CC1)(N1CC1)N1CC1,-4.0554523526251876,0.22002574375575157
DIBROMSALAN,CHEMBL21869,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,-4.055229473975587,0.32896431408340854
CHLORAMPHENICOL,CHEMBL130,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-4.05465066071096,0.2581817853547368
PROCAINE,CHEMBL569,CCN(CC)CCOC(=O)c1ccc(N)cc1,-4.053598261285194,0.24492665191794055
PROCAINE HYDROCHLORIDE,CHEMBL1200841,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,-4.053092094618528,0.24461913547778366
PROMETHAZINE,CHEMBL643,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.052603072394881,0.25429541471562883
TRAMADOL,CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,-4.048893757545534,0.24889546981533286
LEFLUNOMIDE,CHEMBL960,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,-4.046390003107577,0.3110248077546831
HYDROFLUMETHIAZIDE,CHEMBL1763,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,-4.044179595018707,0.27969022737505567
METHENAMINE,CHEMBL1201270,C1N2CN3CN1CN(C2)C3,-4.04263139455199,0.20056243650474437
MYCOPHENOLIC ACID,CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,-4.041195647751978,0.2876532239653698
ACEBUTOLOL,CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,-4.040034465223594,0.2772323839323949
NORTRIPTYLINE,CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,-4.038671721454758,0.25872751017917744
DEXTROAMPHETAMINE SACCHARATE,CHEMBL3989844,C[C@H](N)Cc1ccccc1.O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,-4.037582029034491,0.31317430511172867
NITISINONE,CHEMBL1337,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],-4.037086027379812,0.29513955757951993
