name,best_affinity,all_affinities
N-ethyl-1-phenylcyclopentane-1-carboxamide,-7.429,"[-7.429, -7.009, -6.929, -6.337, -6.288, 0.0, 1.0, 10.0, 16.0]"
"5-but-2-en-2-yl-5-ethyl-1-methyl-1,3-diazinan",-7.427,"[-7.427, -6.971, -6.917, -6.835, -6.704, 0.0, 1.0, 10.0, 16.0]"
"5-benzyl-5-ethyl-1,3-diazinane-2,4,6-trione",-7.424,"[-7.424, -7.022, -6.928, -6.634, -6.62, 0.0, 1.0, 10.0, 16.0]"
(5S)-5-[(E)-but-2-en-2-yl]-5-ethyl-1-methyl-1,-7.416,"[-7.416, -7.265, -6.988, -6.957, -6.586, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-1-methyl-5-propan-2-yl-1,3-diazinane-",-7.413,"[-7.413, -7.337, -6.777, -6.76, -6.536, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-1-(2-methylpropyl)-1,3-diazinane-",-7.41,"[-7.41, -7.004, -6.797, -6.739, -6.699, 0.0, 1.0, 10.0, 16.0]"
"5-butyl-5-methyl-1,3-diazinane-2,4,6-trione",-7.407,"[-7.407, -7.045, -6.996, -6.824, -6.788, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-[(Z)-hept-3-en-4-yl]-1,3-diazinane-",-7.404,"[-7.404, -7.148, -6.471, -6.315, -6.226, 0.0, 1.0, 10.0, 16.0]"
"5-phenyl-1,3-diazinane-2,4,6-trione",-7.403,"[-7.403, -6.539, -5.557, -5.338, -5.124, 0.0, 1.0, 10.0, 16.0]"
"5,5-diacetyl-1,3-diazinane-2,4,6-trione",-7.402,"[-7.402, -7.401, -7.234, -7.158, -7.024, 0.0, 1.0, 10.0, 16.0]"
"1,3-dichloro-5,5-diethyl-1,3-diazinane-2,4,6-",-7.401,"[-7.401, -6.853, -6.787, -6.285, -6.032, 0.0, 1.0, 10.0, 16.0]"
"3-ethyl-3-phenylpyrrolidine-2,5-dione",-7.399,"[-7.399, -7.053, -5.913, -5.57, -5.421, 0.0, 1.0, 10.0, 16.0]"
(5R)-5-[(E)-but-2-en-2-yl]-5-ethyl-1-methyl-1,-7.393,"[-7.393, -7.279, -6.982, -6.962, -6.68, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-(2-methylpentan-3-yl)-1,3-diazinane",-7.393,"[-7.393, -7.28, -6.861, -6.634, -6.301, 0.0, 1.0, 10.0, 16.0]"
"5-prop-1-enyl-5-propyl-1,3-diazinane-2,4,6-tr",-7.388,"[-7.388, -7.306, -7.047, -6.934, -6.751, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-(4-fluorobutan-2-yl)-1,3-diazinane-",-7.382,"[-7.382, -7.314, -7.277, -7.002, 0.0, 1.0, 10.0, 16.0]"
"5-(2-chlorophenyl)-5-prop-2-enyl-1,3-diazinan",-7.368,"[-7.368, -6.389, -5.305, -4.228, -4.093, 0.0, 1.0, 10.0, 16.0]"
"5-hept-3-en-4-yl-5-prop-2-enyl-1,3-diazinane-",-7.367,"[-7.367, -7.356, -7.145, -7.002, -6.922, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-2-imino-5-phenyl-1,3-diazinane-4,6-di",-7.359,"[-7.359, -6.949, -6.795, -6.738, -6.495, 0.0, 1.0, 10.0, 16.0]"
"1-methyl-5-phenyl-5-propyl-1,3-diazinane-2,4,",-7.359,"[-7.359, -6.472, -5.709, -5.613, -5.493, 0.0, 1.0, 10.0, 16.0]"
2-phenylpentanediamide,-7.357,"[-7.357, -7.285, -7.282, -7.009, -6.981, 0.0, 1.0, 10.0, 16.0]"
5-phenylpiperidin-2-one,-7.357,"[-7.357, -7.266, -7.134, -6.813, -6.638, 0.0, 1.0, 10.0, 16.0]"
4-phenylpiperidine-4-carboxamide,-7.354,"[-7.354, -6.546, -6.446, -6.425, -6.106, 0.0, 1.0, 10.0, 16.0]"
"3-fluoro-3-phenylpiperidine-2,6-dione",-7.354,"[-7.354, -6.768, -5.974, -5.221, -5.119, 0.0, 1.0, 10.0, 16.0]"
N-acetyl-3-oxo-2-phenylpentanamide,-7.353,"[-7.353, -7.117, -6.195, -5.846, -5.757, 0.0, 1.0, 10.0, 16.0]"
"5-benzyl-5-propan-2-yl-1,3-diazinane-2,4,6-tr",-7.337,"[-7.337, -6.869, -6.224, -6.194, -6.088, 0.0, 1.0, 10.0, 16.0]"
"5-butan-2-yl-5-propyl-1,3-diazinane-2,4,6-tri",-7.336,"[-7.336, -6.946, -6.899, -6.823, -6.671, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-(4-fluorobutyl)-1,3-diazinane-2,4,6",-7.329,"[-7.329, -7.247, -6.987, -6.974, -6.824, 0.0, 1.0, 10.0, 16.0]"
"5-butyl-5-prop-1-enyl-1,3-diazinane-2,4,6-tri",-7.324,"[-7.324, -7.06, -7.043, -6.735, -6.712, 0.0, 1.0, 10.0, 16.0]"
"5-pent-2-enyl-5-propyl-1,3-diazinane-2,4,6-tr",-7.323,"[-7.323, -7.176, -6.887, -6.536, -6.446, 0.0, 1.0, 10.0, 16.0]"
"5-(2-methylpropyl)-5-(1,1,2,3,3-pentadeuterio",-7.32,"[-7.32, -7.138, -7.092, -6.985, -6.967, 0.0, 1.0, 10.0, 16.0]"
"1-bromo-5,5-diethyl-1,3-diazinane-2,4,6-trion",-7.316,"[-7.316, -7.278, -6.633, -6.433, -6.308, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-[(2E)-penta-2,4-dien-2-yl]-1,3-diaz",-7.312,"[-7.312, -7.081, -6.683, -6.668, -6.623, 0.0, 1.0, 10.0, 16.0]"
"7,9-diazaspiro[4.5]decane-6,8,10-trione",-7.309,"[-7.309, -7.13, -6.747, -6.596, -6.203, 0.0, 1.0, 10.0, 16.0]"
5-(cyclopenten-1-yl)-1-methyl-5-prop-2-enyl-1,-7.308,"[-7.308, -6.563, -6.06, -5.956, -5.725, 0.0, 1.0, 10.0, 16.0]"
"5-benzyl-5-prop-1-en-2-yl-1,3-diazinane-2,4,6",-7.306,"[-7.306, -6.874, -6.735, -6.264, -5.871, 0.0, 1.0, 10.0, 16.0]"
"5-methyl-5-(3-methylbutyl)-1,3-diazinane-2,4,",-7.302,"[-7.302, -7.048, -7.022, -6.888, -6.793, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-penta-2,4-dien-2-yl-1,3-diazinane-2",-7.297,"[-7.297, -7.199, -7.039, -6.491, -6.446, 0.0, 1.0, 10.0, 16.0]"
"5-phenyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.297,"[-7.297, -6.476, -6.238, -6.117, -6.009, 0.0, 1.0, 10.0, 16.0]"
"5-(2-prop-1-en-2-ylpenta-2,4-dienyl)-1,3-diaz",-7.297,"[-7.297, -7.137, -6.923, -6.653, -6.531, 0.0, 1.0, 10.0, 16.0]"
"5-(3,3-dimethylbutyl)-5-ethyl-1,3-diazinane-2",-7.295,"[-7.295, -7.145, -6.962, -6.439, -5.975, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-1-methyl-1,3-diazinane-2,4,6-trio",-7.294,"[-7.294, -6.563, -6.498, -6.422, -6.378, 0.0, 1.0, 10.0, 16.0]"
"5-(3,3-dimethylbutan-2-yl)-5-ethyl-1,3-diazin",-7.294,"[-7.294, -6.181, -5.972, -5.606, -5.466, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-1,3-dihydroxy-1,3-diazinane-2,4,6",-7.292,"[-7.292, -7.195, -6.706, -6.681, -6.516, 0.0, 1.0, 10.0, 16.0]"
"9-cyclohex-3-en-1-yl-7,9-diazaspiro[4.5]decan",-7.288,"[-7.288, -6.312, -6.09, -5.935, -5.184, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-(2-ethylbutyl)-1,3-diazinane-2,4,6-",-7.287,"[-7.287, -7.148, -7.112, -7.067, -6.468, 0.0, 1.0, 10.0, 16.0]"
"1-amino-3-ethyl-3-phenylpiperidine-2,6-dione",-7.286,"[-7.286, -6.512, -5.794, -5.543, -5.374, 0.0, 1.0, 10.0, 16.0]"
"5-(2,2-dimethylpropyl)-5-(2-methylpropyl)-1,3",-7.283,"[-7.283, -6.988, -6.663, -5.937, -5.697, 0.0, 1.0, 10.0, 16.0]"
"4-phenylpiperidine-2,6-dione",-7.276,"[-7.276, -6.677, -6.246, -5.761, -5.586, 0.0, 1.0, 10.0, 16.0]"
"1,5-dimethyl-5-propan-2-yl-1,3-diazinane-2,4,",-7.265,"[-7.265, -7.125, -6.992, -6.851, -6.581, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-phenacyl-1,3-diazinane-2,4,6-trione",-7.265,"[-7.265, -6.996, -6.49, -6.45, -6.039, 0.0, 1.0, 10.0, 16.0]"
4-(4-fluorophenyl)piperidine-4-carboxamide,-7.263,"[-7.263, -6.609, -6.428, -6.216, -6.152, 0.0, 1.0, 10.0, 16.0]"
"5-pentan-3-yl-1,3-diazinane-2,4,6-trione",-7.26,"[-7.26, -6.695, -6.268, -5.662, -5.522, 0.0, 1.0, 10.0, 16.0]"
"5-[(E)-2-methylbut-2-enyl]-5-prop-2-enyl-1,3-",-7.257,"[-7.257, -7.146, -7.113, -7.024, -6.975, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-(211C)1,3-diazinane-2,4,6-trione",-7.251,"[-7.251, -7.115, -6.916, -6.852, -6.633, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-1,3-diazinane-2,4,6-trione",-7.245,"[-7.245, -6.766, -6.654, -6.577, -6.516, 0.0, 1.0, 10.0, 16.0]"
"5-benzyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.243,"[-7.243, -6.514, -6.368, -6.2, -5.859, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-(3-fluoropropyl)-1,3-diazinane-2,4,",-7.24,"[-7.24, -7.179, -6.871, -6.819, -6.807, 0.0, 1.0, 10.0, 16.0]"
2-benzyl-N-carbamoylbutanamide,-7.236,"[-7.236, -7.048, -6.881, -6.79, -6.673, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-2-imino-1,3-diazinane-4,6-dione",-7.235,"[-7.235, -7.189, -7.036, -6.674, -6.392, 0.0, 1.0, 10.0, 16.0]"
"5-[(E)-but-2-en-2-yl]-5-propyl-1,3-diazinane-",-7.228,"[-7.228, -7.199, -7.03, -6.884, -6.598, 0.0, 1.0, 10.0, 16.0]"
(E)-N-carbamoyl-2-phenylbut-2-enamide,-7.227,"[-7.227, -6.478, -5.334, -5.275, -5.15, 0.0, 1.0, 10.0, 16.0]"
"5-pentan-3-yl-5-propyl-1,3-diazinane-2,4,6-tr",-7.225,"[-7.225, -7.156, -6.732, -6.706, -6.58, 0.0, 1.0, 10.0, 16.0]"
"5-but-2-en-2-yl-5-butyl-1,3-diazinane-2,4,6-t",-7.216,"[-7.216, -7.037, -6.598, -6.478, -6.457, 0.0, 1.0, 10.0, 16.0]"
"5-methyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.212,"[-7.212, -6.678, -6.514, -6.503, -6.362, 0.0, 1.0, 10.0, 16.0]"
"5,5-diacetyl-1,3-diazinane-2,4-dione",-7.207,"[-7.207, -7.09, -7.017, -6.973, -6.696, 0.0, 1.0, 10.0, 16.0]"
"3-(2-fluoro-4-methylphenyl)piperidine-2,6-dio",-7.206,"[-7.206, -6.614, -6.217, -4.47, -3.884, 0.0, 1.0, 10.0, 16.0]"
"5-butyl-5-[(E)-prop-1-enyl]-1,3-diazinane-2,4",-7.205,"[-7.205, -6.73, -6.568, -6.288, -6.231, 0.0, 1.0, 10.0, 16.0]"
"5-[(E)-pent-2-en-2-yl]-5-propyl-1,3-diazinane",-7.202,"[-7.202, -7.119, -7.003, -6.92, -6.897, 0.0, 1.0, 10.0, 16.0]"
"5-(2-methylpropyl)-5-phenyl-1,3-diazinane-2,4",-7.201,"[-7.201, -6.24, -4.892, -4.497, -3.657, 0.0, 1.0, 10.0, 16.0]"
"5,5,6,6-tetramethyl-1,3-diazinane-2,4-dione",-7.2,"[-7.2, -7.195, -6.645, -6.524, -6.39, 0.0, 1.0, 10.0, 16.0]"
"5-butyl-5-ethyl-1,3-diazinane-2,4,6-trione",-7.195,"[-7.195, -7.175, -6.817, -6.787, -6.723, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-2-methylidene-1,3-diazinane-4,6-d",-7.195,"[-7.195, -7.187, -6.948, -6.552, -6.464, 0.0, 1.0, 10.0, 16.0]"
"N,N'-dicarbamoyl-2-(1-phenylethyl)propanediam",-7.195,"[-7.195, -6.703, -6.653, -6.328, -6.04, 0.0, 1.0, 10.0, 16.0]"
"1-ethyl-4-phenylpiperidine-2,6-dione",-7.186,"[-7.186, -5.909, -5.89, -5.787, -5.632, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-1-methyl-5-(3-methylbut-2-enyl)-1,3-d",-7.18,"[-7.18, -6.914, -6.719, -6.568, -6.518, 0.0, 1.0, 10.0, 16.0]"
"5-(4-aminobutyl)-5-phenyl-1,3-diazinane-2,4,6",-7.178,"[-7.178, -4.898, -4.62, -4.177, -4.121, 0.0, 1.0, 10.0, 16.0]"
"5-pentyl-5-phenyl-1,3-diazinane-2,4,6-trione",-7.168,"[-7.168, -6.776, -6.626, -6.616, -6.084, 0.0, 1.0, 10.0, 16.0]"
"5-methyl-5-prop-2-ynyl-1,3-diazinane-2,4,6-tr",-7.167,"[-7.167, -6.888, -6.812, -6.627, -6.549, 0.0, 1.0, 10.0, 16.0]"
"5-(3,3-dimethylbutan-2-yl)-5-methyl-1,3-diazi",-7.164,"[-7.164, -6.702, -6.546, -6.406, -6.33, 0.0, 1.0, 10.0, 16.0]"
"(1S,5R)-1-[4-(trifluoromethyl)phenyl]-3-azabi",-7.16,"[-7.16, -6.677, -6.549, -6.481, -6.41, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-1-(methoxymethyl)-5-phenyl-1,3-diazin",-7.16,"[-7.16, -6.002, -5.954, -5.875, -5.808, 0.0, 1.0, 10.0, 16.0]"
"5-methyl-5-pentan-3-yl-1,3-diazinane-2,4,6-tr",-7.157,"[-7.157, -6.81, -6.034, -5.979, -5.954, 0.0, 1.0, 10.0, 16.0]"
"3,3-dimethyl-2-phenylbutanamide",-7.147,"[-7.147, -7.016, -6.89, -6.725, -6.57, 0.0, 1.0, 10.0, 16.0]"
"5-butan-2-yl-5-(1,1,2,2,2-pentadeuterioethyl)",-7.145,"[-7.145, -7.141, -7.089, -7.029, -6.865, 0.0, 1.0, 10.0, 16.0]"
"1-methyl-5-[(Z)-pent-2-en-3-yl]-5-propyl-1,3-",-7.142,"[-7.142, -6.844, -6.796, -6.733, -6.403, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-[(E)-hept-3-en-4-yl]-1,3-diazinane-",-7.138,"[-7.138, -7.006, -6.102, -6.069, -5.984, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.137,"[-7.137, -7.008, -6.752, -6.629, -6.502, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-1-methyl-5-pent-2-en-2-yl-1,3-diazina",-7.134,"[-7.134, -6.888, -6.843, -6.415, -6.345, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-[(Z)-pent-2-en-3-yl]-1,3-diazinane-",-7.131,"[-7.131, -7.036, -6.84, -6.828, -6.817, 0.0, 1.0, 10.0, 16.0]"
"5-(2-cyclopentylethyl)-5-(2-phenylethyl)-1,3-",-7.126,"[-7.126, -5.772, -4.665, -2.959, -2.586, 0.0, 1.0, 10.0, 16.0]"
"5-(3-methylbut-2-enyl)-5-propyl-1,3-diazinane",-7.125,"[-7.125, -7.062, -6.945, -6.697, -6.471, 0.0, 1.0, 10.0, 16.0]"
"5-[(E)-hept-3-en-4-yl]-5-prop-2-enyl-1,3-diaz",-7.121,"[-7.121, -7.028, -6.601, -6.427, -6.388, 0.0, 1.0, 10.0, 16.0]"
"5-butyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.116,"[-7.116, -7.033, -7.009, -6.871, -6.734, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-(2-methoxyethyl)-1,3-diazinane-2,4,",-7.114,"[-7.114, -6.938, -6.572, -6.417, -6.278, 0.0, 1.0, 10.0, 16.0]"
"5-(2-cyclohexylideneethyl)-5-phenyl-1,3-diazi",-7.114,"[-7.114, -6.848, -6.506, -5.988, -5.611, 0.0, 1.0, 10.0, 16.0]"
3-(2-fluorophenyl)piperidin-2-one,-7.113,"[-7.113, -6.721, -5.498, -5.165, -4.444, 0.0, 1.0, 10.0, 16.0]"
3-ethyl-3-phenylpiperidin-2-one,-7.112,"[-7.112, -6.484, -6.084, -5.844, -5.67, 0.0, 1.0, 10.0, 16.0]"
"3-(2,4-difluorophenyl)-3-piperidin-4-ylpiperi",-7.111,"[-7.111, -6.595, -5.689, -5.311, -4.506, 0.0, 1.0, 10.0, 16.0]"
3-[(4-fluorophenyl)methyl]-3-methylpiperidin-,-7.104,"[-7.104, -6.502, -6.465, -6.19, -6.054, 0.0, 1.0, 10.0, 16.0]"
N-tert-butyl-2-phenylacetamide,-7.103,"[-7.103, -6.848, -6.741, -6.685, -6.572, 0.0, 1.0, 10.0, 16.0]"
"4-ethyl-3-methyl-3-phenylpyrrolidine-2,5-dion",-7.103,"[-7.103, -6.777, -6.615, -6.598, -5.898, 0.0, 1.0, 10.0, 16.0]"
"4-[(E)-pent-3-enyl]-2,4-diazaspiro[5.5]undeca",-7.099,"[-7.099, -6.544, -6.494, -6.353, -5.436, 0.0, 1.0, 10.0, 16.0]"
"5-[(2S)-butan-2-yl]-5-ethyl-1,3-diazinane-2,4",-7.094,"[-7.094, -6.948, -6.931, -6.871, -6.841, 0.0, 1.0, 10.0, 16.0]"
"5-butyl-5-(1,1,2,2,2-pentadeuterioethyl)-1,3-",-7.088,"[-7.088, -7.012, -6.855, -6.831, -6.762, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-1-methyl-5-(1,1,2,2,2-pentadeuterioet",-7.088,"[-7.088, -6.47, -6.398, -6.286, -6.276, 0.0, 1.0, 10.0, 16.0]"
"5,5-ditert-butyl-1,3-diazinane-2,4,6-trione",-7.087,"[-7.087, -6.743, -6.72, -6.084, -5.782, 0.0, 1.0, 10.0, 16.0]"
"5-(2-phenylethyl)-1,3-diazinane-2,4,6-trione",-7.082,"[-7.082, -6.828, -6.309, -6.283, -6.171, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-phenyl-1-propan-2-yl-1,3-diazinane-",-7.076,"[-7.076, -6.66, -6.407, -5.776, -5.611, 0.0, 1.0, 10.0, 16.0]"
"2-(2,4,6-trioxo-5-phenyl-5-propyl-1,3-diazina",-7.074,"[-7.074, -6.197, -5.976, -5.001, -4.629, 0.0, 1.0, 10.0, 16.0]"
"5-[(E)-but-2-en-2-yl]-5-butyl-1,3-diazinane-2",-7.073,"[-7.073, -6.887, -6.886, -6.843, -6.828, 0.0, 1.0, 10.0, 16.0]"
"5-tert-butyl-1,3-diazinane-2,4,6-trione",-7.073,"[-7.073, -6.611, -6.489, -6.23, -6.113, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-(1,1,2,2,2-pentadeuterioethyl)-1,3-",-7.069,"[-7.069, -6.903, -6.88, -6.844, -6.821, 0.0, 1.0, 10.0, 16.0]"
3-benzyl-3-ethylpiperidin-2-one,-7.063,"[-7.063, -7.044, -6.98, -6.654, -6.226, 0.0, 1.0, 10.0, 16.0]"
"5-(2-aminoethyl)-5-ethyl-1,3-diazinane-2,4,6-",-7.062,"[-7.062, -6.874, -6.723, -6.584, -6.44, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-(2-methylbutyl)-1,3-diazinane-2,4,6",-7.06,"[-7.06, -6.99, -6.875, -6.868, -6.363, 0.0, 1.0, 10.0, 16.0]"
"4,4-diethylisoquinoline-1,3-dione",-7.059,"[-7.059, -7.004, -6.833, -6.58, -6.561, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-6-imino-1,3-diazinane-2,4-dione",-7.057,"[-7.057, -6.526, -6.499, -6.383, -6.216, 0.0, 1.0, 10.0, 16.0]"
2-methyl-2-phenylpropanamide,-7.056,"[-7.056, -6.385, -6.329, -6.16, -6.071, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-1,3-dimethyl-5-phenyl-1,3-diazinane-2",-7.043,"[-7.043, -6.216, -6.186, -5.154, -5.076, 0.0, 1.0, 10.0, 16.0]"
"5-(2-methylpropyl)-5-(2-phenylethyl)-1,3-diaz",-7.043,"[-7.043, -6.617, -6.411, -5.94, -5.618, 0.0, 1.0, 10.0, 16.0]"
"(3S)-3-ethyl-3-phenylpiperidine-2,6-dione",-7.042,"[-7.042, -6.957, -6.518, -6.328, -6.05, 0.0, 1.0, 10.0, 16.0]"
"3-methyl-3-(4-methylphenyl)pyrrolidine-2,5-di",-7.035,"[-7.035, -6.862, -6.471, -6.287, -5.701, 0.0, 1.0, 10.0, 16.0]"
"5-butyl-5-[(Z)-prop-1-enyl]-1,3-diazinane-2,4",-7.03,"[-7.03, -6.932, -6.671, -6.491, -6.391, 0.0, 1.0, 10.0, 16.0]"
"1-(cyclohex-3-en-1-ylmethyl)-5,5-diethyl-1,3-",-7.021,"[-7.021, -5.987, -4.261, -4.162, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-[2-(methylamino)ethyl]-1,3-diazinan",-7.02,"[-7.02, -6.909, -6.828, -6.483, -6.289, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-6-sulfanylidene-1,3-diazinane-2,4",-7.011,"[-7.011, -6.424, -6.172, -6.104, -6.017, 0.0, 1.0, 10.0, 16.0]"
"8-ethyl-4a,8a-dihydro-1H-quinazoline-2,4-dion",-7.009,"[-7.009, -6.933, -6.914, -6.673, -6.579, 0.0, 1.0, 10.0, 16.0]"
"5-[(E)-but-2-enyl]-5-propyl-1,3-diazinane-2,4",-7.009,"[-7.009, -6.809, -6.804, -6.77, -6.523, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-1-iodo-1,3-diazinane-2,4,6-trione",-7.007,"[-7.007, -6.54, -6.141, -5.76, -5.655, 0.0, 1.0, 10.0, 16.0]"
"2,2-diphenylpropanamide",-7.004,"[-7.004, -6.88, -6.78, -6.19, -6.089, 0.0, 1.0, 10.0, 16.0]"
"5-but-1-enyl-5-butyl-1,3-diazinane-2,4,6-trio",-7.001,"[-7.001, -6.827, -6.281, -5.898, -5.742, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-[(E)-pent-2-en-3-yl]-1,3-diazinane-",-6.995,"[-6.995, -6.983, -6.905, -6.849, -6.757, 0.0, 1.0, 10.0, 16.0]"
"5-[(E)-pent-2-enyl]-5-propyl-1,3-diazinane-2,",-6.991,"[-6.991, -6.482, -6.431, -5.976, -5.919, 0.0, 1.0, 10.0, 16.0]"
"8-tert-butyl-6-methyl-4a,8a-dihydro-1H-quinaz",-6.984,"[-6.984, -6.805, -6.659, -6.631, -6.617, 0.0, 1.0, 10.0, 16.0]"
"4-ethyl-4-phenylpiperidine-2,6-dione",-6.983,"[-6.983, -6.969, -6.345, -6.252, -5.603, 0.0, 1.0, 10.0, 16.0]"
"5-[(4-methylphenyl)methyl]-1,3-diazinane-2,4,",-6.98,"[-6.98, -6.8, -6.421, -5.738, -4.779, 0.0, 1.0, 10.0, 16.0]"
2-methyl-2-phenyl-4-piperidin-1-ylbutanamide,-6.98,"[-6.98, -6.272, -6.067, -5.591, -5.317, 0.0, 1.0, 10.0, 16.0]"
"1,3-dibromo-5,5-diethyl-1,3-diazinane-2,4,6-t",-6.978,"[-6.978, -6.119, -5.861, -5.754, -5.697, 0.0, 1.0, 10.0, 16.0]"
"5-(2-chlorophenyl)-5-ethyl-1,3-diazinane-2,4,",-6.974,"[-6.974, -5.443, -5.146, -4.997, -4.83, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-1-methoxy-1,3-diazinane-2,4,6-tri",-6.962,"[-6.962, -6.827, -6.612, -6.542, -6.439, 0.0, 1.0, 10.0, 16.0]"
"N,N'-dicarbamoyl-2,2-diethylpropanediamide",-6.957,"[-6.957, -6.913, -6.438, -6.244, -6.241, 0.0, 1.0, 10.0, 16.0]"
"5-[(Z)-hept-3-en-4-yl]-5-prop-2-enyl-1,3-diaz",-6.953,"[-6.953, -6.506, -6.2, -5.973, -5.863, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-1,3-dimethyl-1,3-diazinane-2,4,6-",-6.946,"[-6.946, -6.37, -6.248, -6.042, -5.957, 0.0, 1.0, 10.0, 16.0]"
"5-(2-methylbutan-2-yl)-1,3-diazinane-2,4,6-tr",-6.941,"[-6.941, -6.556, -6.489, -6.482, -6.387, 0.0, 1.0, 10.0, 16.0]"
"1,5,5-triethyl-1,3-diazinane-2,4,6-trione",-6.939,"[-6.939, -6.659, -6.45, -6.435, -6.304, 0.0, 1.0, 10.0, 16.0]"
"5,5-di(butan-2-yl)-1,3-diazinane-2,4,6-trione",-6.935,"[-6.935, -6.831, -6.461, -6.434, -6.389, 0.0, 1.0, 10.0, 16.0]"
"6,8-diazaspiro[3.5]nonane-5,7,9-trione",-6.931,"[-6.931, -6.825, -6.8, -6.677, -6.396, 0.0, 1.0, 10.0, 16.0]"
"(5S)-1-methyl-5-pentyl-5-phenyl-1,3-diazinane",-6.921,"[-6.921, -6.749, -6.333, -6.262, -1.475, 0.0, 1.0, 10.0, 16.0]"
"5-[(E)-but-1-enyl]-5-butyl-1,3-diazinane-2,4,",-6.913,"[-6.913, -6.703, -6.319, -6.081, -5.872, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-methyl-1,3-diazinane-2,4,6-trione",-6.899,"[-6.899, -6.646, -6.526, -6.387, -6.385, 0.0, 1.0, 10.0, 16.0]"
N-(methylcarbamoyl)-2-phenylbutanamide,-6.898,"[-6.898, -6.039, -5.888, -5.78, -5.738, 0.0, 1.0, 10.0, 16.0]"
2-(4-fluorophenyl)-2-piperidin-4-ylpentanedia,-6.887,"[-6.887, -6.765, -6.597, -6.462, -6.341, 0.0, 1.0, 10.0, 16.0]"
"5,5-diethyl-1,3-diazinane-2,4-dione",-6.886,"[-6.886, -6.632, -6.493, -6.264, 0.0, 1.0, 10.0, 16.0]"
2-methyl-2-phenylbutanediamide,-6.882,"[-6.882, -6.497, -6.436, -5.999, -5.933, 0.0, 1.0, 10.0, 16.0]"
2-phenyl-N-(2-phenylacetyl)acetamide,-6.881,"[-6.881, -6.637, -6.486, -6.405, -6.254, 0.0, 1.0, 10.0, 16.0]"
"5-[(E)-2-methylhex-2-enyl]-5-prop-2-enyl-1,3-",-6.88,"[-6.88, -6.367, -6.331, -6.074, -5.696, 0.0, 1.0, 10.0, 16.0]"
"5-but-1-enyl-5-propyl-1,3-diazinane-2,4,6-tri",-6.873,"[-6.873, -6.865, -6.614, -6.579, -6.207, 0.0, 1.0, 10.0, 16.0]"
"5,5-dibutyl-1,3-diazinane-2,4,6-trione",-6.871,"[-6.871, -6.412, -6.376, -6.371, -6.334, 0.0, 1.0, 10.0, 16.0]"
"5-butyl-5-(3-methylbut-2-enyl)-1,3-diazinane-",-6.866,"[-6.866, -6.853, -6.755, -6.659, -6.434, 0.0, 1.0, 10.0, 16.0]"
"5-ethyl-5-phenyl-1,3-diazinane-4,6-dione",-6.859,"[-6.859, -6.691, -6.298, -6.216, -5.897, 0.0, 1.0, 10.0, 16.0]"
