name,chembl_id,smiles,predicted_affinity,predicted_hit_prob,scaffold
METYRAPONE,CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,-4.605483837366947,0.28012734546120044,O=C(Cc1cccnc1)c1cccnc1
DIROXIMEL FUMARATE,CHEMBL3989944,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,-4.604942498910076,0.2874922391687745,O=C1CCC(=O)N1
NEPAFENAC,CHEMBL1021,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,-4.602436771609802,0.4348773822483118,O=C(c1ccccc1)c1ccccc1
TILBROQUINOL,CHEMBL1788385,Cc1cc(Br)c(O)c2ncccc12,-4.602172701833669,0.2804476191852157,c1ccc2ncccc2c1
BUTABARBITAL SODIUM,CHEMBL1200982,CCC(C)C1(CC)C(=O)[N-]C(=O)NC1=O.[Na+],-4.601474277831914,0.2724381401777812,O=C1CC(=O)NC(=O)[N-]1
TERTATOLOL,CHEMBL434200,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,-4.600102498216659,0.2822563651637793,c1ccc2c(c1)CCCS2
LEVOMILNACIPRAN HYDROCHLORIDE,CHEMBL2105732,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN.Cl,-4.59870317183609,0.3199226303190961,c1ccc(C2CC2)cc1
MILNACIPRAN HYDROCHLORIDE,CHEMBL4297064,CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,-4.59870317183609,0.3199226303190961,c1ccc(C2CC2)cc1
QUINETHAZONE,CHEMBL1532,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-4.5984036796015895,0.3053402605028761,O=C1NCNc2ccccc21
PYRANTEL,CHEMBL1626223,CN1CCCN=C1/C=C/c1cccs1,-4.598083279921236,0.24415516085285158,C(=C\c1cccs1)/C1=NCCCN1
DIPHENHYDRAMINE,CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,-4.596084884970756,0.2926556274727317,c1ccc(Cc2ccccc2)cc1
APRACLONIDINE,CHEMBL647,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,-4.595961488958574,0.33510694538773395,c1ccc(N=C2NCCN2)cc1
TEMOZOLOMIDE,CHEMBL810,Cn1nnc2c(C(N)=O)ncn2c1=O,-4.594245453595089,0.2788184776594157,O=c1[nH]nnc2cncn12
DYPHYLLINE,CHEMBL1752,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-4.591922668572855,0.25876015481995035,O=c1[nH]c(=O)c2[nH]cnc2[nH]1
ETOMIDATE,CHEMBL681,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,-4.590268462384782,0.30753824275850095,c1ccc(Cn2ccnc2)cc1
FENCLOZIC ACID,CHEMBL1909282,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,-4.588422857246714,0.39559335661926776,c1ccc(-c2nccs2)cc1
TRIPELENNAMINE HYDROCHLORIDE,CHEMBL1200446,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,-4.586834085031022,0.28880706381313753,c1ccc(CNc2ccccn2)cc1
LOMUSTINE,CHEMBL514,O=NN(CCCl)C(=O)NC1CCCCC1,-4.5856234817122585,0.2607822007987931,C1CCCCC1
APRACLONIDINE HYDROCHLORIDE,CHEMBL1200379,Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,-4.584411242291907,0.3347008707205904,c1ccc(N=C2NCCN2)cc1
METRONIDAZOLE HYDROCHLORIDE,CHEMBL1200869,Cc1ncc([N+](=O)[O-])n1CCO.Cl,-4.58438897353833,0.21083122057272657,c1c[nH]cn1
CLOBENZOREX,CHEMBL1213251,CC(Cc1ccccc1)NCc1ccccc1Cl,-4.58383361193354,0.3355394542854385,c1ccc(CCNCc2ccccc2)cc1
CIMETIDINE,CHEMBL30,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,-4.583084742502082,0.2696793554085698,c1c[nH]cn1
EDARAVONE,CHEMBL290916,CC1=NN(c2ccccc2)C(=O)C1,-4.5826996067173615,0.30733870171589345,O=C1CC=NN1c1ccccc1
PIRFENIDONE,CHEMBL1256391,Cc1ccc(=O)n(-c2ccccc2)c1,-4.578815753987624,0.3291012371133137,O=c1ccccn1-c1ccccc1
METRONIDAZOLE,CHEMBL137,Cc1ncc([N+](=O)[O-])n1CCO,-4.576928128865552,0.2076410194470697,c1c[nH]cn1
METHAPYRILENE,CHEMBL1411979,CN(C)CCN(Cc1cccs1)c1ccccn1,-4.576687348927022,0.27356525446617336,c1ccc(NCc2cccs2)nc1
TICRYNAFEN,CHEMBL267744,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,-4.574704234786091,0.4170044728157393,O=C(c1ccccc1)c1cccs1
PIPOBROMAN,CHEMBL1585,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,-4.564728995837316,0.256259247445848,C1CNCCN1
TAPINAROF,CHEMBL259571,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,-4.562477099840219,0.3217915805024159,C(=C\c1ccccc1)/c1ccccc1
SULTHIAME,CHEMBL328560,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,-4.557553710592242,0.24043542054220648,O=S1(=O)CCCCN1c1ccccc1
HEXYLCAINE,CHEMBL1197,CC(CNC1CCCCC1)OC(=O)c1ccccc1,-4.557123464236829,0.2903708797233389,O=C(OCCNC1CCCCC1)c1ccccc1
MENADIONE,CHEMBL590,CC1=CC(=O)c2ccccc2C1=O,-4.555204903451238,0.2849460766868013,O=C1C=CC(=O)c2ccccc21
THIOGUANINE,CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,-4.553672127152351,0.2871723608877562,S=c1[nH]cnc2[nH]cnc12
PRAMOXINE,CHEMBL1198,CCCCOc1ccc(OCCCN2CCOCC2)cc1,-4.551916093594593,0.20097866950638793,c1ccc(OCCCN2CCOCC2)cc1
PITOLISANT,CHEMBL462605,Clc1ccc(CCCOCCCN2CCCCC2)cc1,-4.551701596494818,0.2769611592787264,c1ccc(CCCOCCCN2CCCCC2)cc1
FLUTAMIDE,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,-4.551110956226442,0.2853583054158536,c1ccccc1
2-MERCAPTOETHANESULFONIC ACID,CHEMBL1098319,O=S(=O)(O)CCS,-4.550535786101812,0.22358625048309322,
SOTALOL,CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,-4.550196134256685,0.2313647732684159,c1ccccc1
PYRILAMINE,CHEMBL511,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,-4.547961002759925,0.21281005895123076,c1ccc(CNc2ccccn2)cc1
AMIFOSTINE,CHEMBL1006,NCCCNCCSP(=O)(O)O,-4.545484439336928,0.2378214898915152,
PINACIDIL ANHYDROUS,CHEMBL1159,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,-4.543565553575503,0.2513369864497355,c1ccncc1
STIRIPENTOL,CHEMBL1983350,CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,-4.543204798649369,0.28456247778494304,c1ccc2c(c1)OCO2
ORNIDAZOLE,CHEMBL1449676,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,-4.5419733835069405,0.2297780257998337,c1c[nH]cn1
TEGASEROD,CHEMBL76370,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,-4.540810143225306,0.257650665985543,c1ccc2[nH]ccc2c1
ISONIAZID,CHEMBL64,NNC(=O)c1ccncc1,-4.539220993804625,0.2653833542143006,c1ccncc1
PYRIDOXINE HYDROCHLORIDE,CHEMBL1200756,Cc1ncc(CO)c(CO)c1O.Cl,-4.537850545114732,0.20988619338787826,c1ccncc1
NIFURTIMOX,CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,-4.536426445598772,0.21997914832945448,O=S1(=O)CCN(/N=C/c2ccco2)CC1
PINACIDIL,CHEMBL1200338,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O,-4.533493176879834,0.2473411612602042,c1ccncc1
SAFINAMIDE,CHEMBL396778,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,-4.532969611311825,0.26585074854260365,c1ccc(COc2ccccc2)cc1
PYRIDOXINE,CHEMBL1364,Cc1ncc(CO)c(CO)c1O,-4.532482239097416,0.20669599226222135,c1ccncc1
SECNIDAZOLE,CHEMBL498847,Cc1ncc([N+](=O)[O-])n1CC(C)O,-4.529047798326441,0.2080208304129786,c1c[nH]cn1
DROXIDOPA,CHEMBL2103827,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,-4.528549177125781,0.3648291484926179,c1ccccc1
METOPROLOL,CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,-4.52637639188283,0.2124216447565618,c1ccccc1
PENTOLINIUM,CHEMBL1271,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,-4.526111064575738,0.24454952599344082,C(CC[NH+]1CCCC1)CC[NH+]1CCCC1
IFOSFAMIDE,CHEMBL1024,O=P1(NCCCl)OCCCN1CCCl,-4.525203885478915,0.2628328027162164,O=[PH]1NCCCO1
PERFLUTREN,CHEMBL1663,FC(F)(F)C(F)(F)C(F)(F)F,-4.522593239772733,0.22960689946693494,
NATEGLINIDE,CHEMBL783,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,-4.521509347684516,0.3078081062857725,O=C(NCCc1ccccc1)C1CCCCC1
XANOMELINE,CHEMBL21536,CCCCCCOc1nsnc1C1=CCCN(C)C1,-4.520833191014548,0.2609323405667639,C1=C(c2cnsn2)CNCC1
NITROFURANTOIN SODIUM,CHEMBL1201000,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],-4.519876720052829,0.2943953008128679,O=C1CN(/N=C/c2ccco2)C(=O)[N-]1
HALOTHANE,CHEMBL931,FC(F)(F)C(Cl)Br,-4.516100398633866,0.23790534458206095,
NITROFURAZONE,CHEMBL869,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,-4.515742314862774,0.2849851158129742,c1ccoc1
CYCLOPHOSPHAMIDE,CHEMBL1200796,O.O=P1(N(CCCl)CCCl)NCCCO1,-4.514295045691191,0.2994470067033665,O=[PH]1NCCCO1
PRACTOLOL,CHEMBL6995,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,-4.5112707169967985,0.23979662700451848,c1ccccc1
PARALDEHYDE,CHEMBL1410743,CC1OC(C)OC(C)O1,-4.510689534941578,0.19103266747223116,C1OCOCO1
TIAPROFENIC ACID,CHEMBL365795,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,-4.508396358189963,0.33914165927742324,O=C(c1ccccc1)c1cccs1
TRICLOFOS SODIUM,CHEMBL1200789,O=P([O-])(O)OCC(Cl)(Cl)Cl.[Na+],-4.508349409324493,0.24325365498674126,
ALTRETAMINE,CHEMBL1455,CN(C)c1nc(N(C)C)nc(N(C)C)n1,-4.502435308959251,0.22173982311268192,c1ncncn1
LEVOBUNOLOL,CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,-4.499665061367519,0.2767166081235277,O=C1CCCc2ccccc21
INAMRINONE,CHEMBL12856,Nc1cc(-c2ccncc2)c[nH]c1=O,-4.499208067081754,0.35492171833359265,O=c1ccc(-c2ccncc2)c[nH]1
DIPHENHYDRAMINE HYDROCHLORIDE,CHEMBL1620,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,-4.496610926129649,0.2829803196398832,c1ccc(Cc2ccccc2)cc1
FLURBIPROFEN SODIUM,CHEMBL3989754,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],-4.496450126195999,0.25993510475798565,c1ccc(-c2ccccc2)cc1
ISOCARBOXAZID,CHEMBL1201168,Cc1cc(C(=O)NNCc2ccccc2)no1,-4.491201645913146,0.33896643752657324,O=C(NNCc1ccccc1)c1ccon1
MOXONIDINE,CHEMBL19236,COc1nc(C)nc(Cl)c1NC1=NCCN1,-4.490295507953758,0.2914198575079597,c1ncc(NC2=NCCN2)cn1
LUMIRACOXIB,CHEMBL404108,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,-4.488949738593388,0.5101389804295101,c1ccc(Nc2ccccc2)cc1
ENOXIMONE,CHEMBL249856,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,-4.486388822151303,0.3249598279627699,O=C(c1ccccc1)c1c[nH]c(=O)[nH]1
CYCLOPHOSPHAMIDE ANHYDROUS,CHEMBL88,O=P1(N(CCCl)CCCl)NCCCO1,-4.4863870718209125,0.29230508858226373,O=[PH]1NCCCO1
OXYMETAZOLINE,CHEMBL762,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,-4.485156414516181,0.2845085961522332,c1ccc(CC2=NCCN2)cc1
GLUTETHIMIDE,CHEMBL1102,CCC1(c2ccccc2)CCC(=O)NC1=O,-4.484936961334004,0.3288598101556277,O=C1CCC(c2ccccc2)C(=O)N1
MILRINONE,CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,-4.484283591816064,0.30829028439462247,O=c1ccc(-c2ccncc2)c[nH]1
URACIL MUSTARD,CHEMBL1488,Oc1ncc(N(CCCl)CCCl)c(O)n1,-4.482150673945037,0.2804401716645423,c1cncnc1
ISAXONINE PHOSPHATE,CHEMBL1697751,CC(C)Nc1ncccn1.O=P(O)(O)O,-4.480626438687287,0.20045755046014432,c1cncnc1
LAMOTRIGINE,CHEMBL741,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,-4.478614387490634,0.3048880871990762,c1ccc(-c2cncnn2)cc1
MOLSIDOMINE,CHEMBL1329455,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,-4.477731502718906,0.2464677311853285,c1c[n+](N2CCOCC2)no1
METHAPYRILENE HYDROCHLORIDE,CHEMBL1255739,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl,-4.475742958206509,0.25786635937130936,c1ccc(NCc2cccs2)nc1
CARBINOXAMINE,CHEMBL864,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,-4.465329278519154,0.2747350398794404,c1ccc(Cc2ccccn2)cc1
DOXYLAMINE,CHEMBL1004,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,-4.465242531567377,0.3067252336961174,c1ccc(Cc2ccccn2)cc1
CHLOPHEDIANOL,CHEMBL1201313,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,-4.462259477547678,0.3229865468608633,c1ccc(Cc2ccccc2)cc1
LINDANE,CHEMBL15891,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,-4.4611355248174895,0.22221332663135987,C1CCCCC1
HEXYLCAINE HYDROCHLORIDE,CHEMBL1200715,CC(CNC1CCCCC1)OC(=O)c1ccccc1.Cl,-4.452319237577421,0.2744284740101911,O=C(OCCNC1CCCCC1)c1ccccc1
LAMIVUDINE,CHEMBL141,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,-4.4516661751203435,0.27703959102522663,O=c1ncccn1[C@@H]1CSCO1
PENTOBARBITAL,CHEMBL448,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-4.451072938719404,0.29771002688687925,O=C1CC(=O)NC(=O)N1
BRIVARACETAM,CHEMBL607400,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,-4.4498454365179425,0.2869217762744611,O=C1CCCN1
ASCORBIC ACID,CHEMBL196,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,-4.447365972890219,0.2368142739930463,O=C1C=CCO1
RITODRINE HYDROCHLORIDE,CHEMBL1367605,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1.Cl,-4.445429833299103,0.17654808959490143,c1ccc(CCNCCc2ccccc2)cc1
PHENINDIONE,CHEMBL711,O=C1c2ccccc2C(=O)C1c1ccccc1,-4.443786249635219,0.34022535309150964,O=C1c2ccccc2C(=O)C1c1ccccc1
OXCARBAZEPINE,CHEMBL1068,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,-4.4433409635850385,0.34910479074921125,O=C1Cc2ccccc2Nc2ccccc21
AMOBARBITAL,CHEMBL267894,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-4.441017797019134,0.3050506648456335,O=C1CC(=O)NC(=O)N1
DAPSONE,CHEMBL1043,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-4.436961147707058,0.28038008651109536,O=S(=O)(c1ccccc1)c1ccccc1
ESFLURBIPROFEN,CHEMBL435298,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.433861845962497,0.3307915261236549,c1ccc(-c2ccccc2)cc1
FLURBIPROFEN,CHEMBL563,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.433861845962497,0.3307915261236549,c1ccc(-c2ccccc2)cc1
PHENYTOIN,CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-4.432207782832929,0.40937911423502754,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
SUPROFEN,CHEMBL956,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,-4.429375772384039,0.32394303280637043,O=C(c1ccccc1)c1cccs1
SECOBARBITAL,CHEMBL447,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,-4.427994764711598,0.2910992005123458,O=C1CC(=O)NC(=O)N1
FOSFOMYCIN,CHEMBL1757,C[C@@H]1O[C@@H]1P(=O)(O)O,-4.427759713564514,0.1986104584785384,C1CO1
ROPINIROLE,CHEMBL589,CCCN(CCC)CCc1cccc2c1CC(=O)N2,-4.426490839890929,0.3169027336268538,O=C1Cc2ccccc2N1
METAMIZOLE,CHEMBL461522,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,-4.426282407411403,0.27444969053092005,O=c1cc[nH]n1-c1ccccc1
DIFEMERINE,CHEMBL3304486,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1,-4.420103126942157,0.30230924540939486,c1ccc(Cc2ccccc2)cc1
DEXMEDETOMIDINE,CHEMBL778,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,-4.419562083657868,0.25794533529831504,c1ccc(Cc2c[nH]cn2)cc1
ISOSORBIDE,CHEMBL1200660,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,-4.4190164693277865,0.2146178246491205,C1C[C@H]2OCC[C@H]2O1
CICLOPIROX,CHEMBL1413,Cc1cc(C2CCCCC2)n(O)c(=O)c1,-4.418924312774455,0.2500945414293601,O=c1cccc(C2CCCCC2)[nH]1
RILUZOLE,CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,-4.418775766093448,0.2879440691345054,c1ccc2scnc2c1
METHOHEXITAL SODIUM,CHEMBL30219,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],-4.418121571871734,0.22121409477375684,O=C1CC(=O)NC=N1
ROPIVACAINE,CHEMBL1077896,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,-4.415392780964916,0.27364742381505297,O=C(Nc1ccccc1)[C@@H]1CCCCN1
CARTEOLOL,CHEMBL839,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,-4.412746573039044,0.30295302269179747,O=C1CCc2ccccc2N1
DEXRAZOXANE,CHEMBL1738,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-4.411155025380885,0.2651914507858108,O=C1CN(CCN2CC(=O)NC(=O)C2)CC(=O)N1
ESKETAMINE,CHEMBL395091,CN[C@]1(c2ccccc2Cl)CCCCC1=O,-4.40964542533201,0.29059395862757714,O=C1CCCCC1c1ccccc1
KETAMINE,CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,-4.40964542533201,0.29059395862757714,O=C1CCCCC1c1ccccc1
PHENAZOPYRIDINE,CHEMBL1242,Nc1ccc(/N=N/c2ccccc2)c(N)n1,-4.403499253973869,0.329905017581139,c1ccc(/N=N/c2cccnc2)cc1
SULFUR,CHEMBL1235452,S1SSSSSSS1,-4.402669597898244,0.22863969993897507,S1SSSSSSS1
ARBUTAMINE,CHEMBL1201251,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,-4.40052457049647,0.24577637482782624,c1ccc(CCCCNCCc2ccccc2)cc1
ARTICAINE,CHEMBL1093,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,-4.396357056207396,0.2698622420001518,c1ccsc1
HEXESTROL,CHEMBL9225,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,-4.3913673579717765,0.25322333831292215,c1ccc(CCc2ccccc2)cc1
ZOLEDRONIC ACID ANHYDROUS,CHEMBL924,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,-4.387343823061302,0.2471631893849483,c1c[nH]cn1
OXAMNIQUINE,CHEMBL847,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,-4.387070074226413,0.29121225404299994,c1ccc2c(c1)CCCN2
SULFAPYRIDINE,CHEMBL700,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-4.386504503593628,0.3046305740988411,O=S(=O)(Nc1ccccn1)c1ccccc1
NITROFURANTOIN,CHEMBL572,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,-4.384870141601292,0.3040465266336817,O=C1CN(/N=C/c2ccco2)C(=O)N1
FEXINIDAZOLE,CHEMBL1631694,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,-4.38135842894773,0.2121681130198173,c1ccc(OCc2ncc[nH]2)cc1
"GLYCEROL, IODINATED",CHEMBL2105827,CC(I)C1OCC(CO)O1,-4.38006663521191,0.20969695453806836,C1COCO1
EMEPRONIUM,CHEMBL2110805,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,-4.376187257915529,0.2472176394647444,c1ccc(Cc2ccccc2)cc1
ABAMETAPIR,CHEMBL2205807,Cc1ccc(-c2ccc(C)cn2)nc1,-4.373033767131976,0.24708746156774267,c1ccc(-c2ccccn2)nc1
HYDROCHLOROTHIAZIDE,CHEMBL435,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-4.3728719028068115,0.286938504945699,O=S1(=O)NCNc2ccccc21
BELINOSTAT,CHEMBL408513,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,-4.3723858651373595,0.32340555536002136,O=S(=O)(Nc1ccccc1)c1ccccc1
CHLORNAPHAZINE,CHEMBL2107519,ClCCN(CCCl)c1ccc2ccccc2c1,-4.37155422318064,0.3543278483016318,c1ccc2ccccc2c1
XYLOMETAZOLINE,CHEMBL312448,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,-4.37065844518062,0.28522529799129887,c1ccc(CC2=NCCN2)cc1
PRAMIPEXOLE,CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,-4.367326380111582,0.21974724070863974,c1nc2c(s1)CCCC2
ZOLEDRONIC ACID,CHEMBL4303669,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,-4.3630001005504795,0.24101601006770162,c1c[nH]cn1
EMTRICITABINE,CHEMBL885,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,-4.3609507146782995,0.2790913218468304,O=c1ncccn1[C@@H]1CSCO1
DEXMEDETOMIDINE HYDROCHLORIDE,CHEMBL2106195,Cc1cccc([C@H](C)c2c[nH]cn2)c1C.Cl,-4.357752734371741,0.25875535613942297,c1ccc(Cc2c[nH]cn2)cc1
CARBAMAZEPINE,CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,-4.356307454342487,0.3309450928369398,C1=Cc2ccccc2Nc2ccccc21
PHENAZOPYRIDINE HYDROCHLORIDE,CHEMBL1201022,Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1,-4.351990706755583,0.3285068836285152,c1ccc(/N=N/c2cccnc2)cc1
HISTAMINE PHOSPHATE,CHEMBL3989520,NCCc1c[nH]cn1.O=P(O)(O)O.O=P(O)(O)O,-4.350221092100144,0.26158436702006316,c1c[nH]cn1
ORPHENADRINE,CHEMBL900,Cc1ccccc1C(OCCN(C)C)c1ccccc1,-4.346919088179695,0.29281934555596467,c1ccc(Cc2ccccc2)cc1
THIOPENTAL,CHEMBL441,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-4.344014797546337,0.2687581745858396,O=C1CC(=O)NC(=S)N1
VADADUSTAT,CHEMBL3646221,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,-4.343449521877928,0.3243942575743436,c1ccc(-c2cccnc2)cc1
FLUINDIONE,CHEMBL24924,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,-4.341491210287618,0.31838599608929913,O=C1c2ccccc2C(=O)C1c1ccccc1
METHADONE,CHEMBL651,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,-4.341043069411988,0.2640110886454129,c1ccc(Cc2ccccc2)cc1
SUMATRIPTAN,CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-4.338081271483781,0.29584399781561366,c1ccc2[nH]ccc2c1
PRIMAQUINE,CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,-4.337634350750225,0.2796421821435346,c1ccc2ncccc2c1
METHAZOLAMIDE,CHEMBL19,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,-4.337497017075349,0.2143474812859831,N=c1[nH]ncs1
ESKETAMINE HYDROCHLORIDE,CHEMBL2364609,CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl,-4.334985693626092,0.2898614989515877,O=C1CCCCC1c1ccccc1
KETAMINE HYDROCHLORIDE,CHEMBL1714,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,-4.334985693626092,0.2898614989515877,O=C1CCCCC1c1ccccc1
BUPIVACAINE,CHEMBL1098,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,-4.333792719416714,0.27158586372187626,O=C(Nc1ccccc1)C1CCCCN1
LEVOBUPIVACAINE,CHEMBL1201193,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,-4.333792719416714,0.27158586372187626,O=C(Nc1ccccc1)[C@@H]1CCCCN1
MEPTAZINOL,CHEMBL314437,CCC1(c2cccc(O)c2)CCCCN(C)C1,-4.329779942897814,0.2710283964483226,c1ccc(C2CCCCNC2)cc1
OXYMETAZOLINE HYDROCHLORIDE,CHEMBL1200791,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,-4.329138355038782,0.27591229663718814,c1ccc(CC2=NCCN2)cc1
ANASTROZOLE,CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,-4.324706993904574,0.215312616872275,c1ccc(Cn2cncn2)cc1
MASOPROCOL,CHEMBL313972,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,-4.324392645919085,0.2063000483876224,c1ccc(CCCCc2ccccc2)cc1
ROPINIROLE HYDROCHLORIDE,CHEMBL1200411,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,-4.321844582292086,0.30752281022124084,O=C1Cc2ccccc2N1
DIENESTROL,CHEMBL1018,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,-4.320901390058878,0.2723158286936434,C=C(C(=C)c1ccccc1)c1ccccc1
