name,best_affinity,z_score,hit_level,family,round,source,exhaustiveness,scaffold,smiles
BROXYQUINOLINE,-5.282,0.17079979523604233,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2ncccc2c1,Oc1c(Br)cc(Br)c2cccnc12
MERCAPTOPURINE ANHYDROUS,-5.252,0.1923035476452532,NonHit,Other,R4,chembl_ml_screen,16,c1ncc2[nH]cnc2n1,Sc1ncnc2nc[nH]c12
ISOSORBIDE,-5.239,0.20162184035591108,NonHit,Other,R4,chembl_ml_screen,16,C1C[C@H]2OCC[C@H]2O1,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
DESVENLAFAXINE,-5.237,0.2030554238498583,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CC2CCCCC2)cc1,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
CHLORMEZANONE,-5.227,0.21022334131959505,NonHit,Other,R4,chembl_ml_screen,16,O=C1CCS(=O)(=O)C(c2ccccc2)N1,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
TERTATOLOL,-5.212,0.2209752175242008,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2c(c1)CCCS2,CC(C)(C)NCC(O)COc1cccc2c1SCCC2
ESLICARBAZEPINE,-5.201,0.2288599267409115,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2c(c1)CCc1ccccc1N2,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21
LORCASERIN,-5.201,0.2288599267409115,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2c(c1)CCNCC2,C[C@H]1CNCCc2ccc(Cl)cc21
BETAHISTINE,-5.196,0.23244388547577985,NonHit,Other,R4,chembl_ml_screen,16,c1ccncc1,CNCCc1ccccn1
CARBIMAZOLE,-5.193,0.234594260716701,NonHit,Other,R4,chembl_ml_screen,16,S=c1[nH]cc[nH]1,CCOC(=O)n1ccn(C)c1=S
DYCLONINE,-5.184,0.24104538643946383,NonHit,Other,R4,chembl_ml_screen,16,O=C(CCN1CCCCC1)c1ccccc1,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
NIACIN,-5.181,0.24319576168038498,NonHit,Other,R4,chembl_ml_screen,16,c1ccncc1,O=C(O)c1cccnc1
PIRPROFEN,-5.176,0.24677972041525334,NonHit,Profens,R4,chembl_ml_screen,16,C1=CCN(c2ccccc2)C1,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
Nicotinic_Acid,-5.174,-0.2725927874136716,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,c1ccncc1,C1=CC=CN=C1C(=O)O
PHENINDIONE,-5.159,0.2589651801138063,NonHit,Other,R4,chembl_ml_screen,16,O=C1c2ccccc2C(=O)C1c1ccccc1,O=C1c2ccccc2C(=O)C1c1ccccc1
Enalaprilat,-5.116,-0.2584016606151462,NonHit,Other,R1-R3,hand_picked,8,c1ccc2c(c1)CCNC2,CC(C(=O)O)NC(C)C(=O)N1CC2=CC=CC=C2CC1C(=O)O
ARTICAINE,-5.109,0.2948047674624907,NonHit,Other,R4,chembl_ml_screen,16,c1ccsc1,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
Furosemide,-5.097,-0.25375284321562946,NonHit,Other,R1-R3,hand_picked,8,c1ccccc1,C1=CC(=C(C=C1C(=O)O)S(=O)(=O)N)Cl
FURAZOLIDONE,-5.091,0.30770701890801694,NonHit,Other,R4,chembl_ml_screen,16,O=C1OCCN1/N=C/c1ccco1,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
MYCOPHENOLIC ACID,-5.087,0.310574185895912,NonHit,Carboxylic_acid,R4,chembl_ml_screen,16,O=C1OCc2ccccc21,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
BUFLOMEDIL,-5.087,0.310574185895912,NonHit,Other,R4,chembl_ml_screen,16,O=C(CCCN1CCCC1)c1ccccc1,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
RANITIDINE,-5.074,0.31989247860656994,NonHit,Other,R4,chembl_ml_screen,16,c1ccoc1,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
CHLOPHEDIANOL,-5.061,0.3292107713172278,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccc2)cc1,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
AMINOCAPROIC ACID,-5.059,0.33064435481117505,NonHit,Amino_acid,R4,chembl_ml_screen,16,,NCCCCCC(=O)O
PENTOXIFYLLINE,-5.056,0.3327947300520962,NonHit,Other,R4,chembl_ml_screen,16,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
ALBENDAZOLE,-5.049,0.3378122722809118,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2[nH]cnc2c1,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
ERDOSTEINE,-5.044,0.3413962310157808,NonHit,Other,R4,chembl_ml_screen,16,O=C1CCCS1,O=C(O)CSCC(=O)NC1CCSC1=O
CLIOQUINOL,-5.032,0.34999773197946477,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2ncccc2c1,Oc1c(I)cc(Cl)c2cccnc12
LEVOBETAXOLOL,-5.03,0.351431315473412,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCOCC2CC2)cc1,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1
TOLMETIN,-5.03,0.351431315473412,NonHit,Other,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1ccc[nH]1,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
PITOLISANT,-5.028,0.35286489896735984,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCCOCCCN2CCCCC2)cc1,Clc1ccc(CCCOCCCN2CCCCC2)cc1
NITROFURANTOIN,-5.019,0.35931602469012264,NonHit,Other,R4,chembl_ml_screen,16,O=C1CN(/N=C/c2ccco2)C(=O)N1,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
ACETAZOLAMIDE,-5.002,0.37150148438867564,NonHit,Other,R4,chembl_ml_screen,16,c1nncs1,CC(=O)Nc1nnc(S(N)(=O)=O)s1
PYRAZINAMIDE,-5.002,0.37150148438867564,NonHit,Other,R4,chembl_ml_screen,16,c1cnccn1,NC(=O)c1cnccn1
FORMOTEROL,-4.997,0.375085443123544,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCNCCc2ccccc2)cc1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
Acetazolamide,-4.992,-0.22806201021829922,NonHit,Other,R1-R3,hand_picked,8,c1nncs1,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
NEFOPAM,-4.975,0.39085486155696536,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(C2OCCNCc3ccccc32)cc1,CN1CCOC(c2ccccc2)c2ccccc2C1
METHENAMINE,-4.971,0.3937220285448598,NonHit,Other,R4,chembl_ml_screen,16,C1N2CN3CN1CN(C2)C3,C1N2CN3CN1CN(C2)C3
Gabapentin_enacarbil,-4.965,-0.2214557960189857,NonHit,Other,R1-R3,hand_picked,8,C1CCCCC1,CC(C)(C(=O)O)OC(=O)NCC1(CCCCC1)CC(=O)O
METHADONE,-4.958,0.4030403212555177,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccc2)cc1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
ORPHENADRINE,-4.956,0.40447390474946493,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccc2)cc1,Cc1ccccc1C(OCCN(C)C)c1ccccc1
DOXYLAMINE,-4.916,0.4331455746284125,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccn2)cc1,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
PRAMOXINE,-4.915,0.43386236637538644,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(OCCCN2CCOCC2)cc1,CCCCOc1ccc(OCCCN2CCOCC2)cc1
METHAPYRILENE,-4.908,0.43887990860420206,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(NCc2cccs2)nc1,CN(C)CCN(Cc1cccs1)c1ccccn1
BRIMONIDINE,-4.908,0.43887990860420206,NonHit,Other,R4,chembl_ml_screen,16,c1cnc2cc(NC3=NCCN3)ccc2n1,Brc1c(NC2=NCCN2)ccc2nccnc12
FEXINIDAZOLE,-4.897,0.44676461782091276,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(OCc2ncc[nH]2)cc1,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1
EMTRICITABINE,-4.856,0.47615307944683427,NonHit,Other,R4,chembl_ml_screen,16,O=c1ncccn1[C@@H]1CSCO1,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
ANISINDIONE,-4.841,0.4869049556514394,NonHit,Other,R4,chembl_ml_screen,16,O=C1c2ccccc2C(=O)C1c1ccccc1,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
GUANETHIDINE,-4.839,0.4883385391453866,NonHit,Other,R4,chembl_ml_screen,16,C1CCCNCCC1,N=C(N)NCCN1CCCCCCC1
SOTALOL,-4.838,0.48905533089236053,NonHit,Other,R4,chembl_ml_screen,16,c1ccccc1,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
CLOMETHIAZOLE,-4.806,0.5119926667955187,NonHit,Other,R4,chembl_ml_screen,16,c1cscn1,Cc1ncsc1CCCl
FLUINDIONE,-4.78,0.5306292522168344,NonHit,Other,R4,chembl_ml_screen,16,O=C1c2ccccc2C(=O)C1c1ccccc1,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1
BROMFENAC,-4.779,0.5313460439638084,NonHit,Other,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1ccccc1,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
SUMATRIPTAN,-4.765,0.5413811284214401,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2[nH]ccc2c1,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
ENOXIMONE,-4.739,0.560017713842756,NonHit,Other,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1c[nH]c(=O)[nH]1,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1
Succinic_Acid,-4.726,-0.16297856662506283,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,,C(CC(=O)O)C(=O)O
NIALAMIDE,-4.722,0.5722031735413083,NonHit,Other,R4,chembl_ml_screen,16,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
APRACLONIDINE,-4.71,0.580804674504993,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(N=C2NCCN2)cc1,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1
PYRITHIONE,-4.706,0.5836718414928874,NonHit,Other,R4,chembl_ml_screen,16,c1cc[nH+]cc1,[O-][n+]1ccccc1S
ARFORMOTEROL,-4.702,0.5865390084807824,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCNCCc2ccccc2)cc1,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
PIPOBROMAN,-4.68,0.6023084269142038,NonHit,Other,R4,chembl_ml_screen,16,C1CNCCN1,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
NATEGLINIDE,-4.661,0.615927470106704,NonHit,Other,R4,chembl_ml_screen,16,O=C(NCCc1ccccc1)C1CCCCC1,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
FENCLOZIC ACID,-4.645,0.6273961380582831,NonHit,Carboxylic_acid,R4,chembl_ml_screen,16,c1ccc(-c2nccs2)cc1,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1
FOSFOMYCIN,-4.631,0.6374312225159142,NonHit,Other,R4,chembl_ml_screen,16,C1CO1,C[C@@H]1O[C@@H]1P(=O)(O)O
FLURBIPROFEN,-4.621,0.644599139985651,NonHit,Profens,R4,chembl_ml_screen,16,c1ccc(-c2ccccc2)cc1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
Flurbiprofen,-4.591,-0.12994749562849556,NonHit,Profens,R1-R3,hand_picked,8,c1ccc(-c2ccccc2)cc1,CC1=CC(=CC=C1)C2=CC=C(C=C2)C(C)C(=O)O
FLOSEQUINAN,-4.561,0.6876066448040727,NonHit,Other,R4,chembl_ml_screen,16,O=c1cc[nH]c2ccccc12,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21
LOXOPROFEN,-4.555,0.691907395285915,NonHit,Profens,R4,chembl_ml_screen,16,O=C1CCCC1Cc1ccccc1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
NIZATIDINE,-4.548,0.6969249375147306,NonHit,Other,R4,chembl_ml_screen,16,c1cscn1,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
XANTHINOL,-4.546,0.6983585210086778,NonHit,Other,R4,chembl_ml_screen,16,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
METAMIZOLE,-4.492,0.7370652753452572,NonHit,Other,R4,chembl_ml_screen,16,O=c1cc[nH]n1-c1ccccc1,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C
TIZANIDINE,-4.471,0.7521179020317047,NonHit,Other,R4,chembl_ml_screen,16,c1cc(NC2=NCCN2)c2nsnc2c1,Clc1ccc2nsnc2c1NC1=NCCN1
TRICLOSAN,-4.47,0.7528346937786786,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Oc2ccccc2)cc1,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
CYCLIZINE,-4.445,0.7707544874530204,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
PHENAZOPYRIDINE,-4.445,0.7707544874530204,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(/N=N/c2cccnc2)cc1,Nc1ccc(/N=N/c2ccccc2)c(N)n1
DEXCHLORPHENIRAMINE,-4.438,0.7757720296818367,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccn2)cc1,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1
PENTOLINIUM,-4.399,0.8037269078138104,NonHit,Other,R4,chembl_ml_screen,16,C(CC[NH+]1CCCC1)CC[NH+]1CCCC1,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
DANTHRON,-4.389,0.8108948252835472,NonHit,Other,R4,chembl_ml_screen,16,O=C1c2ccccc2C(=O)c2ccccc21,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
TRIMETAZIDINE,-4.378,0.8187795345002579,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CN2CCNCC2)cc1,COc1ccc(CN2CCNCC2)c(OC)c1OC
NIFURTIMOX,-4.372,0.8230802849821002,NonHit,Other,R4,chembl_ml_screen,16,O=S1(=O)CCN(/N=C/c2ccco2)CC1,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1
NORTRIPTYLINE,-4.351,0.8381329116685475,NonHit,Other,R4,chembl_ml_screen,16,C=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21
TAUROLIDINE,-4.35,0.8388497034155215,NonHit,Other,R4,chembl_ml_screen,16,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
ESFLURBIPROFEN,-4.336,0.8488847878731527,NonHit,Profens,R4,chembl_ml_screen,16,c1ccc(-c2ccccc2)cc1,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1
HALOTHANE,-4.32,0.8603534558247318,NonHit,Other,R4,chembl_ml_screen,16,,FC(F)(F)C(Cl)Br
EMEPRONIUM,-4.303,0.8725389155232847,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccc2)cc1,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1
ZOMEPIRAC,-4.281,0.888308333956706,NonHit,Other,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1ccc[nH]1,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1
Phenylbutazone,-4.274,-0.05238564743655591,NonHit,Other,R1-R3,hand_picked,8,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
Sertraline,-4.248,-0.04602410783721706,NonHit,Other,R1-R3,hand_picked,8,c1ccc(C2CCCc3ccccc32)cc1,CNC(C1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl)C
CHLORPHENIRAMINE,-4.219,0.9327494222690744,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccn2)cc1,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
TRIDIHEXETHYL,-4.2,0.9463684654615746,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CC2CCCCC2)cc1,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
DEXBROMPHENIRAMINE,-4.186,0.9564035499192064,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccn2)cc1,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
AMINOPYRINE,-4.171,0.9671554261238116,NonHit,Other,R4,chembl_ml_screen,16,O=c1cc[nH]n1-c1ccccc1,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
LEVAMISOLE,-4.157,0.9771905105814434,NonHit,Other,R4,chembl_ml_screen,16,c1ccc([C@H]2CN3CCSC3=N2)cc1,c1ccc([C@H]2CN3CCSC3=N2)cc1
DIETHYLCARBAMAZINE,-4.124,1.0008446382315754,NonHit,Other,R4,chembl_ml_screen,16,C1CNCCN1,CCN(CC)C(=O)N1CCN(C)CC1
DIFEMERINE,-4.108,1.0123133061831544,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccc2)cc1,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1
CARBINOXAMINE,-4.096,1.0209148071468384,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccn2)cc1,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
Thiamine,-4.02,0.009761700956985711,NonHit,Other,R1-R3,hand_picked,8,c1ncc(C[n+]2ccsc2)cn1,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
2-MERCAPTOETHANESULFONIC ACID,-4.001,1.0890100231093387,NonHit,Carboxylic_acid,R4,chembl_ml_screen,16,,O=S(=O)(O)CCS
CYSTEINE,-3.99,1.0968947323260494,NonHit,Other,R4,chembl_ml_screen,16,,N[C@@H](CS)C(=O)O
MAVACAMTEN,-3.942,1.1313007361807865,NonHit,Other,R4,chembl_ml_screen,16,O=c1cc(NCc2ccccc2)[nH]c(=O)[nH]1,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O
DAPSONE,-3.906,1.1571052390718395,NonHit,Other,R4,chembl_ml_screen,16,O=S(=O)(c1ccccc1)c1ccccc1,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
OXYMETAZOLINE,-3.901,1.160689197806708,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CC2=NCCN2)cc1,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
ABAMETAPIR,-3.875,1.179325783228024,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(-c2ccccn2)nc1,Cc1ccc(-c2ccc(C)cn2)nc1
APOMORPHINE,-3.873,1.1807593667219711,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2c(c1)C[C@H]1NCCc3cccc-2c31,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
PROPYPHENAZONE,-3.848,1.1986791603963136,NonHit,Other,R4,chembl_ml_screen,16,O=c1cc[nH]n1-c1ccccc1,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
XYLOMETAZOLINE,-3.815,1.2223332880464453,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CC2=NCCN2)cc1,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
MAZINDOL,-3.767,1.2567392919011824,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(C2c3ccccc3C3=NCCN32)cc1,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
TOLRESTAT,-3.697,1.3069147141893407,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2ccccc2c1,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F
BITHIONOL,-3.691,1.3112154646711829,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Sc2ccccc2)cc1,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
TOLAZAMIDE,-3.499,1.4488394800901312,NonHit,Other,R4,chembl_ml_screen,16,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
PYRANTEL,-3.467,1.4717768159932894,NonHit,Other,R4,chembl_ml_screen,16,C(=C\c1cccs1)/C1=NCCCN1,CN1CCCN=C1/C=C/c1cccs1
OXAMNIQUINE,-3.463,1.474643982981184,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2c(c1)CCCN2,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1
DIAMTHAZOLE,-3.394,1.5241026135223685,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2scnc2c1,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1
EXIFONE,-3.354,1.5527742834013163,NonHit,Other,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1ccccc1,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O
Omeprazole,-3.187,0.21357564273580484,NonHit,Other,R1-R3,hand_picked,8,c1ccc(CSc2ccccn2)nc1,CC1=CN=C(C(=C1OC)C)CSC2=NC=C(C(=C2C)OC)C
METABROMSALAN,-3.078,1.7506088055660547,NonHit,Other,R4,chembl_ml_screen,16,O=C(Nc1ccccc1)c1ccccc1,O=C(Nc1ccccc1)c1cc(Br)cc(Br)c1O
LEVOBUPIVACAINE,-3.047,1.772829349722239,NonHit,Other,R4,chembl_ml_screen,16,O=C(Nc1ccccc1)[C@@H]1CCCCN1,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
BUPIVACAINE,-2.952,1.8409245656847395,NonHit,Other,R4,chembl_ml_screen,16,O=C(Nc1ccccc1)C1CCCCN1,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
ZIMELDINE,-2.951,1.8416413574317132,NonHit,Other,R4,chembl_ml_screen,16,C=C(c1ccccc1)c1cccnc1,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1
FENOLDOPAM,-2.932,1.8552604006242135,NonHit,Amino_acid,R4,chembl_ml_screen,16,c1ccc(C2CNCCc3ccccc32)cc1,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1
BROMPHENIRAMINE,-2.884,1.8896664044789506,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccn2)cc1,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
Piroxicam,-2.789,0.3109561335256848,NonHit,Other,R1-R3,hand_picked,8,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
SULFUR,-2.692,2.027290419897899,NonHit,Other,R4,chembl_ml_screen,16,S1SSSSSSS1,S1SSSSSSS1
CANNABIDIOL,-2.639,2.065280382487505,NonHit,Other,R4,chembl_ml_screen,16,C1=C[C@@H](c2ccccc2)CCC1,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
Warfarin,-2.575,0.36331649792024334,NonHit,Other,R1-R3,hand_picked,8,O=c1oc2ccccc2cc1Cc1ccccc1,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
MEPIVACAINE,-2.572,2.1133054295347415,NonHit,Other,R4,chembl_ml_screen,16,O=C(Nc1ccccc1)C1CCCCN1,Cc1cccc(C)c1NC(=O)C1CCCCN1C
ROPIVACAINE,-2.459,2.1943028969427685,NonHit,Other,R4,chembl_ml_screen,16,O=C(Nc1ccccc1)[C@@H]1CCCCN1,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
ANASTROZOLE,-2.091,2.4580822598290863,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cn2cncn2)cc1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
TERBINAFINE,-1.863,2.6215107781390876,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2ccccc2c1,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
TAPINAROF,-1.511,2.8738214730738263,NonHit,Other,R4,chembl_ml_screen,16,C(=C\c1ccccc1)/c1ccccc1,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O
Bezafibrate,-1.266,0.6835955492869593,NonHit,Other,R1-R3,hand_picked,8,O=C(NCCc1ccccc1)c1ccccc1,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
Indomethacin,-1.12,0.7193180408832469,NonHit,Other,R1-R3,hand_picked,8,O=C(c1ccccc1)n1ccc2ccccc21,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=C(C=C2)OC)CC(=O)O
VADADUSTAT,-0.944,3.280242393607909,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(-c2cccnc2)cc1,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O
NORFLOXACIN,-0.353,3.7038663160693597,NonHit,Other,R4,chembl_ml_screen,16,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
LIOTHYRONINE,-0.148,3.850808624198966,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Oc2ccccc2)cc1,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
OLSALAZINE,-0.085,3.895966504258308,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(/N=N/c2ccccc2)cc1,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
Riboflavin,-0.01013,0.9908750391570261,NonHit,Other,R1-R3,hand_picked,8,O=C1N=C(N2CCCC2)C(=Nc2ccccc2)C(=O)N1,CC1=C(C=C(C(=C1)C)N=C2C(=O)NC(=O)N=C2N3CC(C(C3O)O)O)O
"3,3',4',5-TETRACHLOROSALICYLANILIDE",0.0,3.956893802751072,NonHit,Other,R4,chembl_ml_screen,16,O=C(Nc1ccccc1)c1ccccc1,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O
EPALRESTAT,0.0,3.956893802751072,NonHit,Other,R4,chembl_ml_screen,16,O=C1NC(=S)S/C1=C\C=C\c1ccccc1,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1
HYDROXYSTILBAMIDINE,0.0,3.956893802751072,NonHit,Other,R4,chembl_ml_screen,16,C(=C\c1ccccc1)/c1ccccc1,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1
