name,best_affinity,z_score,hit_level,family,round,source,exhaustiveness,scaffold,smiles
MOXONIDINE,-6.227,-0.5065684056540948,L5_Weak,Other,R4,chembl_ml_screen,16,c1ncc(NC2=NCCN2)cn1,COc1nc(C)nc(Cl)c1NC1=NCCN1
HEXYLCAINE,-6.226,-0.5058516139071209,L5_Weak,Other,R4,chembl_ml_screen,16,O=C(OCCNC1CCCCC1)c1ccccc1,CC(CNC1CCCCC1)OC(=O)c1ccccc1
ACIPIMOX,-6.223,-0.5037012386661996,L5_Weak,Other,R4,chembl_ml_screen,16,c1c[nH+]ccn1,Cc1cnc(C(=O)O)c[n+]1[O-]
QUINETHAZONE,-6.222,-0.5029844469192264,L5_Weak,Other,R4,chembl_ml_screen,16,O=C1NCNc2ccccc21,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
PIRFENIDONE,-6.217,-0.49940048818435734,L5_Weak,Other,R4,chembl_ml_screen,16,O=c1ccccn1-c1ccccc1,Cc1ccc(=O)n(-c2ccccc2)c1
EDARAVONE,-6.209,-0.49366615420856785,L5_Weak,Other,R4,chembl_ml_screen,16,O=C1CC=NN1c1ccccc1,CC1=NN(c2ccccc2)C(=O)C1
Fenbufen,-6.207,-0.5253416491874052,L5_Weak,Other,R1-R3,hand_picked,8,O=C(CCc1ccccc1)c1ccccc1,C1=CC=C(C=C1)C(=O)CCC2=CC=C(C=C2)CC(=O)O
STAVUDINE,-6.198,-0.48578144499185777,L5_Weak,Other,R4,chembl_ml_screen,16,O=c1ccn([C@H]2C=CCO2)c(=O)[nH]1,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
ETHOSUXIMIDE,-6.196,-0.4843478614979099,L5_Weak,Other,R4,chembl_ml_screen,16,O=C1CCC(=O)N1,CCC1(C)CC(=O)NC1=O
Hydrochlorothiazide,-6.178,-0.5182460857881427,L5_Weak,Other,R1-R3,hand_picked,8,O=S1(=O)NCNc2ccccc21,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
HYDROCHLOROTHIAZIDE,-6.152,-0.45280902463106787,L5_Weak,Other,R4,chembl_ml_screen,16,O=S1(=O)NCNc2ccccc21,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
OXYBENZONE,-6.144,-0.44707469065527833,L5_Weak,Other,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1ccccc1,COc1ccc(C(=O)c2ccccc2)c(O)c1
MEPERIDINE,-6.141,-0.44492431541435723,L5_Weak,Other,R4,chembl_ml_screen,16,c1ccc(C2CCNCC2)cc1,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
Fluoxetine,-6.133,-0.5072357287892869,L5_Weak,Other,R1-R3,hand_picked,8,c1ccc(COc2ccccc2)cc1,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
LEVOMILNACIPRAN,-6.131,-0.43775639794462046,L5_Weak,Other,R4,chembl_ml_screen,16,c1ccc(C2CC2)cc1,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
Tolfenamic_Acid,-6.127,-0.5057676811894394,L5_Weak,Fenamate,R1-R3,hand_picked,8,c1ccc(Nc2ccccc2)cc1,CC1=CC=CC(=C1NC2=CC=CC=C2C(=O)O)Cl
TOLAZOLINE,-6.127,-0.4348892309567254,L5_Weak,Other,R4,chembl_ml_screen,16,c1ccc(CC2=NCCN2)cc1,c1ccc(CC2=NCCN2)cc1
Phenylacetic_Acid,-6.116,-0.503076260589719,L5_Weak,Carboxylic_acid,R1-R3,hand_picked,8,c1ccccc1,C1=CC=CC=C1CC(=O)O
Tranexamic_Acid,-6.113,-0.5023422367897955,L5_Weak,Carboxylic_acid,R1-R3,hand_picked,8,C1CCCCC1,C1CC(CCC1CN)C(=O)O
TRANEXAMIC ACID,-6.112,-0.4241373547521203,L5_Weak,Carboxylic_acid,R4,chembl_ml_screen,16,C1CCCCC1,NC[C@H]1CC[C@H](C(=O)O)CC1
VILOXAZINE,-6.112,-0.4241373547521203,L5_Weak,Other,R4,chembl_ml_screen,16,c1ccc(OCC2CNCCO2)cc1,CCOc1ccccc1OCC1CNCCO1
SULFALENE,-6.106,-0.41983660427027797,L5_Weak,Other,R4,chembl_ml_screen,16,O=S(=O)(Nc1cnccn1)c1ccccc1,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
ETHOXZOLAMIDE,-6.099,-0.41481906204146235,L5_Weak,Other,R4,chembl_ml_screen,16,c1ccc2scnc2c1,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
NEPAFENAC,-6.09,-0.4083679363186989,L5_Weak,Other,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1ccccc1,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N
Nabumetone,-6.079,-0.4940233003906599,L5_Weak,Other,R1-R3,hand_picked,8,c1ccc2ccccc2c1,COC1=CC2=C(C=C1)C=C(C=C2)CCC(=O)C
TELBIVUDINE,-6.077,-0.399049643608041,L5_Weak,Other,R4,chembl_ml_screen,16,O=c1ccn([C@@H]2CCCO2)c(=O)[nH]1,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
PRONETALOL,-6.077,-0.399049643608041,L5_Weak,Other,R4,chembl_ml_screen,16,c1ccc2ccccc2c1,CC(C)NCC(O)c1ccc2ccccc2c1
URACIL MUSTARD,-6.054,-0.38256343342764637,L5_Weak,Other,R4,chembl_ml_screen,16,c1cncnc1,Oc1ncc(N(CCCl)CCCl)c(O)n1
SULFATHIAZOLE,-6.053,-0.38184664168067245,L5_Weak,Other,R4,chembl_ml_screen,16,O=S(=O)(Nc1nccs1)c1ccccc1,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
PHENDIMETRAZINE,-6.053,-0.38184664168067245,L5_Weak,Other,R4,chembl_ml_screen,16,c1ccc([C@H]2CNCCO2)cc1,C[C@H]1[C@H](c2ccccc2)OCCN1C
DOBUTAMINE,-6.043,-0.3746787242109357,L5_Weak,Other,R4,chembl_ml_screen,16,c1ccc(CCCNCCc2ccccc2)cc1,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
INAMRINONE,-6.033,-0.36751080674119896,L5_Weak,Other,R4,chembl_ml_screen,16,O=c1ccc(-c2ccncc2)c[nH]1,Nc1cc(-c2ccncc2)c[nH]c1=O
THIOGUANINE,-6.026,-0.36249326451238273,L5_Weak,Other,R4,chembl_ml_screen,16,S=c1[nH]cnc2[nH]cnc12,Nc1nc2[nH]cnc2c(=S)[nH]1
PROPYLTHIOURACIL,-6.022,-0.35962609752448826,L5_Weak,Other,R4,chembl_ml_screen,16,O=c1cc[nH]c(=S)[nH]1,CCCc1cc(=O)[nH]c(=S)[nH]1
Probenecid,-6.003,-0.47542803079259244,L5_Weak,Other,R1-R3,hand_picked,8,c1ccccc1,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
PROPYLHEXEDRINE,-6.0,-0.34385667909106693,NonHit,Other,R4,chembl_ml_screen,16,C1CCCCC1,CNC(C)CC1CCCCC1
NALIDIXIC ACID,-5.997,-0.3417063038501458,NonHit,Carboxylic_acid,R4,chembl_ml_screen,16,O=c1cc[nH]c2ncccc12,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
HEPTABARBITAL,-5.997,-0.3417063038501458,NonHit,Other,R4,chembl_ml_screen,16,O=C1NC(=O)C(C2=CCCCCC2)C(=O)N1,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O
CHLORNAPHAZINE,-5.981,-0.33023763589856675,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2ccccc2c1,ClCCN(CCCl)c1ccc2ccccc2c1
PRALIDOXIME,-5.969,-0.32163613493488274,NonHit,Other,R4,chembl_ml_screen,16,c1cc[nH+]cc1,C[n+]1ccccc1C=NO
FLOXURIDINE,-5.964,-0.3180521762000144,NonHit,Other,R4,chembl_ml_screen,16,O=c1ccn([C@H]2CCCO2)c(=O)[nH]1,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
FAVIPIRAVIR,-5.962,-0.3166185927060665,NonHit,Other,R4,chembl_ml_screen,16,c1cnccn1,NC(=O)c1nc(F)cnc1O
PROTRIPTYLINE,-5.954,-0.31088425873027703,NonHit,Other,R4,chembl_ml_screen,16,C1=Cc2ccccc2Cc2ccccc21,CNCCCC1c2ccccc2C=Cc2ccccc21
Suberic_Acid,-5.948,-0.46197092779399096,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,,C(CCCCC(=O)O)CC(=O)O
KETOROLAC,-5.941,-0.3015659660196191,NonHit,Other,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1ccc2n1CCC2,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
LEVETIRACETAM,-5.939,-0.30013238252567187,NonHit,Other,R4,chembl_ml_screen,16,O=C1CCCN1,CC[C@@H](C(N)=O)N1CCCC1=O
CHLOROXINE,-5.928,-0.29224767330896123,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2ncccc2c1,Oc1c(Cl)cc(Cl)c2cccnc12
Captopril,-5.924,-0.4560987373946012,NonHit,Other,R1-R3,hand_picked,8,C1CCNC1,CC(CS)C(=O)N1CCCC1C(=O)O
PHENOXYBENZAMINE,-5.919,-0.28579654758619777,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CNCCOc2ccccc2)cc1,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
THALIDOMIDE,-5.917,-0.28436296409225054,NonHit,Other,R4,chembl_ml_screen,16,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
CAPTOPRIL,-5.906,-0.2764782548755399,NonHit,Other,R4,chembl_ml_screen,16,C1CCNC1,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
IFOSFAMIDE,-5.892,-0.26644317041790866,NonHit,Other,R4,chembl_ml_screen,16,O=[PH]1NCCCO1,O=P1(NCCCl)OCCCN1CCCl
Acetaminophen,-5.889,-0.44753512639549115,NonHit,Other,R1-R3,hand_picked,8,c1ccccc1,CC(=O)NC1=CC=C(C=C1)O
PRIMAQUINE,-5.882,-0.2592752529481713,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2ncccc2c1,COc1cc(NC(C)CCCN)c2ncccc2c1
PYRIMETHAMINE,-5.865,-0.24708979324961897,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(-c2cncnc2)cc1,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
ETHIONAMIDE,-5.858,-0.24207225102080274,NonHit,Other,R4,chembl_ml_screen,16,c1ccncc1,CCc1cc(C(N)=S)ccn1
MEFENAMIC ACID,-5.856,-0.2406386675268555,NonHit,Fenamate,R4,chembl_ml_screen,16,c1ccc(Nc2ccccc2)cc1,Cc1cccc(Nc2ccccc2C(=O)O)c1C
Mefenamic_Acid,-5.855,-0.4392161899963557,NonHit,Fenamate,R1-R3,hand_picked,8,c1ccc(Nc2ccccc2)cc1,CC1=CC=CC(=C1NC2=CC=CC=C2C(=O)O)C
DACARBAZINE,-5.854,-0.2392050840329083,NonHit,Other,R4,chembl_ml_screen,16,c1c[nH]cn1,CN(C)/N=N/c1[nH]cnc1C(N)=O
SAFINAMIDE,-5.809,-0.2069494554190923,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(COc2ccccc2)cc1,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
Salicylic_Acid,-5.803,-0.4264931107976778,NonHit,Salicylate,R1-R3,hand_picked,8,c1ccccc1,C1=CC=CC(=C1C(=O)O)O
Lisinopril,-5.799,-0.4255144123977796,NonHit,Other,R1-R3,hand_picked,8,O=C(CCCc1ccccc1)N1CCCC1,CC(C(=O)O)NC(CCC1=CC=CC=C1)C(=O)N2CCCC2C(=O)O
ISONIAZID,-5.798,-0.19906474620238163,NonHit,Other,R4,chembl_ml_screen,16,c1ccncc1,NNC(=O)c1ccncc1
Isoniazid,-5.796,-0.4247803885978559,NonHit,Other,R1-R3,hand_picked,8,c1ccncc1,C1=CC=NC=C1C(=O)NN
HEXESTROL,-5.792,-0.19476399572053932,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCc2ccccc2)cc1,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1
MEDIFOXAMINE,-5.78,-0.18616249475685537,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(OCOc2ccccc2)cc1,CN(C)CC(Oc1ccccc1)Oc1ccccc1
LABETALOL,-5.778,-0.1847289112629075,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCCNCCc2ccccc2)cc1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
METRONIDAZOLE,-5.775,-0.18257853602198698,NonHit,Other,R4,chembl_ml_screen,16,c1c[nH]cn1,Cc1ncc([N+](=O)[O-])n1CCO
TICRYNAFEN,-5.775,-0.18257853602198698,NonHit,Other,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1cccs1,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
Metronidazole,-5.767,-0.4176848251985933,NonHit,Other,R1-R3,hand_picked,8,c1c[nH]cn1,CC1=NC=C(N1CCO)[N+](=O)[O-]
BENORILATE,-5.763,-0.1739770350583024,NonHit,Other,R4,chembl_ml_screen,16,O=C(Oc1ccccc1)c1ccccc1,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
PERFLUTREN,-5.757,-0.16967628457646008,NonHit,Other,R4,chembl_ml_screen,16,,FC(F)(F)C(F)(F)C(F)(F)F
Pimelic_Acid,-5.755,-0.4147487299988983,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,,C(CCCC(=O)O)CC(=O)O
CYCLOPHOSPHAMIDE ANHYDROUS,-5.748,-0.16322515885369726,NonHit,Other,R4,chembl_ml_screen,16,O=[PH]1NCCCO1,O=P1(N(CCCl)CCCl)NCCCO1
DIFLUNISAL,-5.724,-0.1460221569263287,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(-c2ccccc2)cc1,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
TILBROQUINOL,-5.719,-0.1424381981914603,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2ncccc2c1,Cc1cc(Br)c(O)c2ncccc12
FLUMEXADOL,-5.708,-0.13455348897474964,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(C2CNCCO2)cc1,FC(F)(F)c1cccc(C2CNCCO2)c1
FENOTEROL,-5.707,-0.13383669722777572,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCNCCc2ccccc2)cc1,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
MINOXIDIL,-5.704,-0.13168632198685457,NonHit,Other,R4,chembl_ml_screen,16,c1cc(N2CCCCC2)nc[nH+]1,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
METOPROLOL,-5.7,-0.12881915499896013,NonHit,Other,R4,chembl_ml_screen,16,c1ccccc1,COCCc1ccc(OCC(O)CNC(C)C)cc1
TRIFLURIDINE,-5.685,-0.11806727879435437,NonHit,Other,R4,chembl_ml_screen,16,O=c1ccn([C@H]2CCCO2)c(=O)[nH]1,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
CYCLOPENTOLATE,-5.685,-0.11806727879435437,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CC2CCCC2)cc1,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
OXCARBAZEPINE,-5.682,-0.11591690355343386,NonHit,Other,R4,chembl_ml_screen,16,O=C1Cc2ccccc2Nc2ccccc21,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
TRIPELENNAMINE,-5.676,-0.11161615307159155,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CNc2ccccn2)cc1,CN(C)CCN(Cc1ccccc1)c1ccccn1
CIMETIDINE,-5.676,-0.11161615307159155,NonHit,Other,R4,chembl_ml_screen,16,c1c[nH]cn1,CN/C(=N\CCSCc1nc[nH]c1C)NC#N
Benzoic_Acid,-5.665,-0.3927280160011868,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,c1ccccc1,C1=CC=CC=C1C(=O)O
LUMIRACOXIB,-5.659,-0.09943069337303857,NonHit,NSAID,R4,chembl_ml_screen,16,c1ccc(Nc2ccccc2)cc1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
PYRIDOSTIGMINE,-5.657,-0.09799710987909135,NonHit,Other,R4,chembl_ml_screen,16,c1cc[nH+]cc1,CN(C)C(=O)Oc1ccc[n+](C)c1
DILEVALOL,-5.648,-0.0915459841563279,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCCNCCc2ccccc2)cc1,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1
Valproic_Acid,-5.628,-0.3836750558021276,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,,CCCC(CCC)C(=O)O
CLONIDINE,-5.611,-0.06502468951830144,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(NC2=NCCN2)cc1,Clc1cccc(Cl)c1NC1=NCCN1
OZAGREL,-5.596,-0.054272813313696315,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cn2ccnc2)cc1,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1
ZIDOVUDINE,-5.589,-0.049255271084880724,NonHit,Other,R4,chembl_ml_screen,16,O=c1ccn([C@H]2CCCO2)c(=O)[nH]1,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
XANOMELINE,-5.587,-0.04782168759093287,NonHit,Other,R4,chembl_ml_screen,16,C1=C(c2cnsn2)CNCC1,CCCCCCOc1nsnc1C1=CCCN(C)C1
ACEFYLLINE,-5.574,-0.03850339488027497,NonHit,Other,R4,chembl_ml_screen,16,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O
PYRIDOXINE,-5.57,-0.03563622789238052,NonHit,Other,R4,chembl_ml_screen,16,c1ccncc1,Cc1ncc(CO)c(CO)c1O
LEVOBUNOLOL,-5.558,-0.02703472692869592,NonHit,Other,R4,chembl_ml_screen,16,O=C1CCCc2ccccc21,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
Adipic_Acid,-5.553,-0.3653244608040346,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,,C(CCC(=O)O)CC(=O)O
ASCORBIC ACID,-5.549,-0.020583601205933104,NonHit,Carboxylic_acid,R4,chembl_ml_screen,16,O=C1C=CCO1,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
MEPTAZINOL,-5.546,-0.018433225965011953,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(C2CCCCNC2)cc1,CCC1(c2cccc(O)c2)CCCCN(C)C1
MODAFINIL,-5.523,-0.0019470157846166764,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccc2)cc1,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
Ascorbic_Acid,-5.523,-0.35798422280479736,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,O=C1C=CCO1,C(C(C1C(=C(C(=O)O1)O)O)O)O
FLUTAMIDE,-5.504,0.011672027407883522,NonHit,Other,R4,chembl_ml_screen,16,c1ccccc1,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
PYRILAMINE,-5.481,0.02815823758827816,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CNc2ccccn2)cc1,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
Tiaprofenic_Acid,-5.48,-0.3474632150058909,NonHit,Profens,R1-R3,hand_picked,8,O=C(c1ccccc1)c1cccs1,CC(C1=CC=CC=C1C(=O)C2=CC=CS2)C(=O)O
TIAPROFENIC ACID,-5.48,0.028875029335251455,NonHit,Profens,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1cccs1,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
RITODRINE,-5.475,0.032458988070120466,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCNCCc2ccccc2)cc1,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
ISAXONINE,-5.475,0.032458988070120466,NonHit,Other,R4,chembl_ml_screen,16,c1cncnc1,CC(C)Nc1ncccn1
FLUOROURACIL,-5.465,0.03962690553985721,NonHit,Other,R4,chembl_ml_screen,16,O=c1cc[nH]c(=O)[nH]1,O=c1[nH]cc(F)c(=O)[nH]1
Pyridoxine,-5.459,-0.34232504840642464,NonHit,Other,R1-R3,hand_picked,8,c1ccncc1,CC1=NC=C(C(=C1O)CO)CO
MUZOLIMINE,-5.456,0.04607803126262003,NonHit,Other,R4,chembl_ml_screen,16,O=C1CC=NN1Cc1ccccc1,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O
ARIMOCLOMOL,-5.446,0.053245948732357405,NonHit,Other,R4,chembl_ml_screen,16,C(=N\OCCCN1CCCCC1)/c1ccc[nH+]c1,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1
VENLAFAXINE,-5.431,0.06399782493696253,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CC2CCCCC2)cc1,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
KETOPROFEN,-5.427,0.0668649919248576,NonHit,Profens,R4,chembl_ml_screen,16,O=C(c1ccccc1)c1ccccc1,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
DYPHYLLINE,-5.423,0.06973215891275204,NonHit,Other,R4,chembl_ml_screen,16,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
DIPHENHYDRAMINE,-5.421,0.07116574240669928,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccc2)cc1,CN(C)CCOC(c1ccccc1)c1ccccc1
Ketoprofen,-5.411,-0.33058066760764515,NonHit,Profens,R1-R3,hand_picked,8,O=C(c1ccccc1)c1ccccc1,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
"GLYCEROL, IODINATED",-5.408,0.08048403511735716,NonHit,Other,R4,chembl_ml_screen,16,C1COCO1,CC(I)C1OCC(CO)O1
ARMODAFINIL,-5.406,0.08191761861130502,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccc2)cc1,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1
PIRACETAM,-5.398,0.08765195258709454,NonHit,Other,R4,chembl_ml_screen,16,O=C1CCCN1,NC(=O)CN1CCCC1=O
BENZNIDAZOLE,-5.392,0.09195270306893621,NonHit,Other,R4,chembl_ml_screen,16,O=C(Cn1ccnc1)NCc1ccccc1,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
Lipoic_Acid,-5.391,-0.3256871756081538,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,C1CSSC1,C1CSSC1CCCCC(=O)O
Metformin,-5.387,-0.3247084772082554,NonHit,Other,R1-R3,hand_picked,8,,CN(C)C(=N)NC(=N)N
DEFERIPRONE,-5.378,0.10198778752656804,NonHit,Other,R4,chembl_ml_screen,16,O=c1cc[nH]cc1,Cc1c(O)c(=O)ccn1C
NAPROXEN,-5.378,0.10198778752656804,NonHit,Other,R4,chembl_ml_screen,16,c1ccc2ccccc2c1,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
NIACINAMIDE,-5.371,0.10700532975538363,NonHit,Other,R4,chembl_ml_screen,16,c1ccncc1,NC(=O)c1cccnc1
MITOTANE,-5.369,0.1084389132493315,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(Cc2ccccc2)cc1,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
ANTAZOLINE,-5.357,0.11704041421301546,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
Naproxen,-5.357,-0.31736823920901835,NonHit,Other,R1-R3,hand_picked,8,c1ccc2ccccc2c1,CC(C1=CC2=C(C=C1)C=CC(=C2)OC)C(=O)O
ALLOPURINOL,-5.355,0.11847399770696268,NonHit,Other,R4,chembl_ml_screen,16,c1ncc2cn[nH]c2n1,Oc1ncnc2[nH]ncc12
Allopurinol,-5.354,-0.31663421540909464,NonHit,Other,R1-R3,hand_picked,8,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,C1=NC2=C(N1)C(=O)NC(=O)N2
ALTRETAMINE,-5.35,0.12205795644183169,NonHit,Other,R4,chembl_ml_screen,16,c1ncncn1,CN(C)c1nc(N(C)C)nc(N(C)C)n1
TISOPURINE,-5.348,0.12349153993577891,NonHit,Other,R4,chembl_ml_screen,16,c1ncc2cn[nH]c2n1,Sc1ncnc2[nH]ncc12
Ciprofibrate,-5.346,-0.314676818609298,NonHit,Other,R1-R3,hand_picked,8,c1ccc(C2CC2)cc1,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2
Caffeine,-5.34,-0.31320877100945055,NonHit,Other,R1-R3,hand_picked,8,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
MILRINONE,-5.336,0.1320930408994629,NonHit,Other,R4,chembl_ml_screen,16,O=c1ccc(-c2ccncc2)c[nH]1,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
CAFFEINE,-5.329,0.13711058312827912,NonHit,Other,R4,chembl_ml_screen,16,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,Cn1c(=O)c2c(ncn2C)n(C)c1=O
METHAZOLAMIDE,-5.324,0.14069454186314748,NonHit,Other,R4,chembl_ml_screen,16,N=c1[nH]ncs1,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
BETAXOLOL,-5.32,0.1435617088510419,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(CCOCC2CC2)cc1,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
CIPROFIBRATE,-5.315,0.1471456675859103,NonHit,Other,R4,chembl_ml_screen,16,c1ccc(C2CC2)cc1,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
LAMIVUDINE,-5.313,0.14857925107985814,NonHit,Other,R4,chembl_ml_screen,16,O=c1ncccn1[C@@H]1CSCO1,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
Ibuprofen,-5.308,-0.3053791838102642,NonHit,Profens,R1-R3,hand_picked,8,c1ccccc1,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
Glutaric_Acid,-5.307,-0.3051345092102898,NonHit,Carboxylic_acid,R1-R3,hand_picked,8,,C(CC(=O)O)CC(=O)O
FLUCYTOSINE,-5.3,0.15789754379051604,NonHit,Other,R4,chembl_ml_screen,16,O=c1nccc[nH]1,Nc1nc(=O)[nH]cc1F
MIGALASTAT,-5.29,0.1650654612602528,NonHit,Other,R4,chembl_ml_screen,16,C1CCNCC1,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
FLUCICLOVINE F18,-5.285,0.16864941999512117,NonHit,Other,R4,chembl_ml_screen,16,C1CCC1,N[C@]1(C(=O)O)C[C@@H]([18F])C1
FLUCICLOVINE,-5.283,0.17008300348906838,NonHit,Other,R4,chembl_ml_screen,16,C1CCC1,N[C@]1(C(=O)O)C[C@@H](F)C1
