name,best_affinity,source
"(1S,5R)-1-[4-(trifluoromethyl)phenyl]-3-azabi",-7.16,pathc_v2
"5-ethyl-1-(methoxymethyl)-5-phenyl-1,3-diazin",-7.16,pathc_v2
PHENACETIN,-7.159,fda_leftover
"3-amino-N-(2,6-dioxopiperidin-3-yl)-2,2-dimethylpr",-7.158,glutarimide
"5-methyl-5-pentan-3-yl-1,3-diazinane-2,4,6-tr",-7.157,pathc_v2
"3-(2,3-dimethylbut-2-enylamino)piperidine-2,6-dion",-7.156,glutarimide
"6-amino-7-[(1E)-2-fluorobuta-1,3-dienyl]-8,9-dihyd",-7.155,glutarimide
AMINOSALICYLIC ACID,-7.154,fda_leftover
"3-(2-fluoro-5-propan-2-ylphenyl)piperidine-2,6-dio",-7.151,glutarimide
"2-(2,5-dioxopyrrolidin-3-yl)isoindole-1,3-dione",-7.151,glutarimide
Diclofenac,-7.15,screening_master_results.csv
"3,3-dimethyl-2-phenylbutanamide",-7.147,pathc_v2
"N-(2,6-dioxopiperidin-3-yl)-3-(2,5-dioxopyrrolidin",-7.147,glutarimide
"5-butan-2-yl-5-(1,1,2,2,2-pentadeuterioethyl)",-7.145,pathc_v2
ZOLMITRIPTAN,-7.145,fda_leftover
3-(7-ethylselanyl-3-oxo-1H-isoindol-2-yl)piperidin,-7.144,glutarimide
"1-methyl-5-[(Z)-pent-2-en-3-yl]-5-propyl-1,3-",-7.142,pathc_v2
"3-benzyl-2-chloro-4,4,4-trifluorobutanamide",-7.14,glutarimide
"3-amino-N-(2,6-dioxopiperidin-3-yl)-2-methylpropan",-7.14,glutarimide
"5-ethyl-5-[(E)-hept-3-en-4-yl]-1,3-diazinane-",-7.138,pathc_v2
"2-(2-sulfanylethyl)isoindole-1,3-dione",-7.137,glutarimide
"5-ethyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.137,pathc_v2
3-[3-(trifluoromethyl)phenyl]piperidin-2-one,-7.136,glutarimide
2-oxo-2-phenylacetamide,-7.136,glutarimide
"3-(3-tert-butyl-5-oxo-2H-pyrrol-1-yl)piperidine-2,",-7.135,glutarimide
"5-ethyl-1-methyl-5-pent-2-en-2-yl-1,3-diazina",-7.134,pathc_v2
"3-(2,3-difluoro-4-methylphenyl)piperidine-2,6-dion",-7.133,glutarimide
"3-amino-N-(2,6-dioxopiperidin-3-yl)butanamide",-7.133,glutarimide
"5-ethyl-5-[(Z)-pent-2-en-3-yl]-1,3-diazinane-",-7.131,pathc_v2
2-amino-1-phenylbutan-1-one,-7.131,glutarimide
PROBENECID,-7.13,fda_leftover
PEMOLINE,-7.13,docking_batch_results.csv
"5-(2-cyclopentylethyl)-5-(2-phenylethyl)-1,3-",-7.126,pathc_v2
"5-(3-methylbut-2-enyl)-5-propyl-1,3-diazinane",-7.125,pathc_v2
"3-(4-ethyl-2-fluorophenyl)piperidine-2,6-dione",-7.124,glutarimide
1-(2-fluorophenyl)cyclohexane-1-carboxamide,-7.123,glutarimide
"5-[(E)-hept-3-en-4-yl]-5-prop-2-enyl-1,3-diaz",-7.121,pathc_v2
"(3R,4S)-3-chloro-4-phenylpyrrolidine-2,5-dione",-7.121,glutarimide
"N-(2,6-dioxopiperidin-3-yl)-2-methyl-3-(methylamin",-7.12,glutarimide
"2-amino-3-bromo-6-fluoronaphthalene-1,4-dione",-7.12,glutarimide
"6-(1,3-dioxoisoindol-2-yl)hexanoic acid",-7.117,glutarimide
"2-(1,3-dioxoisoindol-2-yl)hexanoic acid",-7.117,glutarimide
"5-butyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.116,pathc_v2
"3-[(4-fluorophenyl)methyl]pyrrolidine-2,5-dione",-7.115,glutarimide
"5-(2-cyclohexylideneethyl)-5-phenyl-1,3-diazi",-7.114,pathc_v2
"5-ethyl-5-(2-methoxyethyl)-1,3-diazinane-2,4,",-7.114,pathc_v2
AMILORIDE,-7.114,fda_leftover
3-(2-fluorophenyl)piperidin-2-one,-7.113,pathc_v2
"3-oxo-1,2-dihydroisoindole-4-carboxamide",-7.112,glutarimide
3-ethyl-3-phenylpiperidin-2-one,-7.112,pathc_v2
5-benzylpiperidin-2-one,-7.112,glutarimide
AMINOHIPPURIC ACID,-7.111,fda_leftover
"2-pyrrolidin-1-ylnaphthalene-1,4-dione",-7.111,glutarimide
"3-(2,4-difluorophenyl)-3-piperidin-4-ylpiperi",-7.111,pathc_v2
"3-[(2-chloro-5-fluorophenyl)methyl]piperidine-2,6-",-7.108,glutarimide
"N-(2,6-dioxopiperidin-3-yl)-2-methylidenebutanamid",-7.107,glutarimide
"2-(2,6-dioxopiperidin-3-yl)-5-fluoroisoindole-1,3-",-7.107,glutarimide
LAMOTRIGINE,-7.106,docking_batch_results.csv
"(1,4-dioxonaphthalen-2-yl)urea",-7.106,glutarimide
"2-prop-2-enylisoindole-1,3-dione",-7.105,glutarimide
3-[(4-fluorophenyl)methyl]-3-methylpiperidin-,-7.104,pathc_v2
"4-ethyl-3-methyl-3-phenylpyrrolidine-2,5-dion",-7.103,pathc_v2
"(3R,8aR)-3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,",-7.103,glutarimide
N-tert-butyl-2-phenylacetamide,-7.103,pathc_v2
"3-(4-methylphenyl)piperidine-2,6-dione",-7.102,glutarimide
BENDAZAC,-7.102,fda_leftover
FLUORODOPA F 18,-7.101,fda_leftover
3-[3-(methylamino)-5-oxo-2H-pyrrol-1-yl]piperidine,-7.1,glutarimide
"4-[(E)-pent-3-enyl]-2,4-diazaspiro[5.5]undeca",-7.099,pathc_v2
"5-[(2S)-butan-2-yl]-5-ethyl-1,3-diazinane-2,4",-7.094,pathc_v2
"2-(bromomethyl)isoindole-1,3-dione",-7.093,glutarimide
"3-[(4-methylphenyl)methyl]piperidine-2,6-dione",-7.092,glutarimide
"2-[1-chloro-2-(3-fluorophenyl)cyclohexa-2,4-dien-1",-7.092,glutarimide
2-amino-2H-naphthalen-1-one,-7.091,glutarimide
"(3R,8aS)-3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,",-7.091,glutarimide
"5-butyl-5-(1,1,2,2,2-pentadeuterioethyl)-1,3-",-7.088,pathc_v2
"5-ethyl-1-methyl-5-(1,1,2,2,2-pentadeuterioet",-7.088,pathc_v2
"5,5-ditert-butyl-1,3-diazinane-2,4,6-trione",-7.087,pathc_v2
"5-(2-phenylethyl)-1,3-diazinane-2,4,6-trione",-7.082,pathc_v2
"(3S,8aS)-3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,",-7.081,glutarimide
"3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyraz",-7.078,glutarimide
TIPIRACIL,-7.078,screening_master_results.csv
"1,4-dioxonaphthalene-2-carboxamide",-7.077,glutarimide
"5-ethyl-5-phenyl-1-propan-2-yl-1,3-diazinane-",-7.076,pathc_v2
"2-(2,4,6-trioxo-5-phenyl-5-propyl-1,3-diazina",-7.074,pathc_v2
(2S)-2-amino-1-phenylpropan-1-one,-7.073,glutarimide
"5-[(E)-but-2-en-2-yl]-5-butyl-1,3-diazinane-2",-7.073,pathc_v2
"5-tert-butyl-1,3-diazinane-2,4,6-trione",-7.073,pathc_v2
"3-[2,5-dioxo-3-(3-oxobutylamino)pyrrol-1-yl]piperi",-7.072,glutarimide
"5-ethyl-5-(1,1,2,2,2-pentadeuterioethyl)-1,3-",-7.069,pathc_v2
SULFACARBAMIDE,-7.064,fda_leftover
"N-(2,6-dioxopiperidin-3-yl)-2-methylprop-2-enamide",-7.064,glutarimide
BELINOSTAT,-7.063,screening_master_results.csv
3-(5-tert-butyl-4-fluoro-2-methylphenyl)piperidine,-7.063,glutarimide
3-benzyl-3-ethylpiperidin-2-one,-7.063,pathc_v2
"5-(2-aminoethyl)-5-ethyl-1,3-diazinane-2,4,6-",-7.062,pathc_v2
"5-ethyl-5-(2-methylbutyl)-1,3-diazinane-2,4,6",-7.06,pathc_v2
"2-(diethylamino)naphthalene-1,4-dione",-7.059,glutarimide
"4,4-diethylisoquinoline-1,3-dione",-7.059,pathc_v2
"(E,4R)-N-(2,6-dioxopiperidin-3-yl)-4-fluoro-2,3-di",-7.058,glutarimide
"5,5-diethyl-6-imino-1,3-diazinane-2,4-dione",-7.057,pathc_v2
"3-amino-2-bromo-5-fluoronaphthalene-1,4-dione",-7.056,glutarimide
2-methyl-2-phenylpropanamide,-7.056,pathc_v2
CARTEOLOL,-7.055,docking_round5b_results.csv
IBUPROFEN,-7.055,fda_leftover
3-[5-oxo-3-(propan-2-ylamino)-2H-pyrrol-1-yl]piper,-7.053,glutarimide
"3-(3-ethyl-5-fluorophenyl)piperidine-2,6-dione",-7.053,glutarimide
"2-(4-bromobutyl)isoindole-1,3-dione",-7.052,glutarimide
"4-[(2,6-dioxopiperidin-3-yl)amino]-2,3-dimethyl-4-",-7.048,glutarimide
"2-(2,4-difluorophenyl)acetamide",-7.047,glutarimide
(Z)-3-amino-1-phenylprop-2-en-1-one,-7.045,glutarimide
BARBITAL,-7.045,screening_master_results.csv
ethyl 3-chloro-2-oxo-3-phenylpiperidine-1-carboxyl,-7.044,glutarimide
"3-amino-2-bromo-5-methylnaphthalene-1,4-dione",-7.044,glutarimide
"5-(2-methylpropyl)-5-(2-phenylethyl)-1,3-diaz",-7.043,pathc_v2
"[1-(cyclohexylamino)-1-oxopropan-2-yl] 2-(1,3-diox",-7.043,glutarimide
"5-ethyl-1,3-dimethyl-5-phenyl-1,3-diazinane-2",-7.043,pathc_v2
"2-amino-3,4-dihydro-2H-naphthalen-1-one",-7.043,glutarimide
"(3S)-3-ethyl-3-phenylpiperidine-2,6-dione",-7.042,pathc_v2
ISOSORBIDE DINITRATE,-7.039,docking_round5b_results.csv
FELBAMATE,-7.037,fda_leftover
"3-methyl-3-(4-methylphenyl)pyrrolidine-2,5-di",-7.035,pathc_v2
PROXIBARBAL,-7.035,screening_master_results.csv
"2-azido-3-chloronaphthalene-1,4-dione",-7.035,glutarimide
(2R)-2-amino-1-phenylpropan-1-one,-7.032,glutarimide
"5-butyl-5-[(Z)-prop-1-enyl]-1,3-diazinane-2,4",-7.03,pathc_v2
"4-(1,3-dioxoisoindol-2-yl)-N-[(4-fluorophenyl)meth",-7.029,glutarimide
3-[5-oxo-3-[(Z)-prop-1-enyl]-2H-pyrrol-1-yl]piperi,-7.029,glutarimide
(2R)-2-(4-fluorophenyl)propanamide,-7.029,glutarimide
"4-(2-methylphenyl)piperidine-2,6-dione",-7.026,glutarimide
FLUORODOPA,-7.026,fda_leftover
IBUDILAST,-7.025,screening_master_results.csv
ALCAFTADINE,-7.023,fda_leftover
"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-d",-7.023,glutarimide
"1-(cyclohex-3-en-1-ylmethyl)-5,5-diethyl-1,3-",-7.021,pathc_v2
"5-ethyl-5-[2-(methylamino)ethyl]-1,3-diazinan",-7.02,pathc_v2
"3-(2,6-dioxo-3-phenylpiperidin-3-yl)propanamide",-7.019,glutarimide
2-[4-fluoro-2-(2-fluorophenyl)phenyl]acetamide,-7.018,glutarimide
"4,5,6,7-tetrafluoro-2-(3-methyl-2,6-dioxopiperidin",-7.014,glutarimide
"N-(2,6-dioxopiperidin-1-yl)-2-(2-fluorophenyl)acet",-7.014,glutarimide
"5-[(3-chlorophenyl)methyl]-1,3-diazinane-2,4,6-tri",-7.013,glutarimide
AMINOGLUTETHIMIDE,-7.011,screening_master_results.csv
"5,5-diethyl-6-sulfanylidene-1,3-diazinane-2,4",-7.011,pathc_v2
ACETAMINOPHEN,-7.009,fda_leftover
2-amino-1-phenylpropan-1-one,-7.009,glutarimide
"8-ethyl-4a,8a-dihydro-1H-quinazoline-2,4-dion",-7.009,pathc_v2
"5-[(E)-but-2-enyl]-5-propyl-1,3-diazinane-2,4",-7.009,pathc_v2
"5,5-diethyl-1-iodo-1,3-diazinane-2,4,6-trione",-7.007,pathc_v2
"2,2-diphenylpropanamide",-7.004,pathc_v2
"5-but-1-enyl-5-butyl-1,3-diazinane-2,4,6-trio",-7.001,pathc_v2
"3-[3-ethenyl-4-(1-fluoroethenyl)-2,5-dioxopyrrol-1",-7.001,glutarimide
INDALPINE,-7.0,screening_master_results.csv
"(2S)-N-(cyanomethyl)-3,3-difluoro-2-phenylpentaned",-6.999,glutarimide
2-chloro-2-phenylacetamide,-6.997,glutarimide
"5-ethyl-5-[(E)-pent-2-en-3-yl]-1,3-diazinane-",-6.995,pathc_v2
"5-[(E)-pent-2-enyl]-5-propyl-1,3-diazinane-2,",-6.991,pathc_v2
"N-(2,6-dioxopiperidin-3-yl)-3-oxobutanamide",-6.988,glutarimide
"8-tert-butyl-6-methyl-4a,8a-dihydro-1H-quinaz",-6.984,pathc_v2
"4-ethyl-4-phenylpiperidine-2,6-dione",-6.983,pathc_v2
TOCAINIDE,-6.983,fda_leftover
RASAGILINE,-6.981,screening_master_results.csv
PHENMETRAZINE,-6.981,docking_round5_results.csv
2-methyl-2-phenyl-4-piperidin-1-ylbutanamide,-6.98,pathc_v2
"5-[(4-methylphenyl)methyl]-1,3-diazinane-2,4,",-6.98,pathc_v2
2-chloro-2-methyl-3-phenylpropanamide,-6.98,glutarimide
"1-(1,4-dioxonaphthalen-2-yl)-1-hydroxyurea",-6.979,glutarimide
N-(2-chloroacetyl)-4-[3-(fluoromethyl)phenyl]piper,-6.978,glutarimide
"2-butylnaphthalene-1,4-dione",-6.978,glutarimide
"1,3-dibromo-5,5-diethyl-1,3-diazinane-2,4,6-t",-6.978,pathc_v2
ATENOLOL,-6.978,fda_leftover
"5-(2-chlorophenyl)-5-ethyl-1,3-diazinane-2,4,",-6.974,pathc_v2
2-amino-1-phenylpentan-1-one,-6.972,glutarimide
3-(4-ethenyl-3-ethyl-5-oxo-2H-pyrrol-1-yl)piperidi,-6.972,glutarimide
METAXALONE,-6.971,docking_batch_results.csv
1-(2-phenylacetyl)piperidin-2-one,-6.97,glutarimide
1-phenylcyclopropane-1-carboxamide,-6.969,glutarimide
"2,2,2-trifluoro-N-[(4-oxo-1-phenylcyclohexyl)methy",-6.965,glutarimide
"5,5-diethyl-1-methoxy-1,3-diazinane-2,4,6-tri",-6.962,pathc_v2
ARBUTAMINE,-6.96,docking_round5b_results.csv
2-[4-(4-fluorophenyl)phenyl]acetamide,-6.96,glutarimide
CHLORPHENESIN CARBAMATE,-6.959,fda_leftover
"N,N'-dicarbamoyl-2,2-diethylpropanediamide",-6.957,pathc_v2
3-amino-1H-naphthalen-2-one,-6.957,glutarimide
"4-(tert-butylamino)naphthalene-1,2-dione",-6.955,glutarimide
"2-(2,4-difluorophenyl)-N-(2,6-dioxopiperidin-1-yl)",-6.953,glutarimide
"5-[(Z)-hept-3-en-4-yl]-5-prop-2-enyl-1,3-diaz",-6.953,pathc_v2
"3-methyl-1-(2-oxopiperidin-3-yl)pyrrole-2,5-dione",-6.948,glutarimide
"5,5-diethyl-1,3-dimethyl-1,3-diazinane-2,4,6-",-6.946,pathc_v2
NITROXOLINE,-6.945,screening_master_results.csv
Homobiotin,-6.944,screening_master_results.csv
"5-(2-methylbutan-2-yl)-1,3-diazinane-2,4,6-tr",-6.941,pathc_v2
"4-(4-fluorophenyl)-4-methylpiperidine-2,6-dione",-6.941,glutarimide
"1,5,5-triethyl-1,3-diazinane-2,4,6-trione",-6.939,pathc_v2
2-fluoro-2-phenylacetamide,-6.938,glutarimide
"5,5-di(butan-2-yl)-1,3-diazinane-2,4,6-trione",-6.935,pathc_v2
2-chloro-N-cyclopropyl-2-phenylacetamide,-6.933,glutarimide
"3-(4-aminophenyl)-3-butylpiperidine-2,6-dione",-6.932,glutarimide
"6,8-diazaspiro[3.5]nonane-5,7,9-trione",-6.931,pathc_v2
"3-(7-nitro-3-oxo-1H-isoindol-2-yl)piperidine-2,6-d",-6.931,glutarimide
3-(3-amino-4-methyl-5-oxo-2H-pyrrol-1-yl)piperidin,-6.93,glutarimide
MINODRONIC ACID,-6.93,docking_round5b_results.csv
2-[3-[3-(3-aminopropylamino)propylamino]propylamin,-6.928,glutarimide
3-amino-2-nitroinden-1-one,-6.928,glutarimide
3-amino-6-phenylcyclohex-2-en-1-one,-6.927,glutarimide
"2-azido-6,7-diethylnaphthalene-1,4-dione",-6.925,glutarimide
SULFAPYRIDINE,-6.921,screening_master_results.csv
METHARBITAL,-6.921,fda_leftover
"(5S)-1-methyl-5-pentyl-5-phenyl-1,3-diazinane",-6.921,pathc_v2
3-[methoxymethyl-[(E)-2-methylbut-2-enyl]amino]pip,-6.919,glutarimide
"2-(prop-2-enylamino)naphthalene-1,4-dione",-6.917,glutarimide
"2-(4-aminobutylamino)-3-methylnaphthalene-1,4-dion",-6.915,glutarimide
Desthiobiotin,-6.914,screening_master_results.csv
"1-(2-oxopiperidin-3-yl)pyrrole-2,5-dione",-6.913,glutarimide
"5-[(E)-but-1-enyl]-5-butyl-1,3-diazinane-2,4,",-6.913,pathc_v2
(1R)-1-[2-fluoro-4-(trifluoromethyl)phenyl]-3-azab,-6.91,glutarimide
"2-methyl-3-[(1-methyl-2,6-dioxopiperidin-3-yl)amin",-6.907,glutarimide
(2-aminocyclohexen-1-yl)-phenylmethanone,-6.906,glutarimide
"2-(2,6-dioxopiperidin-3-yl)-3-phenylpropanamide",-6.905,glutarimide
"5-ethyl-5-methyl-1,3-diazinane-2,4,6-trione",-6.899,pathc_v2
"3-(3-tert-butyl-2,6-difluorophenyl)piperidine-2,6-",-6.899,glutarimide
N-(methylcarbamoyl)-2-phenylbutanamide,-6.898,pathc_v2
"3-(3-tert-butyl-2,6-difluorophenyl)-6-methylidenep",-6.896,glutarimide
"2-(6-bromohexyl)isoindole-1,3-dione",-6.895,glutarimide
"3-(3-fluoro-5-propan-2-ylphenyl)piperidine-2,6-dio",-6.888,glutarimide
MESALAMINE,-6.888,fda_leftover
TEGAFUR,-6.887,docking_batch_results.csv
2-(4-fluorophenyl)-2-piperidin-4-ylpentanedia,-6.887,pathc_v2
"5,5-diethyl-1,3-diazinane-2,4-dione",-6.886,pathc_v2
"3-(7-methyl-3-oxo-1H-isoindol-2-yl)piperidine-2,6-",-6.886,glutarimide
"2-(2-bromoethyl)isoindole-1,3-dione",-6.886,glutarimide
BENZOYL PEROXIDE,-6.885,screening_master_results.csv
"3-[3-[(E)-1-fluorobut-1-enyl]-4-methyl-2,5-dioxopy",-6.884,glutarimide
ATOMOXETINE,-6.883,docking_batch_results.csv
"2-amino-3-bromo-5-fluoronaphthalene-1,4-dione",-6.883,glutarimide
2-methyl-2-phenylbutanediamide,-6.882,pathc_v2
2-phenyl-N-(2-phenylacetyl)acetamide,-6.881,pathc_v2
"5-[(E)-2-methylhex-2-enyl]-5-prop-2-enyl-1,3-",-6.88,pathc_v2
LACOSAMIDE,-6.879,fda_leftover
L-Tryptophan,-6.876,screening_master_results.csv
"3-[(2-methylphenyl)methyl]piperidine-2,6-dione",-6.875,glutarimide
"5-but-1-enyl-5-propyl-1,3-diazinane-2,4,6-tri",-6.873,pathc_v2
"5,5-dibutyl-1,3-diazinane-2,4,6-trione",-6.871,pathc_v2
"2,3-dihydronaphthalene-1,4-dione",-6.869,glutarimide
"2-[methyl(prop-2-ynyl)amino]naphthalene-1,4-dione",-6.868,glutarimide
Biotin_Sulfoxide,-6.868,screening_master_results.csv
GUANETHIDINE MONOSULFATE,-6.867,docking_round5b_results.csv
ZONISAMIDE,-6.866,screening_master_results.csv
"5-butyl-5-(3-methylbut-2-enyl)-1,3-diazinane-",-6.866,pathc_v2
TRYPTOPHAN,-6.865,screening_master_results.csv
"3-(2-fluoro-3,4-dimethylphenyl)piperidine-2,6-dion",-6.862,glutarimide
"2-[3-(methylamino)-1,4-dioxonaphthalen-2-yl]propan",-6.861,glutarimide
"5-[(Z)-but-2-en-2-yl]-5-ethyl-1-methyl-1,3-di",-6.859,pathc_v2
"5-ethyl-5-phenyl-1,3-diazinane-4,6-dione",-6.859,pathc_v2
3-methyl-3-(4-propan-2-ylphenyl)pyrrolidine-2,-6.856,pathc_v2
"5,5-diethyl-1-(3-methylbutyl)-1,3-diazinane-2",-6.855,pathc_v2
CARBARIL,-6.854,screening_master_results.csv
"3-(2,3-difluoro-4-propan-2-ylphenyl)piperidine-2,6",-6.853,glutarimide
"5-but-2-enyl-1-methyl-5-prop-2-enyl-1,3-diazi",-6.852,pathc_v2
"3-[3-amino-4-(methylamino)-2,5-dioxopyrrol-1-yl]pi",-6.852,glutarimide
"4-(3-fluoro-4-methylphenyl)piperidine-2,6-dione",-6.851,glutarimide
"3-(2-bromophenyl)piperidine-2,6-dione",-6.849,pathc_v2
"5-(2,2-dimethylpropyl)-1,3-diazinane-2,4,6-tr",-6.849,pathc_v2
"4-methyl-4-(4-methylphenyl)piperidine-2,6-dione",-6.846,glutarimide
3-methanimidoyl-4-methyl-1-(2-oxopiperidin-3-yl)py,-6.846,glutarimide
"4-(methylamino)naphthalene-1,2-dione",-6.845,glutarimide
"3-(4-fluorophenyl)pyrrolidine-2,5-dione",-6.842,glutarimide
"2-(2,6-dioxopiperidin-3-yl)-4,5,6,7-tetrafluoroiso",-6.842,glutarimide
"5-[(Z)-pent-2-en-2-yl]-5-propyl-1,3-diazinane",-6.842,pathc_v2
"3-(2-methylphenyl)pyrrolidine-2,5-dione",-6.841,pathc_v2
"2-(sulfanylmethyl)isoindole-1,3-dione",-6.84,glutarimide
"5-methyl-5-propan-2-yl-1,3-diazinane-2,4,6-tr",-6.839,pathc_v2
"8-[2-(cyclohexen-1-yl)ethyl]-6,8-diazaspiro[3",-6.838,pathc_v2
"2-(dibutylamino)naphthalene-1,4-dione",-6.838,glutarimide
2-phenyl-2-piperidin-4-ylacetamide,-6.837,pathc_v2
"2,6-dioxo-4-phenyl-4-(trifluoromethyl)piperid",-6.837,pathc_v2
"3-[(4-chloro-3-fluorophenyl)methyl]piperidine-2,6-",-6.837,glutarimide
"5-[(E)-but-2-enyl]-1-methyl-5-prop-2-enyl-1,3",-6.837,pathc_v2
2-(3-methoxypropyl)-3-oxo-1H-isoindole-4-carboxami,-6.834,glutarimide
"3,3-dimethyl-4-(5-oxopyrrolidine-2-carbonyl)pipera",-6.834,glutarimide
"3-(3-bromo-4-methyl-2,5-dioxopyrrol-1-yl)piperidin",-6.829,glutarimide
MENADIONE,-6.826,screening_master_results.csv
TROPICAMIDE,-6.826,docking_batch_results.csv
1-ethyl-3-oxoindene-2-carboxamide,-6.823,glutarimide
"2-(but-2-ynylamino)naphthalene-1,4-dione",-6.823,glutarimide
3-(4-ethenyl-3-methyl-5-oxo-2H-pyrrol-1-yl)piperid,-6.82,glutarimide
SULFACETAMIDE,-6.818,fda_leftover
BIOTIN,-6.816,docking_batch_results.csv
"1,4-dihydroanthracene-9,10-dione",-6.814,glutarimide
"3-nitronaphthalene-1,2-dione",-6.813,glutarimide
2-methyl-2-phenyl-N-propan-2-ylpropanamide,-6.812,pathc_v2
"9-[(E)-pent-3-enyl]-7,9-diazaspiro[4.5]decane",-6.81,pathc_v2
"3-[(4-bromophenyl)methyl]piperidine-2,6-dione",-6.809,glutarimide
"N,N-dimethyl-4-phenylpiperidine-4-carboxamide",-6.808,pathc_v2
"2,6-dioxo-5-phenylpiperidine-3-carbonitrile",-6.807,glutarimide
"5-(2-bromoethyl)-5-ethyl-1,3-diazinane-2,4,6-",-6.807,pathc_v2
"5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione",-6.801,pathc_v2
BENZYL BENZOATE,-6.8,screening_master_results.csv
"5-[(E)-3-phenylprop-2-enyl]-1,3-diazinane-2,4",-6.8,pathc_v2
"5-[(E)-but-1-enyl]-5-propyl-1,3-diazinane-2,4",-6.799,pathc_v2
"5-[4-(dimethylamino)but-2-ynyl]-5-ethyl-1,3-d",-6.799,pathc_v2
3-phenylpiperidin-2-one,-6.798,pathc_v2
5-cyclopent-2-en-1-yl-1-methyl-5-(2-methylpro,-6.797,pathc_v2
"5-(2-aminoethyl)-5-methyl-1,3-diazinane-2,4,6",-6.796,pathc_v2
N-carbamoyl-2-phenylbutanamide,-6.796,pathc_v2
METYROSINE,-6.794,fda_leftover
RASAGILINE MESYLATE,-6.794,docking_round5b_results.csv
(Z)-2-amino-1-phenylbut-2-en-1-one,-6.793,glutarimide
"5-(2-bromoethyl)-5-methyl-1,3-diazinane-2,4,6",-6.791,pathc_v2
"[(2,6-dioxopiperidin-3-yl)-(2-methylprop-2-enoyl)a",-6.79,glutarimide
"2-amino-3-phenylcyclohexa-2,5-diene-1,4-dione",-6.789,glutarimide
"2-amino-3-(prop-2-enylamino)naphthalene-1,4-dione",-6.788,glutarimide
"5-methyl-5-pentan-2-yl-1,3-diazinane-2,4,6-tr",-6.788,pathc_v2
3-oxo-2-piperidin-3-yl-1H-isoindole-4-carboxamide,-6.787,glutarimide
"3-(methylamino)-N-(1-methyl-2,6-dioxopiperidin-3-y",-6.787,glutarimide
LOFEXIDINE,-6.783,docking_batch_results.csv
"5-[(2R)-butan-2-yl]-5-ethyl-1,3-diazinane-2,4",-6.781,pathc_v2
DEXIBUPROFEN,-6.778,fda_leftover
"2-(2-fluorophenyl)-2,2-bis(4-fluorophenyl)acetamid",-6.778,glutarimide
"2-[(1,4-dioxonaphthalen-2-yl)amino]acetic acid",-6.776,glutarimide
"(3-chloro-1,4-dioxonaphthalen-2-yl)imino-iminoazan",-6.774,glutarimide
"2-(3,4-dimethyl-5-oxo-2H-pyrrol-1-yl)-N-methyl-5-o",-6.77,glutarimide
"3-[(3,5-difluorophenyl)methyl]piperidine-2,6-dione",-6.768,glutarimide
"3-(2-fluorophenyl)piperidine-2,6-dione",-6.767,pathc_v2
(Z)-3-(phenacylamino)-1-phenylprop-2-en-1-one,-6.767,glutarimide
"2-ethyl-3-methylnaphthalene-1,4-dione",-6.766,glutarimide
"3-(5-ethyl-2-fluorophenyl)piperidine-2,6-dione",-6.765,glutarimide
"3-fluoro-3-phenylazepane-2,7-dione",-6.763,glutarimide
"5-cyclopent-2-en-1-yl-1-methyl-5-propyl-1,3-d",-6.763,pathc_v2
SOLRIAMFETOL,-6.763,screening_master_results.csv
"5-(aminomethyl)-5-ethyl-1,3-diazinane-2,4,6-t",-6.762,pathc_v2
"2-(hexylamino)naphthalene-1,4-dione",-6.762,glutarimide
Biotin,-6.762,screening_master_results.csv
"spiro[2,3-dihydro-1H-naphthalene-4,3'-pyrrolidine]",-6.762,glutarimide
2-[2-fluoro-6-(2-fluorophenyl)phenyl]acetamide,-6.762,glutarimide
"5-methyl-5-(2-methylpropyl)-1,3-diazinane-2,4",-6.762,pathc_v2
5-cyclopent-2-en-1-yl-1-methyl-5-prop-1-en-2-,-6.76,pathc_v2
4-butyl-4-methyl-1-(2-phenylethyl)piperidine-,-6.76,pathc_v2
MEBUTAMATE,-6.76,fda_leftover
"1,5-dimethyl-5-propyl-1,3-diazinane-2,4,6-tri",-6.76,pathc_v2
"2-hex-5-enylisoindole-1,3-dione",-6.759,glutarimide
"3-[(4-propan-2-ylphenyl)methyl]piperidine-2,6-dion",-6.756,glutarimide
N-tert-butyl-4-phenylbutanamide,-6.755,glutarimide
5-cyclopent-2-en-1-yl-1-methyl-5-prop-2-enyl-,-6.753,pathc_v2
N-acetyl-4-phenylbutanamide,-6.751,glutarimide
"3-amino-2,6-dichloronaphthalene-1,4-dione",-6.75,glutarimide
"5-phenyl-5-prop-2-enyl-1,3-diazinane-2,4,6-tr",-6.748,pathc_v2
"(11E)-11-(aminomethylidene)-2,4-dimethyl-2,4-",-6.747,pathc_v2
(5S)-1-[2-fluoro-4-(trifluoromethyl)phenyl]-3-azab,-6.746,glutarimide
"5-amino-6-iodonaphthalene-1,4-dione",-6.745,glutarimide
