name,best_affinity,source
"(3S)-3-(2,6-difluoro-3-propan-2-ylphenyl)piperidin",-7.646,glutarimide
3-methyl-4-(5-oxopyrrolidine-2-carbonyl)piperazine,-7.646,glutarimide
"3-[2,5-dioxo-3-(2-oxopropylamino)pyrrol-1-yl]piper",-7.645,glutarimide
"3-[(3,4-dichlorophenyl)methyl]piperidine-2,6-dione",-7.645,glutarimide
"4-amino-3-bromonaphthalene-1,2-dione",-7.644,glutarimide
"2-(3,3-difluorocyclopentyl)-2-phenylacetamide",-7.643,glutarimide
"5-butan-2-yl-5-ethyl-1,3-diazinane-2,4,6-trio",-7.641,pathc_v2
"2-(3-hydroxypropyl)isoindole-1,3-dione",-7.635,glutarimide
PRIMIDONE,-7.63,screening_master_results.csv
2-methyl-3-oxo-1H-isoindole-4-carboxamide,-7.625,glutarimide
"3-[(4-chlorophenyl)methyl]piperidine-2,6-dione",-7.625,glutarimide
CYCLANDELATE,-7.623,fda_leftover
4-[4-(trifluoromethyl)phenyl]piperidine-4-carboxam,-7.622,glutarimide
"4-[4-(trifluoromethyl)phenyl]piperidine-2,6-dione",-7.622,glutarimide
4-[4-(trifluoromethyl)phenyl]piperidin-2-one,-7.621,glutarimide
"3-(1,3-dioxoisoindol-2-yl)propanal",-7.62,glutarimide
"5-benzyl-1-methyl-1,3-diazinane-2,4,6-trione",-7.619,pathc_v2
PROCARBAZINE,-7.616,fda_leftover
"5,5-bis(prop-2-ynyl)-1,3-diazinane-2,4,6-trio",-7.612,pathc_v2
GLUTETHIMIDE,-7.611,docking_batch_results.csv
"3-chloro-4-(4-fluorophenyl)pyrrole-2,5-dione",-7.607,glutarimide
SULBACTAM,-7.601,fda_leftover
"3-[(2-chloro-6-fluorophenyl)methyl]piperidine-2,6-",-7.6,glutarimide
N-methyl-1-phenylcyclohexane-1-carboxamide,-7.6,glutarimide
5-methyl-5-phenylpiperidin-2-one,-7.6,pathc_v2
"(Z)-3-amino-1,5-diphenylpent-2-ene-1,5-dione",-7.599,glutarimide
2-fluoro-2-[3-fluoro-4-(4-fluorophenyl)phenyl]acet,-7.598,glutarimide
"3-(2,6-difluoro-3-propan-2-ylphenyl)piperidine-2,6",-7.598,glutarimide
N-acetyl-2-chloro-2-phenylacetamide,-7.598,glutarimide
ESKETAMINE,-7.597,docking_round5_results.csv
"3-(3-fluoro-5-methylphenyl)piperidine-2,6-dione",-7.597,glutarimide
"3-methyl-1-(6-oxopiperidin-3-yl)pyrrole-2,5-dione",-7.59,glutarimide
2-(2-fluorophenyl)acetamide,-7.59,glutarimide
HYDROFLUMETHIAZIDE,-7.589,screening_master_results.csv
"5-ethyl-5-hept-3-en-4-yl-1,3-diazinane-2,4-di",-7.587,pathc_v2
3-ethyl-3-phenylpyrrolidin-2-one,-7.584,glutarimide
AMOBARBITAL,-7.583,screening_master_results.csv
"5-ethyl-5-(2-phenylethyl)-1,3-diazinane-2,4,6",-7.582,pathc_v2
"(E)-3-amino-1,3-diphenylprop-2-en-1-one",-7.582,glutarimide
5-(2-fluorophenyl)piperidin-2-one,-7.575,glutarimide
"3,4-dimethyl-1-piperidin-3-ylpyrrole-2,5-dione",-7.57,glutarimide
"2,2,2-trifluoro-N-(2-methyl-1-phenylpropan-2-yl)ac",-7.57,glutarimide
N-[2-[(2-amino-2-oxoethyl)amino]-2-oxoethyl]benzam,-7.568,glutarimide
2-phenyl-2-(trifluoromethyl)butanamide,-7.567,glutarimide
"4-(2-chloro-4-fluorophenyl)-3-propylpiperidine-2,6",-7.566,glutarimide
"5-ethyl-5-propan-2-yl-1,3-diazinane-2,4,6-tri",-7.565,pathc_v2
MEPHOBARBITAL,-7.564,screening_master_results.csv
"4-[(4-fluorophenyl)methyl]piperidine-2,6-dion",-7.564,pathc_v2
"5-(2,2-dimethylpropyl)-5-methyl-1,3-diazinane",-7.563,pathc_v2
"(3S)-3-phenyl-3-piperidin-4-ylpiperidine-2,6-",-7.563,pathc_v2
"5-(cyclohexen-1-ylmethyl)-1-methyl-1,3-diazin",-7.562,pathc_v2
"5-ethyl-5-(2,3,4,5,6-pentadeuteriophenyl)-1,3",-7.562,pathc_v2
"2-(3-bromo-2-oxopropyl)isoindole-1,3-dione",-7.561,glutarimide
"5-[(2R)-butan-2-yl]-5-propyl-1,3-diazinane-2,",-7.559,pathc_v2
"5-ethyl-5-prop-2-ynyl-1,3-diazinane-2,4,6-tri",-7.557,pathc_v2
"spiro[cyclopentane-1,4'-isoquinoline]-1',3'-dione",-7.555,glutarimide
"2-(2-phenylethyl)isoindole-1,3-dione",-7.555,glutarimide
"5-[(Z)-prop-1-enyl]-5-propyl-1,3-diazinane-2,",-7.555,pathc_v2
"5-(2,3-difluorophenyl)piperidin-2-one",-7.554,glutarimide
TALBUTAL,-7.551,fda_leftover
ALCLOFENAC,-7.55,fda_leftover
"2-[4-(2,6-dioxopiperidin-3-yl)-3-fluorophenyl",-7.549,pathc_v2
"2-[4-(2,6-dioxopiperidin-3-yl)-3,5-difluoroph",-7.549,pathc_v2
"5-ethyl-5-prop-1-en-2-yl-1,3-diazinane-2,4,6-",-7.547,pathc_v2
2-[5-fluoro-2-(2-fluorophenyl)phenyl]acetamide,-7.545,glutarimide
"5-ethyl-5-hept-3-en-4-yl-1,3-diazinane-2,4,6-",-7.543,pathc_v2
"5-but-2-en-2-yl-5-propyl-1,3-diazinane-2,4,6-",-7.541,pathc_v2
"3-(1,3-dioxoisoindol-2-yl)propanethioamide",-7.539,glutarimide
RAMELTEON,-7.538,docking_round5_results.csv
VINBARBITAL,-7.537,fda_leftover
3-amino-4-phenylcyclohex-2-en-1-one,-7.537,glutarimide
"5-[(E)-but-2-en-2-yl]-5-ethyl-1-methyl-1,3-di",-7.537,pathc_v2
"5-[(2S)-butan-2-yl]-5-propyl-1,3-diazinane-2,",-7.529,pathc_v2
"3-(4-fluorophenyl)-1-methylpiperidine-2,6-dio",-7.526,pathc_v2
"5-(cyclohexen-1-yl)-5-methyl-1-propyl-1,3-dia",-7.526,pathc_v2
"3-(3,4-dimethyl-5-oxo-2H-pyrrol-1-yl)piperidine-2,",-7.525,glutarimide
"5-cyclohex-3-en-1-yl-1,5-dimethyl-1,3-diazina",-7.524,pathc_v2
"2-(2,6-dioxopiperidin-1-yl)butanediamide",-7.522,glutarimide
"(5R)-1,5-dimethyl-5-(3-oxocyclohexen-1-yl)-1,",-7.521,pathc_v2
(5R)-5-[(Z)-but-2-en-2-yl]-5-ethyl-1-methyl-1,-7.52,pathc_v2
"3-benzylpyrrole-2,5-dione",-7.519,glutarimide
2-(2-fluorophenyl)-2-(4-fluorophenyl)-2-phenylacet,-7.517,glutarimide
"3-[3-methyl-4-(methylamino)-2,5-dioxopyrrol-1-yl]p",-7.515,glutarimide
5-(cyclohexen-1-yl)-5-methyl-1-(111C)methyl-1,-7.512,pathc_v2
"3,4-dimethyl-1-(6-oxopiperidin-3-yl)pyrrole-2,5-di",-7.512,glutarimide
"5-chloro-2,2,5-trimethyl-1,3-dihydro-3-benzazepin-",-7.511,glutarimide
"5-(2-methylpropyl)-5-propyl-1,3-diazinane-2,4",-7.51,pathc_v2
"(Z)-3-amino-4,4,4-trifluoro-1-phenylbut-2-en-1-one",-7.509,glutarimide
"5-ethyl-5-pentan-3-yl-1,3-diazinane-2,4,6-tri",-7.506,pathc_v2
N-(hydroxycarbamoyl)-2-phenylbutanamide,-7.504,pathc_v2
1-phenyl-3-azabicyclo[3.1.0]hexan-2-one,-7.503,glutarimide
"5-amino-3-ethyl-3-phenylpiperidine-2,6-dione",-7.501,pathc_v2
"(E)-3-amino-1,4-diphenylbut-2-en-1-one",-7.499,glutarimide
"4a-(4-fluorophenyl)-4,5,6,7-tetrahydroisoquin",-7.497,pathc_v2
"5-(cyclohexen-1-yl)-5-methyl-1,3-diazinane-2,",-7.495,pathc_v2
"7-(1,3-dioxoisoindol-2-yl)-N-hydroxyheptanamide",-7.493,glutarimide
"1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione",-7.492,pathc_v2
2-phenyl-N'-(trifluoromethyl)propanediamide,-7.492,glutarimide
"6-(1,3-dioxoisoindol-2-yl)-N-hydroxyhexanamide",-7.491,glutarimide
PENTOBARBITAL,-7.488,screening_master_results.csv
"N-(3,4-dioxonaphthalen-1-yl)acetamide",-7.487,glutarimide
"3-(3-ethyl-2,5-dioxo-4-sulfanylpyrrol-1-yl)piperid",-7.486,glutarimide
"5-[(Z)-but-2-en-2-yl]-5-propyl-1,3-diazinane-",-7.483,pathc_v2
"3,4-dimethyl-1-(piperidin-2-ylmethyl)pyrrole-2,5-d",-7.481,glutarimide
"5-(2-aminopropan-2-yl)-5-methyl-1,3-diazinane",-7.48,pathc_v2
3-[(2-fluorophenyl)methyl]piperidin-2-one,-7.477,glutarimide
"2-methyl-3-prop-2-enylnaphthalene-1,4-dione",-7.473,glutarimide
"3-(2-methylphenyl)piperidine-2,6-dione",-7.473,glutarimide
3-(2-fluorophenyl)-4-(trifluoromethyl)piperidine-2,-7.472,glutarimide
"5-fluoro-5-phenyl-1,3-diazinane-2,4,6-trione",-7.471,pathc_v2
"2-(3-oxo-1,2-dihydroisoindol-1-yl)acetamide",-7.47,glutarimide
TETRAHYDROZOLINE,-7.468,docking_batch_results.csv
PHENICARBAZIDE,-7.466,fda_leftover
"3-(3,4-difluorophenyl)-3-piperidin-4-ylpiperi",-7.465,pathc_v2
"3-benzylsulfanylpiperidine-2,6-dione",-7.463,glutarimide
"2,6-dioxo-4-phenylpiperidine-3,5-dicarbonitrile",-7.459,glutarimide
"3-benzylpiperidine-2,6-dione",-7.458,pathc_v2
"N-acetyl-N-(2,6-dioxopiperidin-3-yl)-2-methylpropa",-7.457,glutarimide
VORINOSTAT,-7.456,fda_leftover
2-ethyl-2-phenylpropanediamide,-7.456,pathc_v2
"5,5-di(propan-2-yl)-1,3-diazinane-2,4,6-trion",-7.454,pathc_v2
3-benzylpiperidin-2-one,-7.454,glutarimide
"3-(3-methyl-2,5-dioxopyrrol-1-yl)piperidine-2,6-di",-7.452,glutarimide
"2,2-difluoro-2-phenylacetamide",-7.45,glutarimide
"1,3-diacetyl-5,5-diethyl-1,3-diazinane-2,4,6-",-7.449,pathc_v2
CINOXACIN,-7.449,fda_leftover
"2-[2-(4-fluorophenyl)-2-oxoethyl]isoindole-1,3-dio",-7.448,glutarimide
"N-acetyl-N-(2,6-dioxopiperidin-3-yl)acetamide",-7.448,glutarimide
"1-phenyl-3-azabicyclo[3.1.0]hexane-2,4-dione",-7.447,pathc_v2
"benzene-1,2-dicarboxamide",-7.443,glutarimide
"5,5-dipropyl-1,3-diazinane-2,4,6-trione",-7.442,pathc_v2
"2-(dimethylamino)-8-methylnaphthalene-1,4-dione",-7.44,glutarimide
"5,5-bis(2-methylpropyl)-1,3-diazinane-2,4,6-t",-7.439,pathc_v2
"spiro[cyclopropane-1,4'-isoquinoline]-1',3'-dione",-7.439,glutarimide
N-(2-chloroacetyl)-2-phenylacetamide,-7.438,glutarimide
N-ethyl-1-phenylcyclopentane-1-carboxamide,-7.429,pathc_v2
(Z)-2-amino-4-oxo-4-phenylbut-2-enoic acid,-7.429,glutarimide
"5-but-2-en-2-yl-5-ethyl-1-methyl-1,3-diazinan",-7.427,pathc_v2
"2-(3-bromopropyl)isoindole-1,3-dione",-7.427,glutarimide
N-(2-amino-2-oxoethyl)benzamide,-7.426,glutarimide
"3-(2,4-dioxopyrrolidin-1-yl)piperidine-2,6-dione",-7.425,glutarimide
"5-benzyl-5-ethyl-1,3-diazinane-2,4,6-trione",-7.424,pathc_v2
"3-amino-2-chloro-6-methylnaphthalene-1,4-dione",-7.423,glutarimide
4-amino-1H-naphthalen-2-one,-7.418,glutarimide
2-(2-fluorophenyl)-1-piperazin-1-ylethanone,-7.417,glutarimide
(5S)-5-[(E)-but-2-en-2-yl]-5-ethyl-1-methyl-1,-7.416,pathc_v2
"5-ethyl-1-methyl-5-propan-2-yl-1,3-diazinane-",-7.413,pathc_v2
"2-[1-chloro-6-(3-fluorophenyl)cyclohexa-2,4-dien-1",-7.412,glutarimide
"3-(3-fluoro-4-methylphenyl)piperidine-2,6-dione",-7.411,glutarimide
"5,5-diethyl-1-(2-methylpropyl)-1,3-diazinane-",-7.41,pathc_v2
"4-[3-(trifluoromethyl)phenyl]piperidine-2,6-dione",-7.409,glutarimide
"5-butyl-5-methyl-1,3-diazinane-2,4,6-trione",-7.407,pathc_v2
"phthalazine-1,4-dione",-7.407,glutarimide
"5-ethyl-5-[(Z)-hept-3-en-4-yl]-1,3-diazinane-",-7.404,pathc_v2
4-[3-(trifluoromethyl)phenyl]piperidin-2-one,-7.404,glutarimide
"5-phenyl-1,3-diazinane-2,4,6-trione",-7.403,pathc_v2
ASPIRIN,-7.403,fda_leftover
"5,5-diacetyl-1,3-diazinane-2,4,6-trione",-7.402,pathc_v2
"1,3-dichloro-5,5-diethyl-1,3-diazinane-2,4,6-",-7.401,pathc_v2
"3-ethyl-3-phenylpyrrolidine-2,5-dione",-7.399,pathc_v2
MEPHENYTOIN,-7.395,screening_master_results.csv
(5R)-5-[(E)-but-2-en-2-yl]-5-ethyl-1-methyl-1,-7.393,pathc_v2
"5-ethyl-5-(2-methylpentan-3-yl)-1,3-diazinane",-7.393,pathc_v2
"4-(butylamino)naphthalene-1,2-dione",-7.392,glutarimide
"2-(2-hydroxyethyl)isoindole-1,3-dione",-7.389,glutarimide
"5-prop-1-enyl-5-propyl-1,3-diazinane-2,4,6-tr",-7.388,pathc_v2
"3-[(2-bromophenyl)methyl]piperidine-2,6-dione",-7.387,glutarimide
"2-(1,3-dioxoisoindol-2-yl)acetonitrile",-7.387,glutarimide
DEBRISOQUIN,-7.385,screening_master_results.csv
"5-ethyl-5-(4-fluorobutan-2-yl)-1,3-diazinane-",-7.382,pathc_v2
N-(3-amino-3-oxopropyl)-1-phenylcyclopentane-1-car,-7.381,glutarimide
3-oxo-2-piperidin-4-yl-1H-isoindole-4-carboxamide,-7.379,glutarimide
DEXRAZOXANE,-7.378,screening_master_results.csv
3-oxo-2-(1-propan-2-ylpiperidin-4-yl)-1H-isoindole,-7.375,glutarimide
"4-(propan-2-ylamino)naphthalene-1,2-dione",-7.374,glutarimide
"2-amino-3-(ethylamino)naphthalene-1,4-dione",-7.372,glutarimide
4-[3-(trifluoromethyl)phenyl]piperidine-4-carboxam,-7.37,glutarimide
CENOBAMATE,-7.368,docking_batch_results.csv
"5-(2-chlorophenyl)-5-prop-2-enyl-1,3-diazinan",-7.368,pathc_v2
(2R)-3-methyl-2-(3-oxo-1H-isoindol-2-yl)butanoic a,-7.368,glutarimide
"5-hept-3-en-4-yl-5-prop-2-enyl-1,3-diazinane-",-7.367,pathc_v2
"1,1-dioxo-2-(2-oxopiperidin-3-yl)-1,2-benzothiazol",-7.365,glutarimide
"3-chloro-3-phenylpyrrolidine-2,5-dione",-7.362,glutarimide
TOLCAPONE,-7.362,fda_leftover
"5-ethyl-2-imino-5-phenyl-1,3-diazinane-4,6-di",-7.359,pathc_v2
"1-methyl-5-phenyl-5-propyl-1,3-diazinane-2,4,",-7.359,pathc_v2
METYRAPONE,-7.358,screening_master_results.csv
2-phenylpentanediamide,-7.357,pathc_v2
5-phenylpiperidin-2-one,-7.357,pathc_v2
4-phenylpiperidine-4-carboxamide,-7.354,pathc_v2
"3-fluoro-3-phenylpiperidine-2,6-dione",-7.354,pathc_v2
N-acetyl-3-oxo-2-phenylpentanamide,-7.353,pathc_v2
1-[3-fluoro-5-(trifluoromethyl)phenyl]-5-methyl-3-,-7.35,glutarimide
"4-butylnaphthalene-1,2-dione",-7.345,glutarimide
2-phenyl-N-(trifluoromethyl)propanamide,-7.345,glutarimide
HYDRALAZINE,-7.344,screening_master_results.csv
"(3R)-3-(3-fluoro-4-methylphenyl)piperidine-2,6-dio",-7.344,glutarimide
"(1S,10bR)-1-methyl-7-(trifluoromethyl)-2,3,4,10b-t",-7.344,glutarimide
"3-[(2-fluoro-4-methylphenyl)methyl]piperidine-2,6-",-7.343,glutarimide
1-(2-fluorophenyl)cyclopropane-1-carboxamide,-7.343,glutarimide
2-chloro-2-phenyl-N-propan-2-ylacetamide,-7.339,glutarimide
"3-(2-fluoro-3-methylphenyl)piperidine-2,6-dione",-7.339,glutarimide
"5-benzyl-5-propan-2-yl-1,3-diazinane-2,4,6-tr",-7.337,pathc_v2
"4-(dimethylamino)naphthalene-1,2-dione",-7.336,glutarimide
"5-butan-2-yl-5-propyl-1,3-diazinane-2,4,6-tri",-7.336,pathc_v2
1-(2-phenylacetyl)piperidine-3-carboxamide,-7.334,glutarimide
"3,5-diamino-4-phenyl-4-(trifluoromethyl)piperidine",-7.334,glutarimide
"3-(1-phenylethyl)pyrrole-2,5-dione",-7.329,glutarimide
"5-ethyl-5-(4-fluorobutyl)-1,3-diazinane-2,4,6",-7.329,pathc_v2
"5-butyl-5-prop-1-enyl-1,3-diazinane-2,4,6-tri",-7.324,pathc_v2
"6-(1,3-dioxoisoindol-2-yl)hexaneperoxoic acid",-7.323,glutarimide
"5-pent-2-enyl-5-propyl-1,3-diazinane-2,4,6-tr",-7.323,pathc_v2
MASOPROCOL,-7.322,docking_round5b_results.csv
"3-[(3-chlorophenyl)methyl]piperidine-2,6-dione",-7.322,glutarimide
"5-(2-methylpropyl)-5-(1,1,2,3,3-pentadeuterio",-7.32,pathc_v2
N-(2-chloroacetyl)-4-phenylbutanamide,-7.319,glutarimide
"3-[(2,5-dioxo-1-propylpyrrolidin-3-yl)amino]-1-met",-7.319,glutarimide
"3-amino-2-bromo-6-fluoronaphthalene-1,4-dione",-7.319,glutarimide
"3-(4-ethyl-2,3-difluorophenyl)piperidine-2,6-dione",-7.318,glutarimide
"1-bromo-5,5-diethyl-1,3-diazinane-2,4,6-trion",-7.316,pathc_v2
"3-[[(E)-2-methylbut-2-enyl]amino]piperidine-2,6-di",-7.314,glutarimide
"(Z)-3-amino-1,3-diphenylprop-2-en-1-one",-7.313,glutarimide
"5-ethyl-5-[(2E)-penta-2,4-dien-2-yl]-1,3-diaz",-7.312,pathc_v2
"4-methylisoindole-1,3-dione",-7.311,glutarimide
3-[[2-(fluoromethyl)-3-methylbut-2-enyl]amino]pipe,-7.311,glutarimide
"7,9-diazaspiro[4.5]decane-6,8,10-trione",-7.309,pathc_v2
5-(cyclopenten-1-yl)-1-methyl-5-prop-2-enyl-1,-7.308,pathc_v2
"5-benzyl-5-prop-1-en-2-yl-1,3-diazinane-2,4,6",-7.306,pathc_v2
"2-(2-chloroethyl)isoindole-1,3-dione",-7.306,glutarimide
3-chloro-3-[[3-(trifluoromethyl)phenyl]methyl]pipe,-7.305,glutarimide
"4-(3-tert-butylphenyl)piperidine-2,6-dione",-7.303,glutarimide
"5-methyl-5-(3-methylbutyl)-1,3-diazinane-2,4,",-7.302,pathc_v2
"3-[(2,5-dioxo-1-propylpyrrolidin-3-yl)amino]piperi",-7.3,glutarimide
"3-aminonaphthalene-1,2-dione",-7.298,glutarimide
"2-(1,3-dioxoisoindol-2-yl)pentanedioic acid",-7.298,glutarimide
"5-phenyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.297,pathc_v2
"5-ethyl-5-penta-2,4-dien-2-yl-1,3-diazinane-2",-7.297,pathc_v2
"5-(2-prop-1-en-2-ylpenta-2,4-dienyl)-1,3-diaz",-7.297,pathc_v2
"2-(2,6-dioxopiperidin-1-yl)propanediamide",-7.297,glutarimide
"5-(3,3-dimethylbutyl)-5-ethyl-1,3-diazinane-2",-7.295,pathc_v2
"5-(3,3-dimethylbutan-2-yl)-5-ethyl-1,3-diazin",-7.294,pathc_v2
"5,5-diethyl-1-methyl-1,3-diazinane-2,4,6-trio",-7.294,pathc_v2
2-[3-fluoro-2-(2-fluorophenyl)phenyl]acetamide,-7.293,glutarimide
1-[3-fluoro-5-(trifluoromethyl)phenyl]-3-azabicycl,-7.293,glutarimide
PHENACEMIDE,-7.292,docking_batch_results.csv
"5,5-diethyl-1,3-dihydroxy-1,3-diazinane-2,4,6",-7.292,pathc_v2
N-tert-butyl-3-phenylpropanamide,-7.289,glutarimide
"9-cyclohex-3-en-1-yl-7,9-diazaspiro[4.5]decan",-7.288,pathc_v2
"5-ethyl-5-(2-ethylbutyl)-1,3-diazinane-2,4,6-",-7.287,pathc_v2
"1-amino-3-ethyl-3-phenylpiperidine-2,6-dione",-7.286,pathc_v2
"5-(2,2-dimethylpropyl)-5-(2-methylpropyl)-1,3",-7.283,pathc_v2
N-acetyl-3-phenylpropanamide,-7.281,glutarimide
2-(3-oxo-1H-isoindol-2-yl)acetic acid,-7.276,glutarimide
"4-phenylpiperidine-2,6-dione",-7.276,pathc_v2
"3-[(2-chloro-3-fluorophenyl)methyl]piperidine-2,6-",-7.276,glutarimide
"4-(1,3-dioxoisoindol-2-yl)butanenitrile",-7.268,glutarimide
"3-(5-oxo-2H-pyrrol-1-yl)piperidine-2,6-dione",-7.267,glutarimide
"(2S)-4-(2,4-difluorophenyl)-2-methyl-N-propanoylbu",-7.267,glutarimide
N-carbamoyl-2-chloro-2-phenylacetamide,-7.266,glutarimide
ETHACRYNIC ACID,-7.266,fda_leftover
"1,5-dimethyl-5-propan-2-yl-1,3-diazinane-2,4,",-7.265,pathc_v2
"5-ethyl-5-phenacyl-1,3-diazinane-2,4,6-trione",-7.265,pathc_v2
4-(4-fluorophenyl)piperidine-4-carboxamide,-7.263,pathc_v2
"3-amino-1,3-diphenylprop-2-en-1-one",-7.261,glutarimide
"5-pentan-3-yl-1,3-diazinane-2,4,6-trione",-7.26,pathc_v2
"5-[(E)-2-methylbut-2-enyl]-5-prop-2-enyl-1,3-",-7.257,pathc_v2
"4-(4-cyclohexylbutylamino)naphthalene-1,2-dione",-7.256,glutarimide
Biotin_Sulfone,-7.255,screening_master_results.csv
3-methyl-2H-isoquinolin-1-one,-7.251,glutarimide
"5,5-diethyl-(211C)1,3-diazinane-2,4,6-trione",-7.251,pathc_v2
"2-chloro-3-pyrrolidin-1-ylnaphthalene-1,4-dione",-7.25,glutarimide
"5,5-diethyl-1,3-diazinane-2,4,6-trione",-7.245,pathc_v2
"3-(4-oxo-6H-pyrrolo[3,4-c]pyrrol-2-ium-5-yl)piperi",-7.244,glutarimide
SECOBARBITAL,-7.243,screening_master_results.csv
3-phenyl-6-sulfanylidenepiperidin-2-one,-7.243,glutarimide
"5-benzyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.243,pathc_v2
3-oxo-2-propyl-1H-isoindole-4-carboxamide,-7.241,glutarimide
"5-ethyl-5-(3-fluoropropyl)-1,3-diazinane-2,4,",-7.24,pathc_v2
"3-benzylpyrrolidine-2,5-dione",-7.239,glutarimide
2-benzyl-N-carbamoylbutanamide,-7.236,pathc_v2
"N-(1,4-dioxonaphthalen-2-yl)pentanamide",-7.235,glutarimide
"5,5-diethyl-2-imino-1,3-diazinane-4,6-dione",-7.235,pathc_v2
"2,2-bis(2-fluorophenyl)-2-(4-fluorophenyl)acetamid",-7.234,glutarimide
DICLOFENAC,-7.232,docking_batch_results.csv
"2-amino-9aH-anthracene-1,9,10-trione",-7.231,glutarimide
"2-(3-methylbut-2-enyl)isoindole-1,3-dione",-7.229,glutarimide
"5-[(E)-but-2-en-2-yl]-5-propyl-1,3-diazinane-",-7.228,pathc_v2
3-(2-methylphenyl)-3-oxopropanamide,-7.228,glutarimide
(E)-N-carbamoyl-2-phenylbut-2-enamide,-7.227,pathc_v2
"naphthalene-1,2-dione",-7.226,glutarimide
"5-pentan-3-yl-5-propyl-1,3-diazinane-2,4,6-tr",-7.225,pathc_v2
N-(2-chloroethyl)-2-phenylacetamide,-7.221,glutarimide
"5-but-2-en-2-yl-5-butyl-1,3-diazinane-2,4,6-t",-7.216,pathc_v2
1-[2-(2-aminoacetyl)phenyl]heptan-1-one,-7.216,glutarimide
CICLOPIROX,-7.213,screening_master_results.csv
"5-methyl-5-propyl-1,3-diazinane-2,4,6-trione",-7.212,pathc_v2
"3-(2,5-dioxopyrrol-1-yl)-1-methylpiperidine-2,6-di",-7.209,glutarimide
"(Z)-2-amino-1,3-diphenylprop-2-en-1-one",-7.209,glutarimide
3-ethyl-4-(5-oxopyrrolidine-2-carbonyl)piperazine-,-7.207,glutarimide
"5,5-diacetyl-1,3-diazinane-2,4-dione",-7.207,pathc_v2
"3-(2-fluoro-4-methylphenyl)piperidine-2,6-dio",-7.206,pathc_v2
"5-butyl-5-[(E)-prop-1-enyl]-1,3-diazinane-2,4",-7.205,pathc_v2
"3-(3,4-dimethylidene-2-oxopyrrolidin-1-yl)piperidi",-7.204,glutarimide
"2-(4-oxopentyl)isoindole-1,3-dione",-7.204,glutarimide
"5-[(E)-pent-2-en-2-yl]-5-propyl-1,3-diazinane",-7.202,pathc_v2
"5-(2-methylpropyl)-5-phenyl-1,3-diazinane-2,4",-7.201,pathc_v2
"5,5,6,6-tetramethyl-1,3-diazinane-2,4-dione",-7.2,pathc_v2
RUFINAMIDE,-7.2,screening_master_results.csv
"N-(3,4-dioxonaphthalen-1-yl)propanamide",-7.199,glutarimide
DEXKETOPROFEN,-7.198,docking_round5b_results.csv
N-(2-amino-2-oxoethyl)-2-(2-fluorophenyl)-2-methyl,-7.197,glutarimide
"N,N'-dicarbamoyl-2-(1-phenylethyl)propanediam",-7.195,pathc_v2
"5,5-diethyl-2-methylidene-1,3-diazinane-4,6-d",-7.195,pathc_v2
"5-butyl-5-ethyl-1,3-diazinane-2,4,6-trione",-7.195,pathc_v2
"2-[bis(2-chloroethyl)amino]naphthalene-1,4-dione",-7.193,glutarimide
"5-(difluoromethyl)-5-phenyl-1,3-diazinane-2,4,6-tr",-7.193,glutarimide
"2-(hydroxymethyl)isoindole-1,3-dione",-7.192,glutarimide
(2R)-2-(4-fluorophenyl)pent-4-enamide,-7.192,glutarimide
METHSUXIMIDE,-7.191,screening_master_results.csv
ACORAMIDIS,-7.19,docking_round5b_results.csv
"2-methylisoindole-1,3-dione",-7.19,glutarimide
2-[5-[(4-fluorophenyl)methylamino]pentyl]isoindole,-7.189,glutarimide
"1-ethyl-4-phenylpiperidine-2,6-dione",-7.186,pathc_v2
"2-butylisoindole-1,3-dione",-7.185,glutarimide
(E)-N'-(2-phenylacetyl)but-2-enediamide,-7.182,glutarimide
"methyl 5-(1,3-dioxoisoindol-2-yl)-4-oxopentanoate",-7.181,glutarimide
"5-ethyl-1-methyl-5-(3-methylbut-2-enyl)-1,3-d",-7.18,pathc_v2
"5-(4-aminobutyl)-5-phenyl-1,3-diazinane-2,4,6",-7.178,pathc_v2
"3-[3,4-bis(ethenyl)-2,5-dioxopyrrol-1-yl]piperidin",-7.177,glutarimide
"3-[(2,5-dioxopyrrolidin-3-yl)amino]-1-methylpiperi",-7.176,glutarimide
"7-phenyl-7a-(trifluoromethyl)-3aH-isoindole-1,3-di",-7.176,glutarimide
(Z)-2-amino-1-(4-fluorophenyl)but-2-en-1-one,-7.176,glutarimide
"2-(chloromethyl)isoindole-1,3-dione",-7.174,glutarimide
"5-pentyl-5-phenyl-1,3-diazinane-2,4,6-trione",-7.168,pathc_v2
1-(4-fluorophenyl)cyclopropane-1-carboxamide,-7.168,glutarimide
"5-methyl-5-prop-2-ynyl-1,3-diazinane-2,4,6-tr",-7.167,pathc_v2
3-(4-ethenyl-2-methyl-5-oxo-2H-pyrrol-1-yl)piperid,-7.166,glutarimide
"2-(1,3-dioxoisoindol-2-yl)acetaldehyde",-7.166,glutarimide
"5-(3,3-dimethylbutan-2-yl)-5-methyl-1,3-diazi",-7.164,pathc_v2
"3,3-difluoro-3-phenylpropanamide",-7.163,glutarimide
"diethyl 2-(1,3-dioxoisoindol-2-yl)propanedioate",-7.163,glutarimide
