name,best_affinity,all_affinities
MITOTANE,-5.369,"[-5.369, -5.084, -4.835, -4.592, -4.389, 0.0, 1.0, 10.0, 16.0]"
ANTAZOLINE,-5.357,"[-5.357, -5.228, -3.69, -2.25, 0.0, 1.0, 5.924, 10.0, 16.0]"
ALLOPURINOL,-5.355,"[-5.355, -5.335, -5.334, -5.265, -5.233, 0.0, 1.0, 10.0, 16.0]"
ALTRETAMINE,-5.35,"[-5.35, -5.339, -5.33, -5.295, 0.0, 1.0, 10.0, 16.0]"
TISOPURINE,-5.348,"[-5.348, -5.242, -5.122, -5.098, -4.967, 0.0, 1.0, 10.0, 16.0]"
MILRINONE,-5.336,"[-5.336, -5.236, -4.948, -4.911, -4.686, 0.0, 1.0, 10.0, 16.0]"
CAFFEINE,-5.329,"[-5.329, -5.307, -4.773, -4.692, -4.676, 0.0, 1.0, 10.0, 16.0]"
METHAZOLAMIDE,-5.324,"[-5.324, -5.133, -4.553, -4.407, -3.951, 0.0, 1.0, 10.0, 16.0]"
BETAXOLOL,-5.32,"[-5.32, -4.603, -4.075, -3.976, -3.935, 0.0, 1.0, 10.0, 16.0]"
CIPROFIBRATE,-5.315,"[-5.315, -5.008, -4.558, -4.539, -3.512, 0.0, 1.0, 10.0, 16.0]"
LAMIVUDINE,-5.313,"[-5.313, -5.293, -5.186, -4.325, -4.267, 0.0, 1.0, 10.0, 16.0]"
FLUCYTOSINE,-5.3,"[-5.3, -5.197, -5.064, -4.856, -4.849, 0.0, 1.0, 10.0, 16.0]"
MIGALASTAT,-5.29,"[-5.29, -5.187, -5.148, -5.11, -4.94, 0.0, 1.0, 10.0, 16.0]"
FLUCICLOVINE F18,-5.285,"[-5.285, -5.104, -5.096, -5.009, -4.894, 0.0, 1.0, 10.0, 16.0]"
FLUCICLOVINE,-5.283,"[-5.283, -5.112, -5.029, -4.953, -4.856, 0.0, 1.0, 10.0, 16.0]"
BROXYQUINOLINE,-5.282,"[-5.282, -5.159, -5.096, -5.042, -4.896, 0.0, 1.0, 10.0, 16.0]"
MERCAPTOPURINE ANHYDROUS,-5.252,"[-5.252, -5.119, -5.074, -4.954, -4.793, 0.0, 1.0, 10.0, 16.0]"
ISOSORBIDE,-5.239,"[-5.239, -5.064, -5.013, -4.972, -4.817, 0.0, 1.0, 10.0, 16.0]"
DESVENLAFAXINE,-5.237,"[-5.237, -4.643, -4.435, -4.405, -4.011, 0.0, 1.0, 10.0, 16.0]"
CHLORMEZANONE,-5.227,"[-5.227, -4.75, -4.007, -3.684, -2.844, 0.0, 1.0, 10.0, 16.0]"
TERTATOLOL,-5.212,"[-5.212, -4.449, -4.333, -4.006, -3.982, 0.0, 1.0, 10.0, 16.0]"
LORCASERIN,-5.201,"[-5.201, -5.013, -4.46, -4.431, -4.252, 0.0, 1.0, 10.0, 16.0]"
ESLICARBAZEPINE,-5.201,"[-5.201, -5.075, -4.934, -4.543, -4.436, 0.0, 1.0, 10.0, 16.0]"
BETAHISTINE,-5.196,"[-5.196, -5.088, -5.052, -4.949, -4.882, 0.0, 1.0, 10.0, 16.0]"
CARBIMAZOLE,-5.193,"[-5.193, -4.899, -4.866, -4.731, -4.704, 0.0, 1.0, 10.0, 16.0]"
DYCLONINE,-5.184,"[-5.184, -4.587, -4.312, -4.232, -3.914, 0.0, 1.0, 10.0, 16.0]"
NIACIN,-5.181,"[-5.181, -5.117, -5.114, -5.095, -5.082, 0.0, 1.0, 10.0, 16.0]"
PIRPROFEN,-5.176,"[-5.176, -3.884, -3.867, -3.122, -2.659, 0.0, 1.0, 10.0, 16.0]"
PHENINDIONE,-5.159,"[-5.159, -4.707, -4.617, -4.593, -3.989, 0.0, 1.0, 10.0, 16.0]"
ARTICAINE,-5.109,"[-5.109, -4.83, -4.753, -4.572, -4.159, 0.0, 1.0, 10.0, 16.0]"
FURAZOLIDONE,-5.091,"[-5.091, -4.576, -4.442, -3.597, -3.413, 0.0, 1.0, 10.0, 16.0]"
BUFLOMEDIL,-5.087,"[-5.087, -4.961, -4.876, -4.673, -4.074, 0.0, 1.0, 10.0, 16.0]"
MYCOPHENOLIC ACID,-5.087,"[-5.087, -3.918, -3.233, -3.232, -2.872, 0.0, 1.0, 10.0, 16.0]"
RANITIDINE,-5.074,"[-5.074, -4.711, -4.684, -4.636, -4.507, 0.0, 1.0, 10.0, 16.0]"
CHLOPHEDIANOL,-5.061,"[-5.061, -4.999, -4.041, -3.952, -3.906, 0.0, 1.0, 10.0, 16.0]"
AMINOCAPROIC ACID,-5.059,"[-5.059, -4.968, -4.744, -4.568, -4.49, 0.0, 1.0, 10.0, 16.0]"
PENTOXIFYLLINE,-5.056,"[-5.056, -4.983, -4.128, -4.065, -3.976, 0.0, 1.0, 10.0, 16.0]"
ALBENDAZOLE,-5.049,"[-5.049, -3.93, -3.293, -1.491, -0.83, 0.0, 1.0, 10.0, 16.0]"
ERDOSTEINE,-5.044,"[-5.044, -4.464, -4.319, -4.301, -4.204, 0.0, 1.0, 10.0, 16.0]"
CLIOQUINOL,-5.032,"[-5.032, -4.807, -4.619, -4.507, -4.432, 0.0, 1.0, 10.0, 16.0]"
LEVOBETAXOLOL,-5.03,"[-5.03, -4.542, -4.271, -3.979, -3.831, 0.0, 1.0, 10.0, 16.0]"
TOLMETIN,-5.03,"[-5.03, -4.352, -4.346, -3.817, -3.057, 0.0, 1.0, 10.0, 16.0]"
PITOLISANT,-5.028,"[-5.028, -4.737, -4.725, -4.697, -4.333, 0.0, 1.0, 10.0, 16.0]"
NITROFURANTOIN,-5.019,"[-5.019, -4.305, -4.257, -4.182, -4.041, 0.0, 1.0, 10.0, 16.0]"
PYRAZINAMIDE,-5.002,"[-5.002, -4.933, -4.788, -4.765, -4.63, 0.0, 1.0, 10.0, 16.0]"
ACETAZOLAMIDE,-5.002,"[-5.002, -4.66, -4.545, -4.222, -3.956, 0.0, 1.0, 10.0, 16.0]"
FORMOTEROL,-4.997,"[-4.997, -4.572, -4.571, -4.349, -4.269, 0.0, 1.0, 10.0, 16.0]"
NEFOPAM,-4.975,"[-4.975, -4.497, -3.847, -3.727, -3.351, 0.0, 1.0, 10.0, 16.0]"
METHENAMINE,-4.971,"[-4.971, -4.96, -4.934, -4.924, -4.91, 0.0, 1.0, 10.0, 16.0]"
METHADONE,-4.958,"[-4.958, -4.507, -3.856, -3.023, -1.304, 0.0, 1.0, 10.0, 16.0]"
ORPHENADRINE,-4.956,"[-4.956, -4.092, -4.079, -3.753, -3.663, 0.0, 1.0, 10.0, 16.0]"
DOXYLAMINE,-4.916,"[-4.916, -4.814, -4.516, -4.356, -4.041, 0.0, 1.0, 10.0, 16.0]"
PRAMOXINE,-4.915,"[-4.915, -4.509, -3.735, -3.049, -3.008, 0.0, 1.0, 10.0, 16.0]"
BRIMONIDINE,-4.908,"[-4.908, -4.592, -3.51, -2.565, -2.422, 0.0, 1.0, 10.0, 16.0]"
METHAPYRILENE,-4.908,"[-4.908, -4.639, -4.601, -4.343, -4.208, 0.0, 1.0, 10.0, 16.0]"
FEXINIDAZOLE,-4.897,"[-4.897, -4.703, -4.65, -3.847, -3.579, 0.0, 1.0, 10.0, 16.0]"
EMTRICITABINE,-4.856,"[-4.856, -4.558, -4.359, -4.246, -4.061, 0.0, 1.0, 10.0, 16.0]"
ANISINDIONE,-4.841,"[-4.841, -4.211, -3.393, 0.0, 0.114, 0.302, 1.0, 10.0, 16.0]"
GUANETHIDINE,-4.839,"[-4.839, -4.734, -4.398, -4.205, -4.169, 0.0, 1.0, 10.0, 16.0]"
SOTALOL,-4.838,"[-4.838, -4.283, -4.052, -3.1, -2.981, 0.0, 1.0, 10.0, 16.0]"
CLOMETHIAZOLE,-4.806,"[-4.806, -4.734, -4.719, -4.645, -4.589, 0.0, 1.0, 10.0, 16.0]"
FLUINDIONE,-4.78,"[-4.78, -4.46, -4.166, -3.744, -3.02, 0.0, 1.0, 10.0, 16.0]"
BROMFENAC,-4.779,"[-4.779, -4.198, -3.827, -3.332, -3.176, 0.0, 1.0, 10.0, 16.0]"
SUMATRIPTAN,-4.765,"[-4.765, -4.141, -4.019, -3.906, -3.863, 0.0, 1.0, 10.0, 16.0]"
ENOXIMONE,-4.739,"[-4.739, -4.234, -4.042, -3.061, -3.059, 0.0, 1.0, 10.0, 16.0]"
NIALAMIDE,-4.722,"[-4.722, -4.504, -4.434, -4.33, -4.239, 0.0, 1.0, 10.0, 16.0]"
APRACLONIDINE,-4.71,"[-4.71, -4.622, -4.161, -4.029, -3.765, 0.0, 1.0, 10.0, 16.0]"
PYRITHIONE,-4.706,"[-4.706, -4.658, -4.567, -4.362, -4.323, 0.0, 1.0, 10.0, 16.0]"
ARFORMOTEROL,-4.702,"[-4.702, -4.683, -4.647, -4.172, -3.981, 0.0, 1.0, 10.0, 16.0]"
PIPOBROMAN,-4.68,"[-4.68, -3.989, -3.579, -3.489, 0.0, 1.0, 3.177, 10.0, 16.0]"
NATEGLINIDE,-4.661,"[-4.661, -4.138, -4.015, -3.324, -3.122, 0.0, 1.0, 10.0, 16.0]"
FENCLOZIC ACID,-4.645,"[-4.645, -4.14, -4.015, -3.815, -3.176, 0.0, 1.0, 10.0, 16.0]"
FOSFOMYCIN,-4.631,"[-4.631, -4.576, -4.546, -4.356, -4.102, 0.0, 1.0, 10.0, 16.0]"
FLURBIPROFEN,-4.621,"[-4.621, -2.953, -2.941, -1.243, -1.071, 0.0, 1.0, 10.0, 16.0]"
FLOSEQUINAN,-4.561,"[-4.561, -4.447, -3.968, -3.87, -3.835, 0.0, 1.0, 10.0, 16.0]"
LOXOPROFEN,-4.555,"[-4.555, -4.544, -4.186, -2.846, -2.503, 0.0, 1.0, 10.0, 16.0]"
NIZATIDINE,-4.548,"[-4.548, -4.247, -3.999, -3.979, -3.823, 0.0, 1.0, 10.0, 16.0]"
XANTHINOL,-4.546,"[-4.546, -4.329, -4.298, -4.165, -3.594, 0.0, 1.0, 10.0, 16.0]"
METAMIZOLE,-4.492,"[-4.492, -3.019, -2.722, -2.071, 0.0, 1.0, 10.0, 16.0]"
TIZANIDINE,-4.471,"[-4.471, -4.453, -3.98, -3.798, -3.346, 0.0, 1.0, 10.0, 16.0]"
TRICLOSAN,-4.47,"[-4.47, -4.407, -3.744, -2.983, -2.82, 0.0, 1.0, 10.0, 16.0]"
PHENAZOPYRIDINE,-4.445,"[-4.445, -3.602, -2.946, -2.692, -1.898, 0.0, 1.0, 10.0, 16.0]"
CYCLIZINE,-4.445,"[-4.445, -4.04, -4.031, -3.553, -3.093, 0.0, 1.0, 10.0, 16.0]"
DEXCHLORPHENIRAMINE,-4.438,"[-4.438, -3.865, -3.835, -3.8, -3.344, 0.0, 1.0, 10.0, 16.0]"
PENTOLINIUM,-4.399,"[-4.399, -4.349, -4.249, -4.228, -4.136, 0.0, 1.0, 10.0, 16.0]"
DANTHRON,-4.389,"[-4.389, -4.276, -4.253, -3.755, -3.739, 0.0, 1.0, 10.0, 16.0]"
TRIMETAZIDINE,-4.378,"[-4.378, -3.572, -3.508, -3.152, -2.66, 0.0, 1.0, 10.0, 16.0]"
NIFURTIMOX,-4.372,"[-4.372, -3.554, -3.125, -0.741, 0.0, 1.0, 1.581, 10.0, 16.0]"
NORTRIPTYLINE,-4.351,"[-4.351, -4.302, -3.224, -2.967, -2.684, 0.0, 1.0, 10.0, 16.0]"
TAUROLIDINE,-4.35,"[-4.35, -3.746, -3.657, -3.406, -2.904, 0.0, 1.0, 10.0, 16.0]"
ESFLURBIPROFEN,-4.336,"[-4.336, -4.025, 0.0, 1.0, 10.0, 16.0]"
HALOTHANE,-4.32,"[-4.32, -4.296, -4.26, -4.259, -4.188, 0.0, 1.0, 10.0, 16.0]"
EMEPRONIUM,-4.303,"[-4.303, -4.1, -3.778, -3.598, -2.994, 0.0, 1.0, 10.0, 16.0]"
ZOMEPIRAC,-4.281,"[-4.281, -4.208, -3.842, -3.447, -3.433, 0.0, 1.0, 10.0, 16.0]"
CHLORPHENIRAMINE,-4.219,"[-4.219, -4.187, -4.167, -3.675, 0.0, 1.0, 10.0, 16.0]"
TRIDIHEXETHYL,-4.2,"[-4.2, -4.192, 0.0, 0.978, 1.0, 1.221, 10.0, 16.0, 42.93]"
DEXBROMPHENIRAMINE,-4.186,"[-4.186, -2.685, -2.457, -2.392, -2.323, 0.0, 1.0, 10.0, 16.0]"
AMINOPYRINE,-4.171,"[-4.171, -3.205, -2.829, -2.704, -2.583, 0.0, 1.0, 10.0, 16.0]"
LEVAMISOLE,-4.157,"[-4.157, -3.374, -3.349, -3.07, -3.046, 0.0, 1.0, 10.0, 16.0]"
DIETHYLCARBAMAZINE,-4.124,"[-4.124, -3.951, -3.762, -3.487, -3.363, 0.0, 1.0, 10.0, 16.0]"
DIFEMERINE,-4.108,"[-4.108, -3.954, -3.532, -0.787, 0.0, 1.0, 1.918, 10.0, 16.0]"
CARBINOXAMINE,-4.096,"[-4.096, -3.996, -3.826, -3.389, -2.498, 0.0, 1.0, 10.0, 16.0]"
2-MERCAPTOETHANESULFONIC ACID,-4.001,"[-4.001, -3.967, -3.869, -3.865, -3.628, 0.0, 1.0, 10.0, 16.0]"
CYSTEINE,-3.99,"[-3.99, -3.9, -3.864, -3.819, -3.627, 0.0, 1.0, 10.0, 16.0]"
MAVACAMTEN,-3.942,"[-3.942, -3.907, -3.188, -3.101, -2.052, 0.0, 1.0, 10.0, 16.0]"
DAPSONE,-3.906,"[-3.906, -3.509, -3.505, -2.897, 0.0, 1.0, 10.0, 12.81, 16.0]"
OXYMETAZOLINE,-3.901,"[-3.901, -3.392, -2.798, -2.681, -2.486, 0.0, 1.0, 10.0, 16.0]"
ABAMETAPIR,-3.875,"[-3.875, -3.867, -3.799, -3.741, -3.64, 0.0, 1.0, 10.0, 16.0]"
APOMORPHINE,-3.873,"[-3.873, -2.298, -2.192, -1.272, -0.685, 0.0, 1.0, 10.0, 16.0]"
PROPYPHENAZONE,-3.848,"[-3.848, -3.828, -3.676, -3.006, -0.974, 0.0, 1.0, 10.0, 16.0]"
XYLOMETAZOLINE,-3.815,"[-3.815, -3.712, -1.223, 0.0, 1.0, 10.0, 16.0, 38.33]"
MAZINDOL,-3.767,"[-3.767, -3.308, -2.766, -2.27, 0.0, 0.745, 1.0, 10.0, 16.0]"
TOLRESTAT,-3.697,"[-3.697, -2.156, -1.928, -1.374, 0.0, 1.0, 1.645, 10.0, 16.0]"
BITHIONOL,-3.691,"[-3.691, -3.523, -2.711, -2.604, -2.552, 0.0, 1.0, 10.0, 16.0]"
TOLAZAMIDE,-3.499,"[-3.499, -2.631, -1.838, -1.575, -1.119, 0.0, 1.0, 10.0, 16.0]"
PYRANTEL,-3.467,"[-3.467, -2.724, -2.595, -2.051, -1.682, 0.0, 1.0, 10.0, 16.0]"
OXAMNIQUINE,-3.463,"[-3.463, -2.827, -2.155, -1.22, -0.707, 0.0, 1.0, 10.0, 16.0]"
DIAMTHAZOLE,-3.394,"[-3.394, -3.104, -2.449, -1.561, -1.017, 0.0, 1.0, 10.0, 16.0]"
EXIFONE,-3.354,"[-3.354, -3.212, -3.196, -3.066, 0.0, 0.237, 1.0, 10.0, 16.0]"
METABROMSALAN,-3.078,"[-3.078, -2.544, -2.028, -0.601, 0.0, 1.0, 10.0, 16.0, 37.64]"
LEVOBUPIVACAINE,-3.047,"[-3.047, -3.022, -2.904, -2.273, -1.449, 0.0, 1.0, 10.0, 16.0]"
BUPIVACAINE,-2.952,"[-2.952, -2.835, -2.82, -2.404, -2.335, 0.0, 1.0, 10.0, 16.0]"
ZIMELDINE,-2.951,"[-2.951, -1.167, -0.609, -0.56, -0.31, 0.0, 1.0, 10.0, 16.0]"
FENOLDOPAM,-2.932,"[-2.932, -2.597, -2.125, -2.038, -0.964, 0.0, 1.0, 10.0, 16.0]"
BROMPHENIRAMINE,-2.884,"[-2.884, -2.775, -2.763, -2.672, -2.422, 0.0, 1.0, 10.0, 16.0]"
SULFUR,-2.692,"[-2.692, -2.673, -2.657, -2.528, -2.521, 0.0, 1.0, 10.0, 16.0]"
CANNABIDIOL,-2.639,"[-2.639, -2.409, -1.956, -0.524, 0.0, 0.526, 1.0, 10.0, 16.0]"
MEPIVACAINE,-2.572,"[-2.572, -2.301, -2.246, -2.115, -1.985, 0.0, 1.0, 10.0, 16.0]"
ROPIVACAINE,-2.459,"[-2.459, -2.396, -2.095, -2.071, -2.012, 0.0, 1.0, 10.0, 16.0]"
ANASTROZOLE,-2.091,"[-2.091, -1.977, -1.973, 0.0, 1.0, 4.078, 4.079, 10.0, 16.0]"
TERBINAFINE,-1.863,"[-1.863, -1.684, -1.558, -1.393, -1.212, 0.0, 1.0, 10.0, 16.0]"
TAPINAROF,-1.511,"[-1.511, -1.44, 0.0, 1.0, 2.582, 3.163, 5.168, 10.0, 16.0]"
VADADUSTAT,-0.944,"[-0.944, -0.168, 0.0, 1.0, 2.128, 3.112, 10.0, 16.0, 29.87]"
NORFLOXACIN,-0.353,"[-0.353, -0.005, 0.0, 0.511, 0.964, 1.0, 1.276, 10.0, 16.0]"
LIOTHYRONINE,-0.148,"[-0.148, 0.0, 0.084, 1.0, 4.009, 5.409, 5.934, 10.0, 16.0]"
OLSALAZINE,-0.085,"[-0.085, 0.0, 0.09, 0.747, 0.849, 1.0, 1.358, 10.0, 16.0]"
"3,3',4',5-TETRACHLOROSALICYLANILIDE",0.0,"[0.0, 1.0, 1.301, 1.765, 1.887, 2.409, 4.368, 10.0, 16.0]"
TEGASEROD,0.0,"[0.0, 1.0, 1.507, 1.581, 2.565, 3.136, 10.0, 16.0]"
EPALRESTAT,0.0,"[0.0, 1.0, 2.973, 3.829, 4.823, 5.351, 10.0, 16.0, 17.25]"
HYDROXYSTILBAMIDINE,0.0,"[0.0, 1.0, 10.0, 10.7, 16.0]"
