name,smiles,ml_score
ESMOLOL,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,-4.4326182115514
PHENYTOIN,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-4.432207782832929
SUPROFEN,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,-4.429375772384039
CARBIDOPA ANHYDROUS,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,-4.427648637098679
SOTALOL HYDROCHLORIDE,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,-4.427197045554681
ETHAMBUTOL,CC[C@@H](CO)NCCN[C@@H](CC)CO,-4.426255444479105
ETHAMBUTOL HYDROCHLORIDE,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,-4.425440031541377
SULFACARBAMIDE,NC(=O)NS(=O)(=O)c1ccc(N)cc1,-4.425015677050713
TRICLOFOS,O=P(O)(O)OCC(Cl)(Cl)Cl,-4.424413607252934
ENFLURANE,FC(F)OC(F)(F)C(F)Cl,-4.421443050370479
VALPROATE SODIUM,CCCC(CCC)C(=O)[O-].[Na+],-4.420970656599509
TROMETHAMINE,NC(CO)(CO)CO,-4.419940048507922
DESFLURANE,FC(F)OC(F)C(F)(F)F,-4.41872074443258
METHOHEXITAL SODIUM,C=CCC1(C(C)C#CCC)C(=O)N=C([O-])N(C)C1=O.[Na+],-4.418121571871734
MECHLORETHAMINE,CN(CCCl)CCCl,-4.412755868931683
MAFENIDE ACETATE,CC(=O)O.NCc1ccc(S(N)(=O)=O)cc1,-4.411213419046271
ISOFLURANE,FC(F)OC(Cl)C(F)(F)F,-4.409471079617233
HALOPROGIN,Clc1cc(Cl)c(OCC#CI)cc1Cl,-4.407521024292298
TRICHLOROETHANE,CC(Cl)(Cl)Cl,-4.407407362946144
ARBUTAMINE,Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,-4.40052457049647
IPRONIAZID,CC(C)NNC(=O)c1ccncc1,-4.393877192607205
MECHLORETHAMINE HYDROCHLORIDE,CN(CCCl)CCCl.Cl,-4.390261552645969
METHOXYFLURANE,COC(F)(F)C(Cl)Cl,-4.377258429773328
PIRBUTEROL,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,-4.375989122959186
RISEDRONIC ACID,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,-4.36539003364182
ETHCHLORVYNOL,C#CC(O)(/C=C/Cl)CC,-4.365013668722697
ZOLEDRONIC ACID,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,-4.36300010055048
CHLOROPROCAINE HYDROCHLORIDE,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl,-4.362206249702135
TETRACAINE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,-4.36101517882278
DECAMETHONIUM,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,-4.36096594443739
DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,-4.36002436426049
SULFACETAMIDE,CC(=O)NS(=O)(=O)c1ccc(N)cc1,-4.359825360811831
DEXMEDETOMIDINE HYDROCHLORIDE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C.Cl,-4.357752734371741
CARBAMAZEPINE,NC(=O)N1c2ccccc2C=Cc2ccccc21,-4.356307454342487
ISOMETHEPTENE,CNC(C)CCC=C(C)C,-4.356077552869364
PHENAZOPYRIDINE HYDROCHLORIDE,Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1,-4.351990706755583
CAPSAICIN,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,-4.351247137150565
HISTAMINE PHOSPHATE,NCCc1c[nH]cn1.O=P(O)(O)O.O=P(O)(O)O,-4.350221092100144
TOLBUTAMIDE,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-4.349732569632596
METHYLDOPATE,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,-4.348552353427548
BUTAMBEN,CCCCOC(=O)c1ccc(N)cc1,-4.34012398403336
ESKETAMINE HYDROCHLORIDE,CN[C@]1(c2ccccc2Cl)CCCCC1=O.Cl,-4.334985693626092
KETAMINE HYDROCHLORIDE,CNC1(c2ccccc2Cl)CCCCC1=O.Cl,-4.334985693626092
ETHAMSYLATE,CCNCC.O=S(=O)(O)c1cc(O)ccc1O,-4.330634307801979
OXYMETAZOLINE HYDROCHLORIDE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,-4.329138355038782
BROMODIPHENHYDRAMINE,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,-4.326573628906648
MASOPROCOL,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,-4.324392645919085
ROPINIROLE HYDROCHLORIDE,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,-4.321844582292086
DIENESTROL,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,-4.320901390058878
METHYLDOPATE HYDROCHLORIDE,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,-4.319442665584412
PENBUTOLOL,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,-4.319050641330058
PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1,-4.317644643007049
TOLBUTAMIDE SODIUM,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1.[Na+],-4.317524057792263
GEMFIBROZIL,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,-4.312256537736901
PERFLENAPENT,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.307207414960576
NICORANDIL,O=C(NCCO[N+](=O)[O-])c1cccnc1,-4.3051649571331
MOXISYLYTE,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,-4.302999394442789
PRAMIPEXOLE DIHYDROCHLORIDE,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O,-4.299409447231694
LEVOBUNOLOL HYDROCHLORIDE,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl,-4.297690499814697
PIFOXIME,C/C(=N\O)c1ccc(OCC(=O)N2CCCCC2)cc1,-4.296227714150659
DEXRAZOXANE HYDROCHLORIDE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl,-4.290135476331093
MIGALASTAT HYDROCHLORIDE,Cl.OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,-4.289570815433462
THIAMYLAL SODIUM,C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+],-4.288785813565179
THIOPENTAL SODIUM,CCCC(C)C1(CC)C(=O)[N-]C(=S)NC1=O.[Na+],-4.287030563183596
SECOBARBITAL SODIUM,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+],-4.28454377229492
PITOLISANT HYDROCHLORIDE,Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,-4.276913380246784
TRIMETAZIDINE DIHYDROCHLORIDE,COc1ccc(CN2CCNCC2)c(OC)c1OC.Cl.Cl,-4.274578316309105
ECHOTHIOPHATE,CCOP(=O)(OCC)SCC[N+](C)(C)C,-4.269371733843236
IOFETAMINE HYDROCHLORIDE I 123,CC(C)NC(C)Cc1ccc([123I])cc1.Cl,-4.263190887718479
TIZANIDINE HYDROCHLORIDE,Cl.Clc1ccc2nsnc2c1NC1=NCCN1,-4.262672460791976
ISOFLUROPHATE,CC(C)OP(=O)(F)OC(C)C,-4.2618654101707305
DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.252920067696906
NAPHAZOLINE HYDROCHLORIDE,Cl.c1ccc2c(CC3=NCCN3)cccc2c1,-4.251350937737876
FINGOLIMOD,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,-4.2489963466804985
ROPIVACAINE HYDROCHLORIDE,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,-4.248356584754112
PRAMOXINE HYDROCHLORIDE,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl,-4.24814373799418
GUANETHIDINE MONOSULFATE,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,-4.2476391123569694
PENTOBARBITAL SODIUM,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],-4.247366832485008
ACORAMIDIS,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,-4.245624056333174
TERODILINE,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,-4.242346303777702
DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.242317146602589
ARTICAINE HYDROCHLORIDE,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl,-4.240372569481313
IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,-4.239144173623189
ETHINAMATE,C#CC1(OC(N)=O)CCCCC1,-4.23811182637855
ETIDOCAINE HYDROCHLORIDE,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl,-4.237489273267241
AMOBARBITAL SODIUM,CCC1(CCC(C)C)C(=O)N=C([O-])NC1=O.[Na+],-4.233987490784739
CETYL ALCOHOL,CCCCCCCCCCCCCCCCO,-4.233511424475792
TETRAHYDROZOLINE HYDROCHLORIDE,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,-4.232102698309482
LODOXAMIDE,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,-4.231338760159384
XYLOMETAZOLINE HYDROCHLORIDE,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,-4.230984115851961
PROBENECID,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,-4.228690631523433
TETRACAINE HYDROCHLORIDE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,-4.228074930038495
MEPTAZINOL HYDROCHLORIDE,CCC1(c2cccc(O)c2)CCCCN(C)C1.Cl,-4.2263895041703705
ETHANOLAMINE OLEATE,CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCO,-4.226344501294033
MEPIVACAINE HYDROCHLORIDE,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,-4.226304067558011
TRANYLCYPROMINE,N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,-4.224767993122721
CARGLUMIC ACID,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,-4.220149600216546
SULFADIAZINE SODIUM,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Na+],-4.217699683265546
BISOPROLOL,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,-4.217183835271667
SULFADICRAMIDE,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1,-4.2138987191346615
SULFAGUANIDINE,N=C(N)NS(=O)(=O)c1ccc(N)cc1,-4.21324105037402
DIVALPROEX SODIUM,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],-4.210627946842765
CARBIDOPA,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,-4.205804355380364
PHENYTOIN SODIUM,O=C1N=C([O-])NC1(c1ccccc1)c1ccccc1.[Na+],-4.203804701000975
GLUCOSAMINE HYDROCHLORIDE,Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,-4.200152105325164
ALENDRONIC ACID,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,-4.1931964796394405
MEPERIDINE HYDROCHLORIDE,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,-4.188632743070333
ESMOLOL HYDROCHLORIDE,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl,-4.183934428609821
CHLOPHEDIANOL HYDROCHLORIDE,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl,-4.181002341518123
MINODRONIC ACID,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,-4.180443037404008
RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,-4.178698859004434
ATOMOXETINE HYDROCHLORIDE,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl,-4.176675734369743
TOLMETIN SODIUM,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.[Na+],-4.172024781311932
BUSULFAN,CS(=O)(=O)OCCCCOS(C)(=O)=O,-4.170359778152629
CARTEOLOL HYDROCHLORIDE,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,-4.168496114709426
ORPHENADRINE HYDROCHLORIDE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,-4.168206347250445
SULOCTIDIL,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,-4.1564289630199545
OCTINOXATE,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,-4.156371757578047
BITHIONOLATE SODIUM,[Na+].[Na+].[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-],-4.1433881822245535
HEXOBARBITAL,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,-4.141720240429882
ANAGRELIDE,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,-4.140491018142946
THEOPHYLLINE GLYCINATE,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)O,-4.138936628572575
MOCLOBEMIDE,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,-4.1372281053366
PAMIDRONIC ACID,NCCC(O)(P(=O)(O)O)P(=O)(O)O,-4.13675879606626
CRISABOROLE,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,-4.130944652326276
TIMOLOL,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,-4.12959093667428
CHLOROTHIAZIDE SODIUM,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],-4.129250373439853
METOCLOPRAMIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-4.126933999157423
MALATHION,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-4.122678503200074
BUPIVACAINE HYDROCHLORIDE,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,-4.119335630906932
LEVOBUPIVACAINE HYDROCHLORIDE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,-4.119335630906932
ARBUTAMINE HYDROCHLORIDE,Cl.Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,-4.099166632248382
PROPANIDID,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,-4.098881458278061
LEVAMISOLE HYDROCHLORIDE,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,-4.098759623966222
ANAGRELIDE HYDROCHLORIDE,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,-4.096707050788665
PROPYLIODONE,CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,-4.095924617502532
PROPOXYPHENE,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,-4.093813024016775
LEVOPROPOXYPHENE,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,-4.093813024016775
VARENICLINE,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,-4.091756465491843
LEVOBETAXOLOL HYDROCHLORIDE,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1.Cl,-4.090543522095117
BETAXOLOL HYDROCHLORIDE,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,-4.090543522095117
TERODILINE HYDROCHLORIDE,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl,-4.088841823519446
AMIFAMPRIDINE PHOSPHATE,Nc1ccncc1N.O=P(O)(O)O,-4.085257931890983
TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,-4.078574971538084
SULFACETAMIDE SODIUM,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.O.[Na+],-4.077764969390883
PROPOXYCAINE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,-4.074938830154285
NEOSTIGMINE METHYLSULFATE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],-4.0709009150793305
NITROGLYCERIN,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-4.069626482998282
CLOBAZAM,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,-4.06954391156384
NEFOPAM HYDROCHLORIDE,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl,-4.0669997705829415
ISOSORBIDE DINITRATE,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],-4.066154523265607
PHENOXYBENZAMINE HYDROCHLORIDE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,-4.058969233239094
PARAMETHADIONE,CCC1(C)OC(=O)N(C)C1=O,-4.058181052095509
THIOTEPA,S=P(N1CC1)(N1CC1)N1CC1,-4.055452352625188
DIBROMSALAN,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,-4.055229473975587
CHLORAMPHENICOL,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-4.05465066071096
PROCAINE,CCN(CC)CCOC(=O)c1ccc(N)cc1,-4.053598261285194
PROCAINE HYDROCHLORIDE,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,-4.053092094618528
PROMETHAZINE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.052603072394881
TRAMADOL,COc1cccc(C2(O)CCCCC2CN(C)C)c1,-4.048893757545534
LEFLUNOMIDE,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,-4.046390003107577
ACEBUTOLOL,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,-4.040034465223594
DEXTROAMPHETAMINE SACCHARATE,C[C@H](N)Cc1ccccc1.O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,-4.037582029034491
METHADONE HYDROCHLORIDE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,-4.036302401438503
TERBINAFINE HYDROCHLORIDE,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl,-4.034777484614991
CHLORPHENOXAMINE,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,-4.031397361506373
PROTRIPTYLINE HYDROCHLORIDE,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,-4.022458552509463
TRIMETHADIONE,CN1C(=O)OC(C)(C)C1=O,-4.021196603857118
PERFLEXANE,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-4.017626283279186
SULFAMETHOXYPYRIDAZINE,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,-4.017345464748661
NICLOSAMIDE,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-4.011707559549094
METHYLHOMATROPINE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,-4.007212461639468
SORIVUDINE,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,-4.006894005459087
NADOLOL,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-4.004661841388966
RANELIC ACID,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,-3.999235325112285
METARAMINOL BITARTRATE,C[C@H](N)[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,-3.999217787477552
AMINOHIPPURIC ACID,Nc1ccc(C(=O)NCC(=O)O)cc1,-3.996312129772546
HEXACHLOROPHENE,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,-3.996211916461428
PROCARBAZINE,CNNCc1ccc(C(=O)NC(C)C)cc1,-3.994276281852792
EMEPRONIUM BROMIDE,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1.[Br-],-3.9920165177433375
SULBACTAM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,-3.989146277907344
BROMAZEPAM,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,-3.9887102269099417
GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,-3.987246002799147
FENOFIBRIC ACID,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,-3.986928380188406
CINOXACIN,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,-3.985561079048563
DESIPRAMINE,CNCCCN1c2ccccc2CCc2ccccc21,-3.983782279488342
SERTRALINE,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,-3.982797535292319
LIOTHYRONINE SODIUM,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],-3.981381350816135
PROCARBAZINE HYDROCHLORIDE,CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,-3.981295885355538
ETIDRONIC ACID,CC(O)(P(=O)(O)O)P(=O)(O)O,-3.980648160676792
OXELADIN,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,-3.979105759439478
METHYLENE BLUE CATION,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,-3.977533189089633
ACETRIZOATE SODIUM,CC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I.O.[Na+],-3.977414613694879
EPINASTINE,NC1=NCC2c3ccccc3Cc3ccccc3N12,-3.976206279176032
OSELTAMIVIR,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,-3.973938104542297
PHENYLEPHRINE BITARTRATE,CNC[C@H](O)c1cccc(O)c1.O=C(O)C(O)C(O)C(=O)O,-3.9738009821383735
TRIDIHEXETHYL CHLORIDE,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],-3.97294753402452
FENSPIRIDE,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,-3.97070602975657
ACETYLCYSTEINE LYSINE,CC(=O)N[C@@H](CS)C(=O)O.NCCCC[C@H](N)C(=O)O,-3.9683845675600176
METIPRANOLOL,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,-3.966752819129564
AVIBACTAM,NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,-3.9627889709354047
ENTACAPONE,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,-3.961496873295383
ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,-3.9610449666395127
FLUDEOXYGLUCOSE F 18,OC[C@H]1OC(O)[C@H]([18F])[C@@H](O)[C@@H]1O,-3.9603298928565582
FLUDEOXYGLUCOSE,OC[C@H]1OC(O)[C@H](F)[C@@H](O)[C@@H]1O,-3.9603298928565582
RANITIDINE HYDROCHLORIDE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,-3.9599721044727847
GUANADREL,N=C(N)NCC1COC2(CCCCC2)O1,-3.9558527986232375
PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.9531077965613215
HOMATROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,-3.953106213268148
EPINASTINE HYDROCHLORIDE,Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,-3.951203872053681
ACETAZOLAMIDE SODIUM,CC(=O)Nc1nnc(S([NH-])(=O)=O)s1.[Na+],-3.948950382710561
CYTARABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,-3.946948150429815
SULFACYTINE,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,-3.9467205133640326
DIPHEMANIL,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,-3.946017502197755
DIPHENIDOL,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,-3.944918707832631
CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-3.9428458529469976
