name,best_affinity,all_affinities
"2-pyrrolidin-1-ylnaphthalene-1,4-dione",-7.111,"[-7.111, -6.296, -5.907, -5.711, -5.334, 0.0, 1.0, 10.0, 16.0]"
"3-[(2-chloro-5-fluorophenyl)methyl]piperidine-2,6-",-7.108,"[-7.108, -6.955, -6.761, -6.277, -5.924, 0.0, 1.0, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-3-yl)-2-methylidenebutanamid",-7.107,"[-7.107, -6.604, -6.456, -6.273, -6.144, 0.0, 1.0, 10.0, 16.0]"
"2-(2,6-dioxopiperidin-3-yl)-5-fluoroisoindole-1,3-",-7.107,"[-7.107, -6.455, -6.313, -6.006, 0.0, 1.0, 10.0, 16.0]"
"(1,4-dioxonaphthalen-2-yl)urea",-7.106,"[-7.106, -5.93, -5.33, -5.273, -4.531, 0.0, 1.0, 10.0, 16.0]"
"2-prop-2-enylisoindole-1,3-dione",-7.105,"[-7.105, -7.06, -6.741, -6.659, -6.561, 0.0, 1.0, 10.0, 16.0]"
"(3R,8aR)-3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,",-7.103,"[-7.103, -6.67, -5.575, -5.534, -4.802, 0.0, 1.0, 10.0, 16.0]"
"3-(4-methylphenyl)piperidine-2,6-dione",-7.102,"[-7.102, -6.087, -5.973, -4.531, -4.2, 0.0, 1.0, 10.0, 16.0]"
3-[3-(methylamino)-5-oxo-2H-pyrrol-1-yl]piperidine,-7.1,"[-7.1, -6.921, -6.724, -6.692, -6.589, 0.0, 1.0, 10.0, 16.0]"
"2-(bromomethyl)isoindole-1,3-dione",-7.093,"[-7.093, -6.945, -6.76, -6.678, -6.382, 0.0, 1.0, 10.0, 16.0]"
"2-[1-chloro-2-(3-fluorophenyl)cyclohexa-2,4-dien-1",-7.092,"[-7.092, -6.691, -5.997, -5.392, -5.358, 0.0, 1.0, 10.0, 16.0]"
"3-[(4-methylphenyl)methyl]piperidine-2,6-dione",-7.092,"[-7.092, -6.508, -5.526, -5.366, -4.369, 0.0, 1.0, 10.0, 16.0]"
"(3R,8aS)-3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,",-7.091,"[-7.091, -6.674, -5.644, -5.526, -4.808, 0.0, 1.0, 10.0, 16.0]"
2-amino-2H-naphthalen-1-one,-7.091,"[-7.091, -6.755, -6.719, -6.471, -6.365, 0.0, 1.0, 10.0, 16.0]"
"(3S,8aS)-3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,",-7.081,"[-7.081, -6.67, -5.595, -5.54, -4.828, 0.0, 1.0, 10.0, 16.0]"
"3-benzyl-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyraz",-7.078,"[-7.078, -6.66, -5.602, -5.498, -4.788, 0.0, 1.0, 10.0, 16.0]"
"1,4-dioxonaphthalene-2-carboxamide",-7.077,"[-7.077, -7.026, -6.689, -6.665, -5.151, 0.0, 1.0, 10.0, 16.0]"
(2S)-2-amino-1-phenylpropan-1-one,-7.073,"[-7.073, -6.297, -6.183, -6.181, -5.687, 0.0, 1.0, 10.0, 16.0]"
"3-[2,5-dioxo-3-(3-oxobutylamino)pyrrol-1-yl]piperi",-7.072,"[-7.072, -5.862, -5.344, -4.44, -4.248, 0.0, 1.0, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-3-yl)-2-methylprop-2-enamide",-7.064,"[-7.064, -6.503, -6.457, -6.266, -6.129, 0.0, 1.0, 10.0, 16.0]"
3-(5-tert-butyl-4-fluoro-2-methylphenyl)piperidine,-7.063,"[-7.063, -3.137, -1.405, -0.038, 0.0, 0.292, 1.0, 10.0, 16.0]"
"2-(diethylamino)naphthalene-1,4-dione",-7.059,"[-7.059, -6.323, -6.212, -5.304, -5.129, 0.0, 1.0, 10.0, 16.0]"
"(E,4R)-N-(2,6-dioxopiperidin-3-yl)-4-fluoro-2,3-di",-7.058,"[-7.058, -6.862, -6.811, -6.598, -6.42, 0.0, 1.0, 10.0, 16.0]"
"3-amino-2-bromo-5-fluoronaphthalene-1,4-dione",-7.056,"[-7.056, -6.717, -6.574, -6.449, -6.193, 0.0, 1.0, 10.0, 16.0]"
3-[5-oxo-3-(propan-2-ylamino)-2H-pyrrol-1-yl]piper,-7.053,"[-7.053, -6.952, -6.335, -6.174, -6.098, 0.0, 1.0, 10.0, 16.0]"
"3-(3-ethyl-5-fluorophenyl)piperidine-2,6-dione",-7.053,"[-7.053, -4.36, -4.213, -3.991, -3.721, 0.0, 1.0, 10.0, 16.0]"
"2-(4-bromobutyl)isoindole-1,3-dione",-7.052,"[-7.052, -7.044, -6.65, -6.51, -6.478, 0.0, 1.0, 10.0, 16.0]"
"4-[(2,6-dioxopiperidin-3-yl)amino]-2,3-dimethyl-4-",-7.048,"[-7.048, -6.36, -6.227, -5.54, -5.443, 0.0, 1.0, 10.0, 16.0]"
"2-(2,4-difluorophenyl)acetamide",-7.047,"[-7.047, -6.858, -6.817, -6.723, -6.66, 0.0, 1.0, 10.0, 16.0]"
(Z)-3-amino-1-phenylprop-2-en-1-one,-7.045,"[-7.045, -6.831, -6.596, -6.581, -6.497, 0.0, 1.0, 10.0, 16.0]"
ethyl 3-chloro-2-oxo-3-phenylpiperidine-1-carboxyl,-7.044,"[-7.044, -6.971, -5.859, -5.522, -4.875, 0.0, 1.0, 10.0, 16.0]"
"3-amino-2-bromo-5-methylnaphthalene-1,4-dione",-7.044,"[-7.044, -6.853, -6.764, -6.702, -6.674, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3,4-dihydro-2H-naphthalen-1-one",-7.043,"[-7.043, -6.99, -6.73, -6.647, -6.601, 0.0, 1.0, 10.0, 16.0]"
"[1-(cyclohexylamino)-1-oxopropan-2-yl] 2-(1,3-diox",-7.043,"[-7.043, -4.822, -4.488, -3.301, -3.002, 0.0, 1.0, 10.0, 16.0]"
"2-azido-3-chloronaphthalene-1,4-dione",-7.035,"[-7.035, -6.172, -5.777, -5.267, -5.194, 0.0, 1.0, 10.0, 16.0]"
(2R)-2-amino-1-phenylpropan-1-one,-7.032,"[-7.032, -6.518, -6.387, -6.289, -5.903, 0.0, 1.0, 10.0, 16.0]"
"4-(1,3-dioxoisoindol-2-yl)-N-[(4-fluorophenyl)meth",-7.029,"[-7.029, -5.879, -5.393, -5.265, -4.927, 0.0, 1.0, 10.0, 16.0]"
(2R)-2-(4-fluorophenyl)propanamide,-7.029,"[-7.029, -6.832, -6.73, -6.619, -6.528, 0.0, 1.0, 10.0, 16.0]"
3-[5-oxo-3-[(Z)-prop-1-enyl]-2H-pyrrol-1-yl]piperi,-7.029,"[-7.029, -5.688, -5.449, -5.398, -5.32, 0.0, 1.0, 10.0, 16.0]"
"4-(2-methylphenyl)piperidine-2,6-dione",-7.026,"[-7.026, -6.083, -6.074, -5.868, -5.672, 0.0, 1.0, 10.0, 16.0]"
"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-d",-7.023,"[-7.023, -6.959, -6.777, -6.372, -6.258, 0.0, 1.0, 10.0, 16.0]"
"3-(2,6-dioxo-3-phenylpiperidin-3-yl)propanamide",-7.019,"[-7.019, -5.662, -4.322, -3.623, -2.809, 0.0, 1.0, 10.0, 16.0]"
2-[4-fluoro-2-(2-fluorophenyl)phenyl]acetamide,-7.018,"[-7.018, -4.781, -4.667, -4.52, -4.372, 0.0, 1.0, 10.0, 16.0]"
"4,5,6,7-tetrafluoro-2-(3-methyl-2,6-dioxopiperidin",-7.014,"[-7.014, -6.595, -6.198, -5.886, -5.707, 0.0, 1.0, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-1-yl)-2-(2-fluorophenyl)acet",-7.014,"[-7.014, -6.36, -5.913, -5.797, -5.757, 0.0, 1.0, 10.0, 16.0]"
"5-[(3-chlorophenyl)methyl]-1,3-diazinane-2,4,6-tri",-7.013,"[-7.013, -6.855, -6.696, -6.691, -5.791, 0.0, 1.0, 10.0, 16.0]"
2-amino-1-phenylpropan-1-one,-7.009,"[-7.009, -6.164, -6.091, -5.808, -5.682, 0.0, 1.0, 10.0, 16.0]"
"3-[3-ethenyl-4-(1-fluoroethenyl)-2,5-dioxopyrrol-1",-7.001,"[-7.001, -6.628, -6.485, -5.67, -5.329, 0.0, 1.0, 10.0, 16.0]"
"(2S)-N-(cyanomethyl)-3,3-difluoro-2-phenylpentaned",-6.999,"[-6.999, -6.254, -6.097, -5.913, -5.814, 0.0, 1.0, 10.0, 16.0]"
2-chloro-2-phenylacetamide,-6.997,"[-6.997, -6.987, -6.869, -4.613, -4.251, 0.0, 1.0, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-3-yl)-3-oxobutanamide",-6.988,"[-6.988, -6.566, -6.185, -5.713, -5.591, 0.0, 1.0, 10.0, 16.0]"
2-chloro-2-methyl-3-phenylpropanamide,-6.98,"[-6.98, -6.795, -6.703, -6.561, -6.489, 0.0, 1.0, 10.0, 16.0]"
"1-(1,4-dioxonaphthalen-2-yl)-1-hydroxyurea",-6.979,"[-6.979, -6.509, 0.0, 1.0, 10.0, 16.0]"
"2-butylnaphthalene-1,4-dione",-6.978,"[-6.978, -6.74, -6.421, -6.197, -6.064, 0.0, 1.0, 10.0, 16.0]"
N-(2-chloroacetyl)-4-[3-(fluoromethyl)phenyl]piper,-6.978,"[-6.978, -5.596, -5.327, -5.226, -4.206, 0.0, 1.0, 10.0, 16.0]"
3-(4-ethenyl-3-ethyl-5-oxo-2H-pyrrol-1-yl)piperidi,-6.972,"[-6.972, -6.155, -5.956, -5.815, -5.614, 0.0, 1.0, 10.0, 16.0]"
2-amino-1-phenylpentan-1-one,-6.972,"[-6.972, -6.927, -6.638, -6.466, -6.145, 0.0, 1.0, 10.0, 16.0]"
1-(2-phenylacetyl)piperidin-2-one,-6.97,"[-6.97, -6.692, -6.607, -6.591, -6.492, 0.0, 1.0, 10.0, 16.0]"
1-phenylcyclopropane-1-carboxamide,-6.969,"[-6.969, -6.356, -6.324, -6.142, -6.01, 0.0, 1.0, 10.0, 16.0]"
"2,2,2-trifluoro-N-[(4-oxo-1-phenylcyclohexyl)methy",-6.965,"[-6.965, -6.639, -6.49, -6.004, -5.941, 0.0, 1.0, 10.0, 16.0]"
2-[4-(4-fluorophenyl)phenyl]acetamide,-6.96,"[-6.96, -6.607, -6.49, -6.457, -6.214, 0.0, 1.0, 10.0, 16.0]"
3-amino-1H-naphthalen-2-one,-6.957,"[-6.957, -6.934, -6.837, -6.76, -6.523, 0.0, 1.0, 10.0, 16.0]"
"4-(tert-butylamino)naphthalene-1,2-dione",-6.955,"[-6.955, -6.39, -5.518, -5.151, -5.014, 0.0, 1.0, 10.0, 16.0]"
"2-(2,4-difluorophenyl)-N-(2,6-dioxopiperidin-1-yl)",-6.953,"[-6.953, -6.451, -6.348, -6.346, -6.331, 0.0, 1.0, 10.0, 16.0]"
"3-methyl-1-(2-oxopiperidin-3-yl)pyrrole-2,5-dione",-6.948,"[-6.948, -6.845, -5.966, -5.924, -5.614, 0.0, 1.0, 10.0, 16.0]"
"4-(4-fluorophenyl)-4-methylpiperidine-2,6-dione",-6.941,"[-6.941, -6.824, -6.715, -5.993, -5.743, 0.0, 1.0, 10.0, 16.0]"
2-fluoro-2-phenylacetamide,-6.938,"[-6.938, -6.807, -6.714, -6.612, -6.605, 0.0, 1.0, 10.0, 16.0]"
2-chloro-N-cyclopropyl-2-phenylacetamide,-6.933,"[-6.933, -6.924, -6.469, -6.449, -6.181, 0.0, 1.0, 10.0, 16.0]"
"3-(4-aminophenyl)-3-butylpiperidine-2,6-dione",-6.932,"[-6.932, -6.771, -5.472, -5.271, -5.217, 0.0, 1.0, 10.0, 16.0]"
"3-(7-nitro-3-oxo-1H-isoindol-2-yl)piperidine-2,6-d",-6.931,"[-6.931, -5.919, -5.768, -5.72, -5.436, 0.0, 1.0, 10.0, 16.0]"
3-(3-amino-4-methyl-5-oxo-2H-pyrrol-1-yl)piperidin,-6.93,"[-6.93, -6.572, -6.389, -6.298, -5.454, 0.0, 1.0, 10.0, 16.0]"
3-amino-2-nitroinden-1-one,-6.928,"[-6.928, -6.452, -6.22, -5.693, -5.631, 0.0, 1.0, 10.0, 16.0]"
2-[3-[3-(3-aminopropylamino)propylamino]propylamin,-6.928,"[-6.928, -5.028, -4.923, -4.247, 0.0, 1.0, 10.0, 16.0, 19.44]"
3-amino-6-phenylcyclohex-2-en-1-one,-6.927,"[-6.927, -6.178, -4.441, -3.241, -2.123, 0.0, 1.0, 10.0, 16.0]"
"2-azido-6,7-diethylnaphthalene-1,4-dione",-6.925,"[-6.925, -6.378, -4.89, -4.119, -3.916, 0.0, 1.0, 10.0, 16.0]"
3-[methoxymethyl-[(E)-2-methylbut-2-enyl]amino]pip,-6.919,"[-6.919, -5.534, -5.51, -5.474, -5.458, 0.0, 1.0, 10.0, 16.0]"
"2-(prop-2-enylamino)naphthalene-1,4-dione",-6.917,"[-6.917, -6.916, -6.725, -6.587, -6.0, 0.0, 1.0, 10.0, 16.0]"
"2-(4-aminobutylamino)-3-methylnaphthalene-1,4-dion",-6.915,"[-6.915, -6.179, -6.141, -5.449, -4.68, 0.0, 1.0, 10.0, 16.0]"
"1-(2-oxopiperidin-3-yl)pyrrole-2,5-dione",-6.913,"[-6.913, -6.795, -6.776, -6.563, -6.451, 0.0, 1.0, 10.0, 16.0]"
(1R)-1-[2-fluoro-4-(trifluoromethyl)phenyl]-3-azab,-6.91,"[-6.91, -6.204, -4.733, -4.68, -4.554, 0.0, 1.0, 10.0, 16.0]"
"2-methyl-3-[(1-methyl-2,6-dioxopiperidin-3-yl)amin",-6.907,"[-6.907, -6.268, -6.133, -6.033, -5.843, 0.0, 1.0, 10.0, 16.0]"
(2-aminocyclohexen-1-yl)-phenylmethanone,-6.906,"[-6.906, -6.77, -6.293, -5.904, -5.703, 0.0, 1.0, 10.0, 16.0]"
"2-(2,6-dioxopiperidin-3-yl)-3-phenylpropanamide",-6.905,"[-6.905, -6.507, -6.429, -6.392, -6.387, 0.0, 1.0, 10.0, 16.0]"
"3-(3-tert-butyl-2,6-difluorophenyl)piperidine-2,6-",-6.899,"[-6.899, -6.031, -4.248, -2.611, -2.569, 0.0, 1.0, 10.0, 16.0]"
"3-(3-tert-butyl-2,6-difluorophenyl)-6-methylidenep",-6.896,"[-6.896, -6.034, -4.285, -2.594, -2.558, 0.0, 1.0, 10.0, 16.0]"
"2-(6-bromohexyl)isoindole-1,3-dione",-6.895,"[-6.895, -6.64, -6.472, -6.351, -6.0, 0.0, 1.0, 10.0, 16.0]"
"3-(3-fluoro-5-propan-2-ylphenyl)piperidine-2,6-dio",-6.888,"[-6.888, -6.607, -6.348, -6.292, -6.177, 0.0, 1.0, 10.0, 16.0]"
"2-(2-bromoethyl)isoindole-1,3-dione",-6.886,"[-6.886, -6.422, -6.274, -5.899, -5.83, 0.0, 1.0, 10.0, 16.0]"
"3-(7-methyl-3-oxo-1H-isoindol-2-yl)piperidine-2,6-",-6.886,"[-6.886, -6.551, -6.306, -6.304, -5.675, 0.0, 1.0, 10.0, 16.0]"
"3-[3-[(E)-1-fluorobut-1-enyl]-4-methyl-2,5-dioxopy",-6.884,"[-6.884, -6.18, -5.176, -1.567, -1.1, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-bromo-5-fluoronaphthalene-1,4-dione",-6.883,"[-6.883, -6.771, -6.515, -6.271, -6.118, 0.0, 1.0, 10.0, 16.0]"
"3-[(2-methylphenyl)methyl]piperidine-2,6-dione",-6.875,"[-6.875, -6.266, -5.333, -5.094, 0.0, 1.0, 9.1, 10.0, 16.0]"
"2,3-dihydronaphthalene-1,4-dione",-6.869,"[-6.869, -5.871, -5.861, -5.74, -5.683, 0.0, 1.0, 10.0, 16.0]"
"2-[methyl(prop-2-ynyl)amino]naphthalene-1,4-dione",-6.868,"[-6.868, -6.853, -6.437, -6.397, -5.887, 0.0, 1.0, 10.0, 16.0]"
"3-(2-fluoro-3,4-dimethylphenyl)piperidine-2,6-dion",-6.862,"[-6.862, -6.463, -6.36, -6.122, -5.655, 0.0, 1.0, 10.0, 16.0]"
"2-[3-(methylamino)-1,4-dioxonaphthalen-2-yl]propan",-6.861,"[-6.861, -6.216, -6.079, -6.047, -5.293, 0.0, 1.0, 10.0, 16.0]"
"3-(2,3-difluoro-4-propan-2-ylphenyl)piperidine-2,6",-6.853,"[-6.853, -4.909, -3.75, -3.447, -2.82, 0.0, 1.0, 10.0, 16.0]"
"3-[3-amino-4-(methylamino)-2,5-dioxopyrrol-1-yl]pi",-6.852,"[-6.852, -5.728, -5.723, -5.361, -5.257, 0.0, 1.0, 10.0, 16.0]"
"4-(3-fluoro-4-methylphenyl)piperidine-2,6-dione",-6.851,"[-6.851, -5.981, -5.722, -5.626, -5.61, 0.0, 1.0, 10.0, 16.0]"
"4-methyl-4-(4-methylphenyl)piperidine-2,6-dione",-6.846,"[-6.846, -6.707, -6.645, -5.89, -5.847, 0.0, 1.0, 10.0, 16.0]"
3-methanimidoyl-4-methyl-1-(2-oxopiperidin-3-yl)py,-6.846,"[-6.846, -6.517, -5.649, -4.884, -4.704, 0.0, 1.0, 10.0, 16.0]"
"4-(methylamino)naphthalene-1,2-dione",-6.845,"[-6.845, -6.793, -6.619, -6.114, -5.685, 0.0, 1.0, 10.0, 16.0]"
"2-(2,6-dioxopiperidin-3-yl)-4,5,6,7-tetrafluoroiso",-6.842,"[-6.842, -6.833, -6.508, 0.0, 1.0, 10.0, 16.0]"
"3-(4-fluorophenyl)pyrrolidine-2,5-dione",-6.842,"[-6.842, -6.491, -6.353, -5.899, -5.75, 0.0, 1.0, 10.0, 16.0]"
"2-(sulfanylmethyl)isoindole-1,3-dione",-6.84,"[-6.84, -6.581, -6.083, -6.068, -6.038, 0.0, 1.0, 10.0, 16.0]"
"2-(dibutylamino)naphthalene-1,4-dione",-6.838,"[-6.838, -6.528, -5.824, -5.81, -5.764, 0.0, 1.0, 10.0, 16.0]"
"3-[(4-chloro-3-fluorophenyl)methyl]piperidine-2,6-",-6.837,"[-6.837, -5.933, -5.932, -5.931, -5.899, 0.0, 1.0, 10.0, 16.0]"
"3,3-dimethyl-4-(5-oxopyrrolidine-2-carbonyl)pipera",-6.834,"[-6.834, -6.271, -6.123, -5.648, -5.482, 0.0, 1.0, 10.0, 16.0]"
2-(3-methoxypropyl)-3-oxo-1H-isoindole-4-carboxami,-6.834,"[-6.834, -6.67, -6.609, -6.47, -6.216, 0.0, 1.0, 10.0, 16.0]"
"3-(3-bromo-4-methyl-2,5-dioxopyrrol-1-yl)piperidin",-6.829,"[-6.829, -6.668, -6.13, -6.125, -5.949, 0.0, 1.0, 10.0, 16.0]"
1-ethyl-3-oxoindene-2-carboxamide,-6.823,"[-6.823, -6.412, -4.359, -4.193, -4.128, 0.0, 1.0, 10.0, 16.0]"
"2-(but-2-ynylamino)naphthalene-1,4-dione",-6.823,"[-6.823, -6.731, -5.982, -5.951, -5.922, 0.0, 1.0, 10.0, 16.0]"
3-(4-ethenyl-3-methyl-5-oxo-2H-pyrrol-1-yl)piperid,-6.82,"[-6.82, -6.296, -5.622, -5.489, -5.469, 0.0, 1.0, 10.0, 16.0]"
"1,4-dihydroanthracene-9,10-dione",-6.814,"[-6.814, -6.612, -5.476, -4.438, -3.678, 0.0, 1.0, 10.0, 16.0]"
"3-nitronaphthalene-1,2-dione",-6.813,"[-6.813, -6.551, -6.375, -6.211, -6.132, 0.0, 1.0, 10.0, 16.0]"
"3-[(4-bromophenyl)methyl]piperidine-2,6-dione",-6.809,"[-6.809, -5.59, -5.53, -5.194, -5.188, 0.0, 1.0, 10.0, 16.0]"
"2,6-dioxo-5-phenylpiperidine-3-carbonitrile",-6.807,"[-6.807, -5.274, -4.278, -4.268, -4.205, 0.0, 1.0, 10.0, 16.0]"
(Z)-2-amino-1-phenylbut-2-en-1-one,-6.793,"[-6.793, -6.351, -5.905, -5.731, -5.726, 0.0, 1.0, 10.0, 16.0]"
"[(2,6-dioxopiperidin-3-yl)-(2-methylprop-2-enoyl)a",-6.79,"[-6.79, -6.34, -6.031, -5.568, -5.428, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-phenylcyclohexa-2,5-diene-1,4-dione",-6.789,"[-6.789, -6.614, -6.545, -6.465, -6.299, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-(prop-2-enylamino)naphthalene-1,4-dione",-6.788,"[-6.788, -6.741, -6.653, -6.593, -6.343, 0.0, 1.0, 10.0, 16.0]"
3-oxo-2-piperidin-3-yl-1H-isoindole-4-carboxamide,-6.787,"[-6.787, -4.928, -4.569, -3.997, -3.643, 0.0, 1.0, 10.0, 16.0]"
"3-(methylamino)-N-(1-methyl-2,6-dioxopiperidin-3-y",-6.787,"[-6.787, -6.734, -6.568, -6.508, -6.384, 0.0, 1.0, 10.0, 16.0]"
"2-(2-fluorophenyl)-2,2-bis(4-fluorophenyl)acetamid",-6.778,"[-6.778, -6.375, -6.28, -5.945, -4.874, 0.0, 1.0, 10.0, 16.0]"
"2-[(1,4-dioxonaphthalen-2-yl)amino]acetic acid",-6.776,"[-6.776, -6.57, -6.537, -6.356, -4.305, 0.0, 1.0, 10.0, 16.0]"
"(3-chloro-1,4-dioxonaphthalen-2-yl)imino-iminoazan",-6.774,"[-6.774, -5.853, -5.641, -5.611, -5.525, 0.0, 1.0, 10.0, 16.0]"
"2-(3,4-dimethyl-5-oxo-2H-pyrrol-1-yl)-N-methyl-5-o",-6.77,"[-6.77, -5.986, -5.458, -5.419, -5.367, 0.0, 1.0, 10.0, 16.0]"
"3-[(3,5-difluorophenyl)methyl]piperidine-2,6-dione",-6.768,"[-6.768, -6.241, -6.184, -6.081, -5.612, 0.0, 1.0, 10.0, 16.0]"
(Z)-3-(phenacylamino)-1-phenylprop-2-en-1-one,-6.767,"[-6.767, -6.484, -6.226, -6.116, -6.082, 0.0, 1.0, 10.0, 16.0]"
"2-ethyl-3-methylnaphthalene-1,4-dione",-6.766,"[-6.766, -5.745, -5.711, -5.427, -5.318, 0.0, 1.0, 10.0, 16.0]"
"3-(5-ethyl-2-fluorophenyl)piperidine-2,6-dione",-6.765,"[-6.765, -6.392, -6.356, -4.877, -4.366, 0.0, 1.0, 10.0, 16.0]"
"3-fluoro-3-phenylazepane-2,7-dione",-6.763,"[-6.763, -6.328, -4.486, -1.21, -0.972, 0.0, 1.0, 10.0, 16.0]"
"2-(hexylamino)naphthalene-1,4-dione",-6.762,"[-6.762, -6.023, -5.943, -5.798, -5.773, 0.0, 1.0, 10.0, 16.0]"
"spiro[2,3-dihydro-1H-naphthalene-4,3'-pyrrolidine]",-6.762,"[-6.762, -6.456, -5.992, -5.645, -4.309, 0.0, 1.0, 10.0, 16.0]"
2-[2-fluoro-6-(2-fluorophenyl)phenyl]acetamide,-6.762,"[-6.762, -5.879, -5.815, -4.44, -3.732, 0.0, 1.0, 10.0, 16.0]"
"2-hex-5-enylisoindole-1,3-dione",-6.759,"[-6.759, -6.502, -6.395, -6.187, -6.165, 0.0, 1.0, 10.0, 16.0]"
"3-[(4-propan-2-ylphenyl)methyl]piperidine-2,6-dion",-6.756,"[-6.756, -5.747, -5.376, -5.125, -4.853, 0.0, 1.0, 10.0, 16.0]"
N-tert-butyl-4-phenylbutanamide,-6.755,"[-6.755, -6.236, -5.997, -5.708, -5.52, 0.0, 1.0, 10.0, 16.0]"
N-acetyl-4-phenylbutanamide,-6.751,"[-6.751, -6.53, -6.491, -6.453, -5.976, 0.0, 1.0, 10.0, 16.0]"
"3-amino-2,6-dichloronaphthalene-1,4-dione",-6.75,"[-6.75, -6.221, -5.98, -5.947, -5.806, 0.0, 1.0, 10.0, 16.0]"
(5S)-1-[2-fluoro-4-(trifluoromethyl)phenyl]-3-azab,-6.746,"[-6.746, -6.739, -6.5, -4.669, -4.297, 0.0, 1.0, 10.0, 16.0]"
"5-amino-6-iodonaphthalene-1,4-dione",-6.745,"[-6.745, -6.397, -6.037, -5.741, -5.716, 0.0, 1.0, 10.0, 16.0]"
(Z)-3-(methylamino)-1-phenylbut-2-en-1-one,-6.743,"[-6.743, -6.292, -6.2, -5.961, -5.857, 0.0, 1.0, 10.0, 16.0]"
"2-[2-(2,4-dioxopyrimidin-1-yl)ethyl]isoindole-1,3-",-6.739,"[-6.739, -4.857, -4.776, -4.359, -4.222, 0.0, 1.0, 10.0, 16.0]"
1-[2-fluoro-4-(trifluoromethyl)phenyl]-3-azabicycl,-6.732,"[-6.732, -6.407, -6.299, -5.943, -4.259, 0.0, 1.0, 10.0, 16.0]"
"2-(3-methylbut-2-enyl)naphthalene-1,4-dione",-6.726,"[-6.726, -6.081, -6.035, -5.764, -5.657, 0.0, 1.0, 10.0, 16.0]"
3-[5-methyl-2-(trifluoromethyl)phenyl]piperidine-2,-6.725,"[-6.725, -5.947, -5.9, -5.774, -5.024, 0.0, 1.0, 10.0, 16.0]"
"4-(3-fluorophenyl)-4-methylpiperidine-2,6-dione",-6.724,"[-6.724, -6.601, -5.979, -5.822, -5.632, 0.0, 1.0, 10.0, 16.0]"
"3-(3-fluorophenyl)pyrrolidine-2,5-dione",-6.72,"[-6.72, -6.194, -5.984, -5.328, -5.302, 0.0, 1.0, 10.0, 16.0]"
"4-(4-methylphenyl)piperidine-2,6-dione",-6.72,"[-6.72, -5.784, -5.765, -5.603, -5.602, 0.0, 1.0, 10.0, 16.0]"
"3-[(2,6-dioxopiperidin-3-yl)amino]-N,N-dimethylpro",-6.713,"[-6.713, -6.677, -6.485, -5.498, -4.838, 0.0, 1.0, 10.0, 16.0]"
"2-amino-5-phenylcyclohexa-2,5-diene-1,4-dione",-6.712,"[-6.712, -6.657, -6.49, -6.446, -6.436, 0.0, 1.0, 10.0, 16.0]"
"(2S)-2-(1,3-dioxoisoindol-2-yl)-3-phenylpropanoic ",-6.712,"[-6.712, -6.33, -6.17, -4.618, -4.481, 0.0, 1.0, 10.0, 16.0]"
N-benzyl-5-oxopyrrolidine-2-carboxamide,-6.708,"[-6.708, -6.399, -6.302, -6.184, -6.162, 0.0, 1.0, 10.0, 16.0]"
"3-[(1-methyl-2,6-dioxopiperidin-3-yl)amino]propana",-6.703,"[-6.703, -6.674, -6.588, -6.447, -6.221, 0.0, 1.0, 10.0, 16.0]"
"2-[2-(2-oxo-1H-pyridin-3-yl)ethyl]isoindole-1,3-di",-6.701,"[-6.701, -5.913, -5.886, -5.859, -5.683, 0.0, 1.0, 10.0, 16.0]"
3-[3-oxo-4-(trifluoromethyl)-1H-isoindol-2-yl]pipe,-6.698,"[-6.698, -6.184, -6.131, -5.844, -5.718, 0.0, 1.0, 10.0, 16.0]"
"3-[(2,6-dioxopiperidin-3-yl)amino]-N-methylpropana",-6.695,"[-6.695, -6.663, -6.475, -6.131, -4.383, 0.0, 1.0, 10.0, 16.0]"
"1-methyl-3-(3-methyl-2,5-dioxopyrrol-1-yl)piperidi",-6.692,"[-6.692, -6.591, -5.688, -5.392, -5.387, 0.0, 1.0, 10.0, 16.0]"
"3-[(1-methyl-2,6-dioxopiperidin-3-yl)amino]-N-prop",-6.691,"[-6.691, -6.656, -6.497, -6.445, -6.236, 0.0, 1.0, 10.0, 16.0]"
"2,2-bis(4-fluorophenyl)-2-phenylacetamide",-6.689,"[-6.689, -6.044, -5.777, -4.532, 0.0, 1.0, 10.0, 11.07, 16.0]"
2-phenyl-N-(trifluoromethyl)hept-6-enamide,-6.682,"[-6.682, -6.285, -6.265, -6.077, -5.894, 0.0, 1.0, 10.0, 16.0]"
1-(3-fluorophenyl)cyclopropane-1-carboxamide,-6.682,"[-6.682, -6.675, -6.613, -6.451, -6.185, 0.0, 1.0, 10.0, 16.0]"
