name,best_affinity,all_affinities
"2-propan-2-ylisoindole-1,3-dione",-5.9,"[-5.9, -5.897, -5.557, -5.289, -5.123, 0.0, 1.0, 10.0, 16.0]"
"2-[benzyl(methyl)amino]naphthalene-1,4-dione",-5.898,"[-5.898, -3.474, -3.431, -3.32, -3.182, 0.0, 1.0, 10.0, 16.0]"
"4-amino-2-[(3S)-2,6-dioxopiperidin-3-yl]isoindole-",-5.89,"[-5.89, -3.991, -3.56, -3.182, -2.704, 0.0, 1.0, 10.0, 16.0]"
"3-(7-chloro-3-oxo-1H-isoindol-2-yl)piperidine-2,6-",-5.888,"[-5.888, -4.746, -4.704, -4.446, -4.129, 0.0, 1.0, 10.0, 16.0]"
2-aminofluoren-1-one,-5.887,"[-5.887, -5.278, -4.605, -4.466, -4.393, 0.0, 1.0, 10.0, 16.0]"
"1-amino-3,5-diphenylpiperidine-2,6-dione",-5.88,"[-5.88, -4.049, -3.987, -3.198, -3.157, 0.0, 1.0, 10.0, 16.0]"
"2-(9-aminononylamino)naphthalene-1,4-dione",-5.88,"[-5.88, -5.493, -4.94, -4.606, -3.6, 0.0, 1.0, 10.0, 16.0]"
"2-(ethylamino)naphthalene-1,4-dione",-5.878,"[-5.878, -5.277, -5.193, -4.545, -4.451, 0.0, 1.0, 10.0, 16.0]"
"3-amino-3-methyl-N-(1-methyl-2,6-dioxopiperidin-3-",-5.877,"[-5.877, -5.703, -4.794, -4.197, -4.087, 0.0, 1.0, 10.0, 16.0]"
3-[3-[(E)-1-aminoprop-1-enyl]-4-ethenyl-5-oxo-2H-p,-5.876,"[-5.876, -5.473, -4.78, -4.605, -4.373, 0.0, 1.0, 10.0, 16.0]"
"3-(2,6-difluoro-4-propylphenyl)piperidine-2,6-dion",-5.872,"[-5.872, -5.801, -5.605, -5.591, -4.074, 0.0, 1.0, 10.0, 16.0]"
"3-ethyl-4-hydroxy-3-phenylpiperidine-2,6-dione",-5.871,"[-5.871, -4.521, -4.286, -4.207, -4.145, 0.0, 1.0, 10.0, 16.0]"
(Z)-3-amino-1-phenyloct-2-en-1-one,-5.87,"[-5.87, -5.582, -5.501, -5.484, -5.217, 0.0, 1.0, 10.0, 16.0]"
phenyl(piperazin-1-yl)methanone,-5.87,"[-5.87, -5.591, -5.117, -5.047, -3.995, 0.0, 1.0, 10.0, 16.0]"
"2-butan-2-ylisoindole-1,3-dione",-5.869,"[-5.869, -5.607, -5.011, -4.992, -4.311, 0.0, 1.0, 10.0, 16.0]"
"2-morpholin-4-ylnaphthalene-1,4-dione",-5.866,"[-5.866, -5.473, -5.0, -4.952, -4.931, 0.0, 1.0, 10.0, 16.0]"
2-[1-(cyclopropanecarbonyl)piperidin-4-yl]-3-oxo-1,-5.865,"[-5.865, -5.265, -3.926, -3.036, 0.0, 0.576, 1.0, 10.0, 16.0]"
"2-chloro-N-(3-chloro-1,4-dioxonaphthalen-2-yl)acet",-5.862,"[-5.862, -5.529, -4.561, -4.105, -3.436, 0.0, 1.0, 10.0, 16.0]"
"2-pent-4-enylisoindole-1,3-dione",-5.859,"[-5.859, -5.76, -4.474, -4.21, -3.936, 0.0, 1.0, 10.0, 16.0]"
"2-amino-1,4-diphenylbut-2-ene-1,4-dione",-5.855,"[-5.855, -4.827, -4.751, -4.617, -4.378, 0.0, 1.0, 10.0, 16.0]"
"2-(dodecylamino)naphthalene-1,4-dione",-5.853,"[-5.853, -5.102, -4.622, -3.843, -3.14, 0.0, 1.0, 10.0, 16.0]"
"3-ethyl-4-(2-fluorophenyl)piperidine-2,6-dione",-5.851,"[-5.851, 0.0, 0.937, 1.0, 2.65, 2.697, 2.714, 10.0, 16.0]"
"2-(3-methylbutylamino)naphthalene-1,4-dione",-5.844,"[-5.844, -5.031, -4.494, -4.445, -4.41, 0.0, 1.0, 10.0, 16.0]"
"2-(2-cyclopropylethylamino)naphthalene-1,4-dione",-5.843,"[-5.843, -5.502, -5.459, -5.07, -5.028, 0.0, 1.0, 10.0, 16.0]"
"2-(7-aminoheptylamino)naphthalene-1,4-dione",-5.828,"[-5.828, -5.511, -5.333, -4.944, -4.57, 0.0, 1.0, 10.0, 16.0]"
"2-(8-bromooctyl)isoindole-1,3-dione",-5.825,"[-5.825, -5.776, -5.741, -5.154, -5.067, 0.0, 1.0, 10.0, 16.0]"
"1,4-dioxonaphthalene-2,3-dicarbonitrile",-5.823,"[-5.823, -5.755, -5.462, -5.46, -4.561, 0.0, 1.0, 10.0, 16.0]"
"4-pyrrolidin-1-ylnaphthalene-1,2-dione",-5.821,"[-5.821, -5.307, -4.903, -4.7, -4.681, 0.0, 1.0, 10.0, 16.0]"
"1-methyl-3-(2-methylprop-2-enylamino)piperidine-2,",-5.813,"[-5.813, -5.641, -5.634, -5.565, -5.476, 0.0, 1.0, 10.0, 16.0]"
"4-(3,4,5-trifluorophenyl)piperidine-2,6-dione",-5.811,"[-5.811, -5.258, -4.874, -4.194, -1.462, 0.0, 1.0, 10.0, 16.0]"
"3-phenyl-3-propan-2-ylpiperidine-2,6-dione",-5.809,"[-5.809, -5.775, -5.124, -4.613, -4.418, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-(butylamino)naphthalene-1,4-dione",-5.809,"[-5.809, -5.599, -5.048, -4.331, -4.15, 0.0, 1.0, 10.0, 16.0]"
"2-phenacylisoindole-1,3-dione",-5.808,"[-5.808, -5.309, -3.986, -3.686, -3.423, 0.0, 1.0, 10.0, 16.0]"
"2-(3-chloro-1,4-dioxonaphthalen-2-yl)guanidine",-5.804,"[-5.804, -5.245, -4.852, -4.499, -4.433, 0.0, 1.0, 10.0, 16.0]"
"2-[3-(4-aminobutylamino)propylamino]naphthalene-1,",-5.8,"[-5.8, -5.34, -1.415, 0.0, 0.797, 1.0, 10.0, 16.0]"
"3-amino-2,2-dimethyl-N-(1-methyl-2,6-dioxopiperidi",-5.797,"[-5.797, -5.631, -5.366, -3.337, -0.807, 0.0, 1.0, 10.0, 16.0]"
1-(2-benzamidoacetyl)piperidine-4-carboxamide,-5.791,"[-5.791, -5.356, -5.053, -4.597, -4.415, 0.0, 1.0, 10.0, 16.0]"
"N-(1,4-dioxonaphthalen-2-yl)-2,2,2-trifluoroacetam",-5.781,"[-5.781, -5.471, -5.204, -5.125, -4.488, 0.0, 1.0, 10.0, 16.0]"
"2-(1-oxo-1-phenylpropan-2-yl)isoindole-1,3-dione",-5.78,"[-5.78, -5.202, -4.871, -4.598, -4.471, 0.0, 1.0, 10.0, 16.0]"
"2-[2-(cyclohexen-1-yl)ethyl]isoindole-1,3-dione",-5.779,"[-5.779, -4.816, -4.423, -3.967, -3.492, 0.0, 1.0, 10.0, 16.0]"
3-[5-propan-2-yl-2-(trifluoromethyl)phenyl]piperid,-5.777,"[-5.777, -5.65, -5.546, -5.321, -5.261, 0.0, 1.0, 10.0, 16.0]"
"N-(3-acetamido-1,4-dioxonaphthalen-2-yl)acetamide",-5.774,"[-5.774, -4.184, -3.807, -3.468, -2.17, 0.0, 1.0, 10.0, 16.0]"
"2-[4-(2-phenylethylamino)butyl]isoindole-1,3-dione",-5.774,"[-5.774, -5.572, -5.195, -3.977, -3.974, 0.0, 1.0, 10.0, 16.0]"
3-(3-tert-butyl-5-chloro-2-fluorophenyl)piperidine,-5.77,"[-5.77, -5.513, -4.951, -4.31, -4.029, 0.0, 1.0, 10.0, 16.0]"
3-[3-[(3-fluoroazetidin-3-yl)methyl]phenyl]piperid,-5.77,"[-5.77, -5.75, -4.878, -4.679, -4.147, 0.0, 1.0, 10.0, 16.0]"
2-[6-[(4-fluorophenyl)methylamino]hexyl]isoindole-,-5.767,"[-5.767, -5.412, -4.719, -4.57, -4.297, 0.0, 1.0, 10.0, 16.0]"
"2-chloro-3-(prop-2-enylamino)naphthalene-1,4-dione",-5.762,"[-5.762, -5.579, -5.411, -5.171, -4.994, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-(dimethylamino)naphthalene-1,4-dione",-5.76,"[-5.76, -4.957, -4.619, -4.377, -4.117, 0.0, 1.0, 10.0, 16.0]"
"2-(prop-2-ynoxymethylamino)naphthalene-1,4-dione",-5.759,"[-5.759, -5.158, -5.051, -4.683, -4.669, 0.0, 1.0, 10.0, 16.0]"
"3-[(2,5-dioxo-1-propan-2-ylpyrrolidin-3-yl)amino]-",-5.755,"[-5.755, -5.224, -5.168, -4.215, -3.968, 0.0, 1.0, 10.0, 16.0]"
"4-(aziridin-1-yl)naphthalene-1,2-dione",-5.749,"[-5.749, -5.19, -5.177, -4.894, -4.793, 0.0, 1.0, 10.0, 16.0]"
"2-(propan-2-yloxymethylamino)naphthalene-1,4-dione",-5.749,"[-5.749, -4.791, -4.445, -4.43, -4.146, 0.0, 1.0, 10.0, 16.0]"
"3-(5-tert-butyl-2,3-difluorophenyl)piperidine-2,6-",-5.748,"[-5.748, -3.363, -2.381, -2.278, -1.88, 0.0, 1.0, 10.0, 16.0]"
"3-ethyl-4-(3,4,5-trifluorophenyl)piperidine-2,6-di",-5.746,"[-5.746, -4.54, -2.095, -1.195, 0.0, 0.6, 1.0, 10.0, 16.0]"
"3-(2-fluoro-5-methylphenyl)piperidine-2,6-dione",-5.74,"[-5.74, -5.657, -5.6, -4.925, -4.507, 0.0, 1.0, 10.0, 16.0]"
"3-[3-(1-aminoethenyl)-4-ethenyl-2,5-dioxopyrrol-1-",-5.738,"[-5.738, -5.106, -5.088, -4.885, -4.799, 0.0, 1.0, 10.0, 16.0]"
3-oxo-2-(piperidin-3-ylmethyl)-1H-isoindole-4-carb,-5.733,"[-5.733, -5.243, -3.321, -3.021, -2.905, 0.0, 1.0, 10.0, 16.0]"
"2-methyl-3-(methylamino)-N-(1-methyl-2,6-dioxopipe",-5.732,"[-5.732, -5.593, -4.584, -4.144, -3.865, 0.0, 1.0, 10.0, 16.0]"
"3-amino-N-(1-methyl-2,6-dioxopiperidin-3-yl)butana",-5.73,"[-5.73, -5.495, -5.248, -4.612, -4.478, 0.0, 1.0, 10.0, 16.0]"
"2-(octylamino)naphthalene-1,4-dione",-5.726,"[-5.726, -5.285, -5.074, -4.875, -4.635, 0.0, 1.0, 10.0, 16.0]"
"3-[(2,4-dichlorophenyl)methyl]piperidine-2,6-dione",-5.723,"[-5.723, -4.717, -4.503, -4.223, -3.384, 0.0, 1.0, 10.0, 16.0]"
"N-(4,4-difluorocyclohexyl)-6-phenylhexanamide",-5.721,"[-5.721, -5.489, -5.329, -5.312, -5.193, 0.0, 1.0, 10.0, 16.0]"
"3-(5-ethyl-4-fluoro-2-methylphenyl)piperidine-2,6-",-5.718,"[-5.718, -3.56, -2.26, -2.161, -1.878, 0.0, 1.0, 10.0, 16.0]"
"2-(2,6-dioxooxan-3-yl)isoindole-1,3-dione",-5.713,"[-5.713, -4.139, -3.195, -3.126, -3.047, 0.0, 1.0, 10.0, 16.0]"
"3-amino-N-(1-methyl-2,6-dioxopiperidin-3-yl)propan",-5.713,"[-5.713, -5.473, -5.367, -4.662, -4.562, 0.0, 1.0, 10.0, 16.0]"
"3-amino-N-(1-methyl-2,6-dioxopiperidin-3-yl)pentan",-5.705,"[-5.705, -5.493, -5.06, -4.656, -4.562, 0.0, 1.0, 10.0, 16.0]"
"2-(4-cyclohexylbutylamino)naphthalene-1,4-dione",-5.701,"[-5.701, -4.915, -4.053, -3.464, -3.426, 0.0, 1.0, 10.0, 16.0]"
3-amino-4-iminonaphthalen-1-one,-5.696,"[-5.696, -5.493, -5.402, -5.148, -4.907, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-nitronaphthalene-1,4-dione",-5.695,"[-5.695, -5.661, -5.581, -5.528, -3.736, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-bromonaphthalene-1,4-dione",-5.692,"[-5.692, -5.218, -5.166, -5.161, -4.906, 0.0, 1.0, 10.0, 16.0]"
"2,3-dimethyl-4-[(1-methyl-2,6-dioxopiperidin-3-yl)",-5.691,"[-5.691, -4.344, -4.049, -2.055, -1.636, 0.0, 1.0, 10.0, 16.0]"
"2-(hexylamino)-3-methylnaphthalene-1,4-dione",-5.682,"[-5.682, -5.223, -5.115, -4.937, -4.747, 0.0, 1.0, 10.0, 16.0]"
"4-amino-2-[(3R)-2,6-dioxopiperidin-3-yl]isoindole-",-5.681,"[-5.681, -4.474, -4.33, -2.723, -2.632, 0.0, 1.0, 10.0, 16.0]"
"2-[2-(2,6-difluorophenyl)phenyl]acetamide",-5.681,"[-5.681, -5.253, -5.155, -2.459, -1.898, 0.0, 1.0, 10.0, 16.0]"
"3-[(2,5-dioxo-1-propan-2-ylpyrrolidin-3-yl)amino]p",-5.679,"[-5.679, -5.199, -5.125, -4.532, -4.166, 0.0, 1.0, 10.0, 16.0]"
1-[3-(4-chlorophenyl)propanoyl]piperidin-2-one,-5.677,"[-5.677, -5.426, -4.973, -4.892, -4.675, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-phenylnaphthalene-1,4-dione",-5.676,"[-5.676, -5.673, -3.951, -3.929, -3.806, 0.0, 1.0, 10.0, 16.0]"
"N-(3,4-dioxonaphthalen-1-yl)-3-methylbutanamide",-5.673,"[-5.673, -5.054, -4.766, -4.332, -3.853, 0.0, 1.0, 10.0, 16.0]"
"2-bromo-3-(bromoamino)naphthalene-1,4-dione",-5.651,"[-5.651, -5.419, -5.211, -4.962, -4.799, 0.0, 1.0, 10.0, 16.0]"
3-[(1-methyl-2-oxopyrrolidin-3-yl)amino]piperidine,-5.651,"[-5.651, -5.274, -4.991, -4.874, -4.409, 0.0, 1.0, 10.0, 16.0]"
"1-(4-chlorophenyl)-3-azabicyclo[3.1.0]hexane-2,4-d",-5.637,"[-5.637, -5.294, -4.919, -4.502, -4.498, 0.0, 1.0, 10.0, 16.0]"
"4-(4-fluoro-3-methylphenyl)-3-methylpiperidine-2,6",-5.633,"[-5.633, -1.377, -0.99, 0.0, 0.719, 1.0, 1.941, 10.0, 16.0]"
"N-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4",-5.631,"[-5.631, -0.555, 0.0, 0.206, 0.508, 0.677, 1.0, 10.0, 16.0]"
"2-chloro-3-(prop-2-ynylamino)naphthalene-1,4-dione",-5.629,"[-5.629, -5.358, -5.222, -5.184, -5.181, 0.0, 1.0, 10.0, 16.0]"
"3-(4-ethenyl-5-oxo-2H-pyrrol-1-yl)piperidine-2,6-d",-5.628,"[-5.628, -5.346, -5.249, -5.144, -5.048, 0.0, 1.0, 10.0, 16.0]"
"3-(4-cyclopropylphenyl)pyrrolidine-2,5-dione",-5.627,"[-5.627, -5.619, -5.101, -5.091, -5.033, 0.0, 1.0, 10.0, 16.0]"
"2,2-bis(3-fluorophenyl)-2-(4-fluorophenyl)acetamid",-5.622,"[-5.622, -4.342, -4.243, -3.973, -2.241, 0.0, 1.0, 10.0, 16.0]"
"N-(1-methyl-2,6-dioxopiperidin-3-yl)-5-oxopyrrolid",-5.614,"[-5.614, -5.395, -4.771, -4.575, -4.553, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-phenylsulfanylnaphthalene-1,4-dione",-5.613,"[-5.613, -4.804, -2.137, -2.001, -1.407, 0.0, 1.0, 10.0, 16.0]"
2-[2-(2-fluorophenyl)phenyl]acetamide,-5.611,"[-5.611, -5.539, -4.811, -4.567, -4.416, 0.0, 1.0, 10.0, 16.0]"
"(E)-N-(2,6-dioxopiperidin-3-yl)but-2-enamide",-5.608,"[-5.608, -5.417, -4.798, -3.898, -3.797, 0.0, 1.0, 10.0, 16.0]"
"N-(1-methyl-2,6-dioxopiperidin-3-yl)-3-(propan-2-y",-5.608,"[-5.608, -5.397, -4.783, -4.621, -4.572, 0.0, 1.0, 10.0, 16.0]"
"2-amino-2,3-dihydroinden-1-one",-5.607,"[-5.607, -5.434, -4.99, -4.775, -4.328, 0.0, 1.0, 10.0, 16.0]"
3-(3-chloro-5-fluoro-4-propan-2-ylphenyl)piperidin,-5.603,"[-5.603, -2.515, -2.431, -2.184, -1.216, 0.0, 1.0, 10.0, 16.0]"
"N-(1-methyl-2,6-dioxopiperidin-3-yl)-3-oxobutanami",-5.595,"[-5.595, -5.387, -4.604, -4.551, -4.508, 0.0, 1.0, 10.0, 16.0]"
"4-(2,3-difluorophenyl)piperidine-2,6-dione",-5.591,"[-5.591, -4.822, -3.744, -2.828, -2.684, 0.0, 1.0, 10.0, 16.0]"
"2-(2-cyclohexylethylamino)naphthalene-1,4-dione",-5.589,"[-5.589, -4.919, -4.71, -4.658, -4.655, 0.0, 1.0, 10.0, 16.0]"
"6-amino-3,4-dihydro-2H-naphthalen-1-one",-5.589,"[-5.589, -5.018, -4.973, -4.927, -4.876, 0.0, 1.0, 10.0, 16.0]"
"2-[(3R)-2,6-dioxopiperidin-3-yl]isoindole-1,3-dion",-5.589,"[-5.589, -5.247, -4.372, -4.079, -3.519, 0.0, 1.0, 10.0, 16.0]"
"2-iodo-3-methylnaphthalene-1,4-dione",-5.586,"[-5.586, -4.091, -3.996, -3.985, -3.382, 0.0, 1.0, 10.0, 16.0]"
"2-(dimethylamino)naphthalene-1,4-dione",-5.582,"[-5.582, -4.725, -4.652, -4.49, -4.305, 0.0, 1.0, 10.0, 16.0]"
"N-(1-methyl-2,6-dioxopiperidin-3-yl)prop-2-enamide",-5.576,"[-5.576, -5.351, -4.567, -4.533, -4.518, 0.0, 1.0, 10.0, 16.0]"
"2-(3-aminopropylamino)naphthalene-1,4-dione",-5.572,"[-5.572, -5.542, -5.491, -5.475, -5.333, 0.0, 1.0, 10.0, 16.0]"
"3-(ethylamino)-2-methyl-N-(1-methyl-2,6-dioxopiper",-5.571,"[-5.571, -4.9, -4.873, -4.518, -4.346, 0.0, 1.0, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-3-yl)-3-(ethylamino)-2-methy",-5.569,"[-5.569, -5.355, -5.343, -5.104, -4.836, 0.0, 1.0, 10.0, 16.0]"
"2-benzylisoquinoline-1,3,4-trione",-5.568,"[-5.568, -5.197, -4.784, -4.099, -4.062, 0.0, 1.0, 10.0, 16.0]"
3-(2-chloro-3-fluoro-5-propan-2-ylphenyl)piperidin,-5.566,"[-5.566, -4.347, -3.757, -3.59, -2.727, 0.0, 1.0, 10.0, 16.0]"
"2-chloro-3-(propylamino)naphthalene-1,4-dione",-5.566,"[-5.566, -5.408, -5.324, -4.69, -4.455, 0.0, 1.0, 10.0, 16.0]"
"N-(1,4-dioxonaphthalen-2-yl)-2-phenylacetamide",-5.559,"[-5.559, -5.086, -5.049, -3.979, -3.297, 0.0, 1.0, 10.0, 16.0]"
"4-(4-propan-2-ylphenyl)piperidine-2,6-dione",-5.558,"[-5.558, -5.438, -5.013, -4.863, -4.732, 0.0, 1.0, 10.0, 16.0]"
"2-(4,4-dimethylpentylamino)naphthalene-1,4-dione",-5.556,"[-5.556, -5.404, -5.194, -2.047, 0.0, 1.0, 4.484, 10.0, 16.0]"
"2-[(2Z,4Z)-2,5-diamino-6,6,6-trifluorohexa-2,4-die",-5.554,"[-5.554, -5.492, -4.457, -1.884, -1.703, 0.0, 1.0, 10.0, 16.0]"
"4-(4-chloro-3-fluorophenyl)-3-methylpiperidine-2,6",-5.554,"[-5.554, -4.774, -3.225, -1.585, 0.0, 0.956, 1.0, 10.0, 16.0]"
N-cyclopentyl-3-oxo-2-propyl-1H-isoindole-4-carbox,-5.554,"[-5.554, -5.524, -5.099, -3.64, -2.843, 0.0, 1.0, 10.0, 16.0]"
"N-(1-methyl-2,6-dioxopiperidin-3-yl)but-2-enamide",-5.552,"[-5.552, -5.351, -4.539, -4.534, -4.424, 0.0, 1.0, 10.0, 16.0]"
"4-chloro-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-",-5.549,"[-5.549, -3.62, -2.983, -2.388, -2.244, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-methylnaphthalene-1,4-dione",-5.548,"[-5.548, -5.185, -5.113, -5.109, -5.076, 0.0, 1.0, 10.0, 16.0]"
"2-iodonaphthalene-1,4-dione",-5.542,"[-5.542, -4.86, -4.772, -4.729, -4.44, 0.0, 1.0, 10.0, 16.0]"
"2-(methylsulfanylmethyl)isoindole-1,3-dione",-5.537,"[-5.537, -5.113, -5.031, -4.861, -4.737, 0.0, 1.0, 10.0, 16.0]"
"1,3-dihydroisoindol-2-yl-[(3S,5S)-5-(pyrrolidine-1",-5.537,"[-5.537, -5.491, -5.307, -5.17, -4.862, 0.0, 1.0, 10.0, 16.0]"
"2-(2-oxooxolan-3-yl)isoindole-1,3-dione",-5.533,"[-5.533, -4.734, -4.607, -4.59, -3.511, 0.0, 1.0, 10.0, 16.0]"
"2-[(2Z,4Z)-2,5-diamino-6,6,6-trifluorohexa-2,4-die",-5.532,"[-5.532, -5.485, 0.0, 1.0, 10.0, 16.0]"
3-[4-methyl-3-[1-[2-[methyl(propyl)amino]ethylamin,-5.528,"[-5.528, -5.216, -4.992, -3.891, -3.463, 0.0, 1.0, 10.0, 16.0]"
"N-(2,6-dioxopiperidin-3-yl)but-2-enamide",-5.528,"[-5.528, -5.527, -4.647, -3.879, -3.848, 0.0, 1.0, 10.0, 16.0]"
"2-(aminomethyl)naphthalene-1,4-dione",-5.525,"[-5.525, -5.127, -4.911, -4.829, -4.564, 0.0, 1.0, 10.0, 16.0]"
N-[(2S)-1-(cyanomethylamino)-1-oxo-3-phenylpropan-,-5.523,"[-5.523, -4.418, -3.865, -3.419, -2.779, 0.0, 1.0, 10.0, 16.0]"
"3-amino-2-methyl-N-(1-methyl-2,6-dioxopiperidin-3-",-5.52,"[-5.52, -5.384, -5.325, -5.264, -4.694, 0.0, 1.0, 10.0, 16.0]"
(4R)-4-(4-fluorophenyl)piperidin-2-one,-5.52,"[-5.52, -4.599, -4.064, 0.0, 0.238, 0.438, 1.0, 10.0, 16.0]"
"2-(2-morpholin-4-yl-2-oxoethyl)isoindole-1,3-dione",-5.516,"[-5.516, -4.324, -4.2, -3.956, -3.479, 0.0, 1.0, 10.0, 16.0]"
"4-(4-chlorophenyl)piperidine-2,6-dione",-5.515,"[-5.515, -4.941, -2.264, -2.025, 0.0, 1.0, 10.0, 16.0, 92.36]"
"(Z)-3-amino-4,4,4-trifluoro-1-(4-fluorophenyl)but-",-5.513,"[-5.513, -4.888, -3.709, -3.496, -3.157, 0.0, 1.0, 10.0, 16.0]"
"3-[3-[(1Z)-3-fluorobuta-1,3-dienyl]-4-methyl-2,5-d",-5.512,"[-5.512, -5.186, -4.363, -3.608, -3.377, 0.0, 1.0, 10.0, 16.0]"
(Z)-2-amino-4-methoxy-4-methyl-1-phenylpent-2-en-1,-5.496,"[-5.496, -5.088, -4.682, -4.666, -4.633, 0.0, 1.0, 10.0, 16.0]"
"2-amino-3-bromo-6,7-dimethylnaphthalene-1,4-dione",-5.496,"[-5.496, -5.114, -4.897, -4.767, -3.44, 0.0, 1.0, 10.0, 16.0]"
2-(4-fluorophenyl)-N-(2-methylbutan-2-yl)acetamide,-5.489,"[-5.489, -4.773, -4.755, -4.654, -4.643, 0.0, 1.0, 10.0, 16.0]"
"3-[5-oxo-3,4-bis[(Z)-prop-1-enyl]-2H-pyrrol-1-yl]p",-5.489,"[-5.489, -5.117, -4.546, -4.486, -4.127, 0.0, 1.0, 10.0, 16.0]"
"3-[3-[3-(dimethylamino)propylamino]-2,5-dioxopyrro",-5.484,"[-5.484, -5.465, -4.952, -4.628, -4.616, 0.0, 1.0, 10.0, 16.0]"
"3-[(5-fluoro-2-methylphenyl)methyl]piperidine-2,6-",-5.475,"[-5.475, -4.484, -3.989, -3.954, -3.837, 0.0, 1.0, 10.0, 16.0]"
"N-[(7R,8aS)-1,4-dioxo-2,3,6,7,8,8a-hexahydropyrrol",-5.472,"[-5.472, -4.753, -4.12, -4.005, -3.463, 0.0, 1.0, 10.0, 16.0]"
"2-nitronaphthalene-1,4-dione",-5.469,"[-5.469, -5.382, -5.231, -5.05, -4.85, 0.0, 1.0, 10.0, 16.0]"
"4-(3,4-difluorophenyl)-4-methylpiperidine-2,6-dion",-5.465,"[-5.465, -5.392, -4.956, -4.652, -4.639, 0.0, 1.0, 10.0, 16.0]"
1-phenyl-N-(3-phenylpropyl)cyclopentane-1-carboxam,-5.462,"[-5.462, -5.401, -5.257, -5.218, -5.156, 0.0, 1.0, 10.0, 16.0]"
3-[4-propan-2-yl-2-(trifluoromethyl)phenyl]piperid,-5.455,"[-5.455, -3.94, -3.558, -3.223, -2.912, 0.0, 1.0, 10.0, 16.0]"
2-[7-[(4-fluorophenyl)methylamino]heptyl]isoindole,-5.454,"[-5.454, -4.84, -4.802, -4.556, -3.74, 0.0, 1.0, 10.0, 16.0]"
"2-(butylamino)-3-chloronaphthalene-1,4-dione",-5.449,"[-5.449, -5.225, -5.178, -5.097, -5.005, 0.0, 1.0, 10.0, 16.0]"
"1-methyl-3-[(1-methyl-2,5-dioxopyrrolidin-3-yl)ami",-5.446,"[-5.446, -5.243, -4.631, -4.43, -4.336, 0.0, 1.0, 10.0, 16.0]"
"3-[4-methyl-5-oxo-3-[(1Z,3Z)-penta-1,3-dienyl]-2H-",-5.439,"[-5.439, -5.111, -4.563, -4.53, -4.391, 0.0, 1.0, 10.0, 16.0]"
"3-(4-fluoro-2,5-dimethylphenyl)piperidine-2,6-dion",-5.436,"[-5.436, -4.811, -4.739, -3.966, -3.356, 0.0, 1.0, 10.0, 16.0]"
(4S)-4-(4-fluorophenyl)piperidin-2-one,-5.433,"[-5.433, -4.605, -4.157, -0.218, 0.0, 0.502, 1.0, 10.0, 16.0]"
"2-chloro-3-(methylamino)naphthalene-1,4-dione",-5.424,"[-5.424, -5.362, -5.337, -5.104, -4.489, 0.0, 1.0, 10.0, 16.0]"
"2-(2,2-dimethylpropylamino)naphthalene-1,4-dione",-5.423,"[-5.423, -4.569, -4.408, -4.076, -3.873, 0.0, 1.0, 10.0, 16.0]"
"4-(3,4-difluorophenyl)-3-ethylpiperidine-2,6-dione",-5.421,"[-5.421, 0.0, 1.0, 1.031, 1.186, 1.309, 4.929, 10.0, 16.0]"
"3-(4-benzoylpiperazin-1-yl)-1-methylpyrrolidine-2,",-5.418,"[-5.418, -4.977, -4.921, -4.869, -4.723, 0.0, 1.0, 10.0, 16.0]"
"2-(2-methylbutylamino)naphthalene-1,4-dione",-5.417,"[-5.417, -4.992, -4.734, -4.409, -4.288, 0.0, 1.0, 10.0, 16.0]"
"2,5,6,7,8-pentadeuterio-3-(trideuteriomethyl)napht",-5.41,"[-5.41, -5.147, -5.026, -4.918, -4.896, 0.0, 1.0, 10.0, 16.0]"
"2-(aminomethyl)-N-(1-methyl-2,6-dioxopiperidin-3-y",-5.405,"[-5.405, -5.336, -5.139, -5.116, -5.072, 0.0, 1.0, 10.0, 16.0]"
"3,3-dichloro-6-phenylpiperidin-2-one",-5.405,"[-5.405, -4.592, -2.606, -2.042, -1.371, 0.0, 1.0, 10.0, 16.0]"
"(3R)-3-methyl-3-(4-methylphenyl)piperidine-2,6-dio",-5.403,"[-5.403, -5.292, -5.218, -5.07, -5.062, 0.0, 1.0, 10.0, 16.0]"
"2-cyclohexylisoindole-1,3-dione",-5.4,"[-5.4, -4.982, -4.736, -3.834, -3.77, 0.0, 1.0, 10.0, 16.0]"
"2-(1,3-dioxoisoindol-2-yl)-N-(3-propan-2-yloxyprop",-5.399,"[-5.399, -3.786, -3.722, -3.602, -3.083, 0.0, 1.0, 10.0, 16.0]"
"2-chloro-3-(octylamino)naphthalene-1,4-dione",-5.393,"[-5.393, -5.005, -4.84, -4.597, -4.289, 0.0, 1.0, 10.0, 16.0]"
"N-(3-amino-1,4-dioxonaphthalen-2-yl)benzenesulfona",-5.389,"[-5.389, -4.536, -4.482, -4.449, -4.276, 0.0, 1.0, 10.0, 16.0]"
