cancer_type,n_total,n_high,n_low,events_total,events_high,events_low,dfs_events_total,median_os_high,median_os_low,os_5yr_high,os_5yr_low,logrank_p,median_dfs_high,median_dfs_low,logrank_dfs_p,cox_hr,cox_hr_lower,cox_hr_upper,cox_p,cox_dfs_hr,cox_dfs_p,cox_multi_hr,cox_multi_lower,cox_multi_upper,cox_multi_p,cox_multi_c,sub_Stage_I-II_hr,sub_Stage_I-II_p,sub_Stage_III-IV_hr,sub_Stage_III-IV_p,sub_MSI_MSI-H_hr,sub_MSI_MSI-H_p,sub_MSI_MSS_hr,sub_MSI_MSS_p
COAD,450,225,225,303,151,152,360,58.729501104265886,70.10148938888408,,,0.42268030689427927,34.79287717463303,48.89913753655647,0.019319944506522743,1.0129398573732402,1.0015645345263298,1.0244443760586721,0.025663076670124418,1.0232489311849196,5.87150279728462e-06,1.0125793664456102,1.0011863354954824,1.0241020447447164,0.030362256412121258,0.5474864257629657,1.0118988112226184,0.14566335391835786,1.0143735503905358,0.0805576170654739,1.0364246341417316,0.023434720920375702,1.009119963781981,0.14845846225297954
