name,best_affinity,z_score,hit_level,substructure,family,MW,LogP,HBA,HBD,TPSA,RotBonds,Rings,Carboxyl_count,Amide_count,Urea_count,smiles
Lipoic_Acid,-5.391,-0.3256871756081538,NonHit,Small_acid,Carboxylic_acid,206.33199999999994,2.785100000000001,3,1,37.3,5,1,1,0,0,C1CSSC1CCCCC(=O)O
Metformin,-5.387,-0.3247084772082554,NonHit,Guanidine,Other,129.167,-1.034159999999999,2,4,88.99000000000001,0,0,0,0,0,CN(C)C(=N)NC(=N)N
DEFERIPRONE,-5.378,0.101987787526568,NonHit,N-heterocycle,Other,139.154,0.39931999999999984,2,1,42.23,0,1,0,0,0,Cc1c(O)c(=O)ccn1C
NAPROXEN,-5.378,0.101987787526568,NonHit,Profens,Other,230.26299999999998,3.036500000000001,2,1,46.53,3,2,1,0,0,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
NIACINAMIDE,-5.371,0.1070053297553836,NonHit,Carbonyl,Other,122.12699999999997,0.18050000000000016,2,1,55.980000000000004,1,1,0,1,0,NC(=O)c1cccnc1
MITOTANE,-5.369,0.1084389132493315,NonHit,Other,Other,320.04600000000005,5.929000000000002,0,0,0.0,3,2,0,0,0,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
ANTAZOLINE,-5.357,0.1170404142130154,NonHit,Imidazoline,Other,265.36,2.6949000000000014,3,1,27.63,5,3,0,0,0,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
Naproxen,-5.357,-0.3173682392090183,NonHit,Profens,Other,230.26299999999998,3.0365,2,1,46.53,3,2,1,0,0,CC(C1=CC2=C(C=C1)C=CC(=C2)OC)C(=O)O
ALLOPURINOL,-5.355,0.1184739977069626,NonHit,N-heterocycle,Other,136.114,0.058499999999999885,4,2,74.69,0,2,0,0,0,Oc1ncnc2[nH]ncc12
Allopurinol,-5.354,-0.3166342154090946,NonHit,N-heterocycle,Other,152.113,-1.0605000000000002,3,3,94.4,0,2,0,0,0,C1=NC2=C(N1)C(=O)NC(=O)N2
ALTRETAMINE,-5.35,0.1220579564418316,NonHit,N-heterocycle,Other,210.285,0.0696000000000001,6,0,48.39000000000001,3,1,0,0,0,CN(C)c1nc(N(C)C)nc(N(C)C)n1
TISOPURINE,-5.348,0.1234915399357789,NonHit,N-heterocycle,Other,152.18200000000002,0.6416,4,2,54.46,0,2,0,0,0,Sc1ncnc2[nH]ncc12
Ciprofibrate,-5.346,-0.314676818609298,NonHit,Small_acid,Other,220.26799999999997,2.806000000000001,2,1,46.53,4,2,1,0,0,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2
Caffeine,-5.34,-0.3132087710094505,NonHit,N-heterocycle,Other,194.194,-1.0293,3,0,61.82,0,2,0,0,0,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
MILRINONE,-5.336,0.1320930408994629,NonHit,N-heterocycle,Other,211.22400000000002,1.617,3,1,69.53999999999999,1,2,0,0,0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
CAFFEINE,-5.329,0.1371105831282791,NonHit,N-heterocycle,Other,194.194,-1.0293,3,0,61.82,0,2,0,0,0,Cn1c(=O)c2c(ncn2C)n(C)c1=O
METHAZOLAMIDE,-5.324,0.1406945418631474,NonHit,Sulfonamide,Other,236.278,-1.4237999999999997,5,1,107.41,1,1,0,1,0,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
BETAXOLOL,-5.32,0.1435617088510419,NonHit,Other,Other,307.434,2.3933999999999997,4,2,50.72,11,2,0,0,0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
CIPROFIBRATE,-5.315,0.1471456675859103,NonHit,Carboxylic_acid,Other,289.158,3.589800000000003,2,1,46.53,4,2,1,0,0,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
LAMIVUDINE,-5.313,0.1485792510798581,NonHit,N-heterocycle,Other,229.261,-0.5941000000000001,6,2,90.36999999999999,2,2,0,0,0,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
Ibuprofen,-5.308,-0.3053791838102642,NonHit,Profens,Profens,206.28499999999997,3.073200000000001,1,1,37.3,4,1,1,0,0,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
Glutaric_Acid,-5.307,-0.3051345092102898,NonHit,Dicarboxylic_acid,Carboxylic_acid,132.115,0.32589999999999975,2,2,74.6,4,0,2,0,0,C(CC(=O)O)CC(=O)O
FLUCYTOSINE,-5.3,0.157897543790516,NonHit,N-heterocycle,Other,129.09399999999997,-0.5088000000000001,3,2,71.77,0,1,0,0,0,Nc1nc(=O)[nH]cc1F
MIGALASTAT,-5.29,0.1650654612602528,NonHit,Other,Other,163.173,-2.9667999999999988,5,5,92.95,1,1,0,0,0,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O
FLUCICLOVINE F18,-5.285,0.1686494199951211,NonHit,Amino_acid,Other,132.124938,-0.09960000000000035,2,2,63.32000000000001,1,1,1,0,0,N[C@]1(C(=O)O)C[C@@H]([18F])C1
FLUCICLOVINE,-5.283,0.1700830034890683,NonHit,Amino_acid,Other,133.12199999999999,-0.09960000000000035,2,2,63.32000000000001,1,1,1,0,0,N[C@]1(C(=O)O)C[C@@H](F)C1
BROXYQUINOLINE,-5.282,0.1707997952360423,NonHit,N-heterocycle,Other,302.95300000000003,3.4654000000000007,2,1,33.120000000000005,0,2,0,0,0,Oc1c(Br)cc(Br)c2cccnc12
MERCAPTOPURINE ANHYDROUS,-5.252,0.1923035476452532,NonHit,N-heterocycle,Other,152.182,0.6416,4,2,54.46,0,2,0,0,0,Sc1ncnc2nc[nH]c12
ISOSORBIDE,-5.239,0.201621840355911,NonHit,Other,Other,146.142,-1.4942000000000004,4,2,58.92,0,2,0,0,0,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
DESVENLAFAXINE,-5.237,0.2030554238498583,NonHit,Other,Other,263.381,2.7326000000000006,3,2,43.7,4,2,0,0,0,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
CHLORMEZANONE,-5.227,0.210223341319595,NonHit,Carbonyl,Other,273.741,1.6155000000000002,3,0,54.45,1,2,0,1,0,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
TERTATOLOL,-5.212,0.2209752175242008,NonHit,Other,Other,295.4480000000001,2.8527000000000013,4,2,41.489999999999995,5,2,0,0,0,CC(C)(C)NCC(O)COc1cccc2c1SCCC2
ESLICARBAZEPINE,-5.201,0.2288599267409115,NonHit,Carbonyl,Other,254.289,2.4929000000000006,2,2,66.56,0,3,0,2,1,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21
LORCASERIN,-5.201,0.2288599267409115,NonHit,Other,Other,195.69299999999998,2.589200000000001,1,1,12.03,0,2,0,0,0,C[C@H]1CNCCc2ccc(Cl)cc21
BETAHISTINE,-5.196,0.2324438854757798,NonHit,N-heterocycle,Other,136.19799999999995,0.8434999999999999,2,1,24.92,3,1,0,0,0,CNCCc1ccccn1
CARBIMAZOLE,-5.193,0.234594260716701,NonHit,Small_acid,Other,186.236,1.56069,3,0,36.16,1,1,1,0,0,CCOC(=O)n1ccn(C)c1=S
DYCLONINE,-5.184,0.2410453864394638,NonHit,Carbonyl,Other,289.4189999999999,3.9242000000000035,3,0,29.54,8,2,0,0,0,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
NIACIN,-5.181,0.2431957616803849,NonHit,Small_acid,Other,123.11099999999998,0.7797999999999999,2,1,50.19,1,1,1,0,0,O=C(O)c1cccnc1
PIRPROFEN,-5.176,0.2467797204152533,NonHit,Profens,Profens,251.71299999999997,2.904300000000001,2,1,40.54,3,2,1,0,0,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
Nicotinic_Acid,-5.174,-0.2725927874136716,NonHit,Small_acid,Carboxylic_acid,123.11099999999998,0.7797999999999999,2,1,50.19,1,1,1,0,0,C1=CC=CN=C1C(=O)O
PHENINDIONE,-5.159,0.2589651801138063,NonHit,Carbonyl,Other,222.243,2.849400000000001,2,0,34.14,1,3,0,0,0,O=C1c2ccccc2C(=O)C1c1ccccc1
Enalaprilat,-5.116,-0.2584016606151462,NonHit,Amino_acid,Other,320.3450000000001,0.4757000000000002,4,3,106.94000000000001,5,2,2,1,0,CC(C(=O)O)NC(C)C(=O)N1CC2=CC=CC=C2CC1C(=O)O
ARTICAINE,-5.109,0.2948047674624907,NonHit,Carboxylic_acid,Other,284.38100000000003,2.16972,5,2,67.43,6,1,1,1,0,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC
Furosemide,-5.097,-0.2537528432156294,NonHit,Sulfonamide,Other,235.64799999999997,0.6856,3,2,97.46,2,1,1,0,0,C1=CC(=C(C=C1C(=O)O)S(=O)(=O)N)Cl
FURAZOLIDONE,-5.091,0.3077070189080169,NonHit,Small_acid,Other,225.16,0.9739,6,0,98.17999999999999,3,2,1,1,0,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
MYCOPHENOLIC ACID,-5.087,0.310574185895912,NonHit,Salicylate,Carboxylic_acid,320.341,2.73322,5,2,93.06000000000002,6,2,2,0,0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
BUFLOMEDIL,-5.087,0.310574185895912,NonHit,Carbonyl,Other,307.39,2.7711000000000015,5,0,48.0,8,2,0,0,0,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
RANITIDINE,-5.074,0.3198924786065699,NonHit,Other,Other,314.411,1.4589999999999999,7,2,83.58,10,1,0,0,0,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
CHLOPHEDIANOL,-5.061,0.3292107713172278,NonHit,Other,Other,289.80600000000004,3.5276000000000023,2,1,23.47,5,2,0,0,0,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
AMINOCAPROIC ACID,-5.059,0.330644354811175,NonHit,Small_acid,Amino_acid,131.175,0.5901000000000001,2,2,63.32000000000001,5,0,1,0,0,NCCCCCC(=O)O
PENTOXIFYLLINE,-5.056,0.3327947300520962,NonHit,Carbonyl,Other,278.31200000000007,0.19300000000000006,4,0,78.89,5,2,0,0,0,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
ALBENDAZOLE,-5.049,0.3378122722809118,NonHit,Carboxylic_acid,Other,265.33799999999997,3.2433000000000005,4,2,67.01,4,2,1,1,0,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
ERDOSTEINE,-5.044,0.3413962310157808,NonHit,Small_acid,Other,249.313,-0.047499999999999876,5,2,83.47,5,1,1,1,0,O=C(O)CSCC(=O)NC1CCSC1=O
CLIOQUINOL,-5.032,0.3499977319794647,NonHit,N-heterocycle,Other,305.502,3.1984000000000004,2,1,33.120000000000005,0,2,0,0,0,Oc1c(I)cc(Cl)c2cccnc12
LEVOBETAXOLOL,-5.03,0.351431315473412,NonHit,Other,Other,307.434,2.3933999999999997,4,2,50.72,11,2,0,0,0,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1
TOLMETIN,-5.03,0.351431315473412,NonHit,Carboxylic_acid,Other,257.289,2.1916200000000003,2,1,59.300000000000004,4,2,1,0,0,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
PITOLISANT,-5.028,0.3528648989673598,NonHit,Other,Other,295.8539999999999,4.165200000000003,2,0,12.47,8,2,0,0,0,Clc1ccc(CCCOCCCN2CCCCC2)cc1
NITROFURANTOIN,-5.019,0.3593160246901226,NonHit,Hydantoin/Ureide,Other,238.15899999999996,0.07349999999999995,6,1,118.05000000000001,3,2,0,3,1,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
ACETAZOLAMIDE,-5.002,0.3715014843886756,NonHit,Sulfonamide,Other,222.251,-0.8561000000000003,6,2,115.03999999999999,2,1,0,1,0,CC(=O)Nc1nnc(S(N)(=O)=O)s1
PYRAZINAMIDE,-5.002,0.3715014843886756,NonHit,Carbonyl,Other,123.11499999999998,-0.4245000000000001,3,1,68.87,1,1,0,1,0,NC(=O)c1cnccn1
FORMOTEROL,-4.997,0.375085443123544,NonHit,Carbonyl,Other,344.41100000000006,2.2233,5,4,90.82,9,2,0,1,0,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
Acetazolamide,-4.992,-0.2280620102182992,NonHit,Sulfonamide,Other,222.251,-0.8561000000000003,6,2,115.04,2,1,0,1,0,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
NEFOPAM,-4.975,0.3908548615569653,NonHit,Other,Other,253.345,3.238000000000002,2,0,12.47,1,3,0,0,0,CN1CCOC(c2ccccc2)c2ccccc2C1
METHENAMINE,-4.971,0.3937220285448598,NonHit,Other,Other,140.19,-1.0197999999999992,4,0,12.96,0,4,0,0,0,C1N2CN3CN1CN(C2)C3
Gabapentin_enacarbil,-4.965,-0.2214557960189857,NonHit,Dicarboxylic_acid,Other,301.33899999999994,2.001,4,3,112.92999999999999,6,1,3,1,0,CC(C)(C(=O)O)OC(=O)NCC1(CCCCC1)CC(=O)O
METHADONE,-4.958,0.4030403212555177,NonHit,Carbonyl,Other,309.45300000000003,4.292000000000004,2,0,20.310000000000002,7,2,0,0,0,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
ORPHENADRINE,-4.956,0.4044739047494649,NonHit,Other,Other,269.388,3.662620000000003,2,0,12.47,6,2,0,0,0,Cc1ccccc1C(OCCN(C)C)c1ccccc1
DOXYLAMINE,-4.916,0.4331455746284125,NonHit,N-heterocycle,Other,270.37600000000003,2.923300000000001,3,0,25.36,6,2,0,0,0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
PRAMOXINE,-4.915,0.4338623663753864,NonHit,Other,Other,293.4069999999999,2.9666000000000015,4,0,30.930000000000003,9,2,0,0,0,CCCCOc1ccc(OCCCN2CCOCC2)cc1
METHAPYRILENE,-4.908,0.438879908604202,NonHit,N-heterocycle,Other,261.394,2.7113000000000005,4,0,19.37,6,2,0,0,0,CN(C)CCN(Cc1cccs1)c1ccccn1
BRIMONIDINE,-4.908,0.438879908604202,NonHit,Guanidine,Other,292.14000000000004,1.7633999999999999,5,2,62.2,1,3,0,0,0,Brc1c(NC2=NCCN2)ccc2nccnc12
FEXINIDAZOLE,-4.897,0.4467646178209127,NonHit,N-heterocycle,Other,279.32099999999997,2.629200000000001,5,0,70.19,5,2,0,0,0,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1
EMTRICITABINE,-4.856,0.4761530794468342,NonHit,N-heterocycle,Other,247.25099999999998,-0.4550000000000003,6,2,90.37,2,2,0,0,0,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
ANISINDIONE,-4.841,0.4869049556514394,NonHit,Carbonyl,Other,252.269,2.8580000000000005,3,0,43.370000000000005,2,3,0,0,0,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
GUANETHIDINE,-4.839,0.4883385391453866,NonHit,Guanidine,Other,198.31399999999994,0.7355699999999996,2,3,65.14,3,1,0,0,0,N=C(N)NCCN1CCCCCCC1
SOTALOL,-4.838,0.4890553308923605,NonHit,Sulfonamide,Other,272.37,1.0895000000000001,4,3,78.43,6,1,0,0,0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
CLOMETHIAZOLE,-4.806,0.5119926667955187,NonHit,N-heterocycle,Other,161.65699999999998,2.2328200000000002,2,0,12.89,2,1,0,0,0,Cc1ncsc1CCCl
FLUINDIONE,-4.78,0.5306292522168344,NonHit,Carbonyl,Other,240.23299999999998,2.988500000000002,2,0,34.14,1,3,0,0,0,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1
BROMFENAC,-4.779,0.5313460439638084,NonHit,Carboxylic_acid,Other,334.169,2.889400000000001,3,2,80.39000000000001,4,2,1,0,0,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
SUMATRIPTAN,-4.765,0.5413811284214401,NonHit,Sulfonamide,Other,295.408,1.3211999999999997,3,2,65.2,6,2,0,0,0,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
ENOXIMONE,-4.739,0.560017713842756,NonHit,Carbonyl,Other,248.307,1.9643199999999998,3,2,65.72,3,2,0,0,0,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1
Succinic_Acid,-4.726,-0.1629785666250628,NonHit,Dicarboxylic_acid,Carboxylic_acid,118.08799999999998,-0.06420000000000015,2,2,74.6,3,0,2,0,0,C(CC(=O)O)C(=O)O
NIALAMIDE,-4.722,0.5722031735413083,NonHit,Carbonyl,Other,298.346,1.0224999999999989,4,3,83.12,7,2,0,2,0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
APRACLONIDINE,-4.71,0.580804674504993,NonHit,Guanidine,Other,245.113,1.7558999999999998,2,3,62.44,1,2,0,0,0,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1
PYRITHIONE,-4.706,0.5836718414928874,NonHit,N-heterocycle,Other,127.16799999999999,0.6087000000000002,2,1,26.939999999999998,0,1,0,0,0,[O-][n+]1ccccc1S
ARFORMOTEROL,-4.702,0.5865390084807824,NonHit,Carbonyl,Other,344.41100000000006,2.2233,5,4,90.82,9,2,0,1,0,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
PIPOBROMAN,-4.68,0.6023084269142038,NonHit,Carbonyl,Other,356.058,1.2272,2,0,40.620000000000005,4,1,0,2,0,O=C(CCBr)N1CCN(C(=O)CCBr)CC1
NATEGLINIDE,-4.661,0.615927470106704,NonHit,Amino_acid,Other,317.42900000000014,3.2609000000000012,2,2,66.4,6,2,1,1,0,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
FENCLOZIC ACID,-4.645,0.6273961380582831,NonHit,Carboxylic_acid,Carboxylic_acid,253.71,3.090600000000001,3,1,50.19,3,2,1,0,0,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1
FOSFOMYCIN,-4.631,0.6374312225159142,NonHit,Other,Other,138.059,-0.09110000000000007,2,2,70.06,1,1,0,0,0,C[C@@H]1O[C@@H]1P(=O)(O)O
FLURBIPROFEN,-4.621,0.644599139985651,NonHit,Profens,Profens,244.265,3.6808000000000023,1,1,37.3,3,2,1,0,0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
Flurbiprofen,-4.591,-0.1299474956284955,NonHit,Profens,Profens,240.302,3.850120000000003,1,1,37.3,3,2,1,0,0,CC1=CC(=CC=C1)C2=CC=C(C=C2)C(C)C(=O)O
FLOSEQUINAN,-4.561,0.6876066448040727,NonHit,N-heterocycle,Other,239.271,1.4150000000000003,2,0,45.06,1,2,0,0,0,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21
LOXOPROFEN,-4.555,0.691907395285915,NonHit,Profens,Profens,246.30599999999993,2.7864000000000013,2,1,54.37,4,2,1,0,0,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
NIZATIDINE,-4.548,0.6969249375147306,NonHit,N-heterocycle,Other,331.4670000000001,1.3224999999999998,8,2,83.33,10,1,0,0,0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
XANTHINOL,-4.546,0.6983585210086778,NonHit,N-heterocycle,Other,311.34200000000004,-2.281299999999997,6,2,105.52000000000001,6,2,0,0,0,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
METAMIZOLE,-4.492,0.7370652753452572,NonHit,N-heterocycle,Other,311.36300000000006,0.7659199999999997,4,1,84.54000000000002,4,2,0,0,0,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C
TIZANIDINE,-4.471,0.7521179020317047,NonHit,Guanidine,Other,253.718,1.7157999999999993,6,2,62.2,1,3,0,0,0,Clc1ccc2nsnc2c1NC1=NCCN1
TRICLOSAN,-4.47,0.7528346937786786,NonHit,Other,Other,289.54499999999996,5.144700000000002,2,1,29.46,2,2,0,0,0,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
CYCLIZINE,-4.445,0.7707544874530204,NonHit,Other,Other,266.38800000000003,3.0234000000000014,2,0,6.48,3,3,0,0,0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
PHENAZOPYRIDINE,-4.445,0.7707544874530204,NonHit,N-heterocycle,Other,213.24400000000003,2.6613999999999995,5,2,89.64999999999999,2,2,0,0,0,Nc1ccc(/N=N/c2ccccc2)c(N)n1
DEXCHLORPHENIRAMINE,-4.438,0.7757720296818367,NonHit,N-heterocycle,Other,274.795,3.8186000000000027,2,0,16.130000000000003,5,2,0,0,0,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1
PENTOLINIUM,-4.399,0.8037269078138104,NonHit,Other,Other,240.4349999999999,2.637500000000001,0,0,0.0,6,2,0,0,0,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
DANTHRON,-4.389,0.8108948252835472,NonHit,Carbonyl,Other,240.21399999999997,1.873199999999999,4,2,74.6,0,3,0,0,0,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
TRIMETAZIDINE,-4.378,0.8187795345002579,NonHit,Other,Other,266.34099999999995,1.1176,5,1,42.96000000000001,5,2,0,0,0,COc1ccc(CN2CCNCC2)c(OC)c1OC
NIFURTIMOX,-4.372,0.8230802849821002,NonHit,Other,Other,287.297,0.6406000000000001,7,0,106.02,3,2,0,0,0,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1
NORTRIPTYLINE,-4.351,0.8381329116685475,NonHit,Other,Other,263.38399999999996,3.826400000000003,1,1,12.03,3,3,0,0,0,CNCCC=C1c2ccccc2CCc2ccccc21
TAUROLIDINE,-4.35,0.8388497034155215,NonHit,Sulfonamide,Other,284.363,-2.6710999999999965,6,2,98.82000000000001,2,2,0,0,0,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
ESFLURBIPROFEN,-4.336,0.8488847878731527,NonHit,Profens,Profens,244.265,3.6808000000000023,1,1,37.3,3,2,1,0,0,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1
HALOTHANE,-4.32,0.8603534558247318,NonHit,Other,Other,197.381,2.5084999999999997,0,0,0.0,0,0,0,0,0,FC(F)(F)C(Cl)Br
EMEPRONIUM,-4.303,0.8725389155232847,NonHit,Other,Other,282.451,4.693400000000004,0,0,0.0,6,2,0,0,0,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1
ZOMEPIRAC,-4.281,0.888308333956706,NonHit,Carboxylic_acid,Other,291.73400000000004,2.8450200000000017,2,1,59.3,4,2,1,0,0,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1
Phenylbutazone,-4.274,-0.0523856474365559,NonHit,Carbonyl,Other,308.38100000000003,3.7878000000000025,2,0,40.620000000000005,5,3,0,2,0,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
Sertraline,-4.248,-0.046024107837217,NonHit,Other,Other,334.29,5.610600000000003,1,1,12.03,3,3,0,0,0,CNC(C1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl)C
CHLORPHENIRAMINE,-4.219,0.9327494222690744,NonHit,N-heterocycle,Other,274.795,3.8186000000000027,2,0,16.130000000000003,5,2,0,0,0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
TRIDIHEXETHYL,-4.2,0.9463684654615746,NonHit,Other,Other,318.5250000000002,4.721100000000004,1,1,20.23,8,2,0,0,0,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
DEXBROMPHENIRAMINE,-4.186,0.9564035499192064,NonHit,N-heterocycle,Other,319.246,3.9277000000000024,2,0,16.130000000000003,5,2,0,0,0,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
AMINOPYRINE,-4.171,0.9671554261238116,NonHit,N-heterocycle,Other,231.29900000000004,1.55042,2,0,30.17,2,2,0,0,0,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
LEVAMISOLE,-4.157,0.9771905105814434,NonHit,Imidazoline,Other,204.298,2.1460999999999997,3,0,15.6,1,3,0,0,0,c1ccc([C@H]2CN3CCSC3=N2)cc1
DIETHYLCARBAMAZINE,-4.124,1.0008446382315754,NonHit,Carbonyl,Other,199.29799999999994,0.6956,2,0,26.790000000000006,2,1,0,2,1,CCN(CC)C(=O)N1CCN(C)CC1
DIFEMERINE,-4.108,1.0123133061831544,NonHit,Carboxylic_acid,Other,327.42400000000004,2.8059000000000003,4,1,49.769999999999996,6,2,1,0,0,CN(C)CC(C)(C)OC(=O)C(O)(c1ccccc1)c1ccccc1
CARBINOXAMINE,-4.096,1.0209148071468384,NonHit,N-heterocycle,Other,290.794,3.4026000000000023,3,0,25.36,6,2,0,0,0,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
Thiamine,-4.02,0.0097617009569857,NonHit,N-heterocycle,Other,265.36199999999997,0.60774,5,2,75.91,4,2,0,0,0,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
2-MERCAPTOETHANESULFONIC ACID,-4.001,1.0890100231093387,NonHit,Other,Carboxylic_acid,142.201,-0.19599999999999984,3,2,54.370000000000005,2,0,0,0,0,O=S(=O)(O)CCS
CYSTEINE,-3.99,1.0968947323260494,NonHit,Amino_acid,Other,121.16099999999997,-0.6719000000000002,3,3,63.32000000000001,2,0,1,0,0,N[C@@H](CS)C(=O)O
MAVACAMTEN,-3.942,1.1313007361807863,NonHit,N-heterocycle,Other,273.33600000000007,2.2906,3,2,66.89,4,2,0,0,0,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O
DAPSONE,-3.906,1.1571052390718397,NonHit,Other,Other,248.30700000000002,1.6838000000000002,4,2,86.18,2,2,0,0,0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
OXYMETAZOLINE,-3.901,1.160689197806708,NonHit,Imidazoline,Other,260.3809999999999,2.850740000000001,3,2,44.620000000000005,2,2,0,0,0,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
ABAMETAPIR,-3.875,1.179325783228024,NonHit,N-heterocycle,Other,184.242,2.760440000000001,2,0,25.78,1,2,0,0,0,Cc1ccc(-c2ccc(C)cn2)nc1
APOMORPHINE,-3.873,1.1807593667219711,NonHit,Other,Other,267.328,2.8499000000000025,3,2,43.7,0,4,0,0,0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
PROPYPHENAZONE,-3.848,1.1986791603963136,NonHit,N-heterocycle,Other,230.31100000000004,2.607820000000001,1,0,26.93,2,2,0,0,0,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
XYLOMETAZOLINE,-3.815,1.2223332880464453,NonHit,Imidazoline,Other,244.38199999999995,3.1451400000000014,2,1,24.39,2,2,0,0,0,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
MAZINDOL,-3.767,1.2567392919011824,NonHit,Imidazoline,Other,284.74600000000004,2.6092000000000004,3,1,35.830000000000005,1,4,0,0,0,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
TOLRESTAT,-3.697,1.306914714189341,NonHit,Amino_acid,Other,357.353,3.5591000000000026,3,1,49.769999999999996,4,2,1,0,0,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F
BITHIONOL,-3.691,1.3112154646711829,NonHit,Other,Other,356.057,5.862600000000001,3,2,40.46,2,2,0,0,0,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
