gene,distance,Z,FC,p.value,p.adj
CD55,3.84637635326856e-06,1.45623443210742,5.13825321141198,0.0234041855951105,0.709217745306378
MTDH,3.8046516066925e-06,1.44826886144125,5.02738030125584,0.0249496094122934,0.733812041538042
FCGRT,3.71681309449543e-06,1.43126467298979,4.79792434109917,0.0284940461504811,0.81411560429946
IMPDH2,3.66193857028925e-06,1.42047511660368,4.65729834485584,0.0309218094995217,0.827736929430429
HSPD1,3.62754571249658e-06,1.41364545087983,4.57022664598376,0.0325322610698039,0.827736929430429
TFF3,3.62283293403118e-06,1.41270549593012,4.55835940767967,0.0327584390599217,0.827736929430429
RPL23,3.61710871949712e-06,1.41156247264652,4.54396602346492,0.0330349681731214,0.827736929430429
KRT19,3.61421234069036e-06,1.41098355662099,4.53669182819279,0.033175648005832,0.827736929430429
SERPINB6,3.59871289388857e-06,1.40787916046729,4.49786431475849,0.0339372141066476,0.827736929430429
RNF43,3.53113159132244e-06,1.39421474039977,4.33051707031814,0.0374348721808,0.891306480495239
S100A14,3.50493637132448e-06,1.38886099107322,4.2665046827308,0.0388708094630365,0.903972313093872
EBPL,3.43976906368916e-06,1.37539950346864,4.10932530740491,0.0426473727092646,0.933755873698372
NHP2,3.43802330382066e-06,1.37503604040748,4.10515521655334,0.0427526669866595,0.933755873698372
NORAD,3.43471562372805e-06,1.3743469771826,4.09725997727546,0.0429527701901251,0.933755873698372
B2M,3.36930427105886e-06,1.36060813109383,3.94268803814474,0.0470754989182588,0.99711277967636
RPS23,3.3447063461299e-06,1.35538544537233,3.88533024337646,0.0487096820023193,0.99711277967636
MUC13,3.33989309506483e-06,1.35435983075001,3.87415580115813,0.0490349639153276,0.99711277967636
NEAT1,3.32786744623792e-06,1.35179212091557,3.84630738743314,0.049855638983818,0.99711277967636
SFN,3.30032995058656e-06,1.34588376408101,3.78291577105749,0.0517783579442094,0.999999999992859
EIF3F,3.23979160067194e-06,1.33275245242127,3.64540764946307,0.0562240384378431,0.999999999992859
C8orf59,3.23044144975457e-06,1.33070655248195,3.62439646697616,0.056938220273602,0.999999999992859
CDC42EP5,3.12830228102934e-06,1.30803774935557,3.39882945236073,0.0652427022981761,0.999999999992859
RPL23A,3.08220996200101e-06,1.29761025955969,3.29941078630528,0.0693047387722404,0.999999999992859
COMMD6,2.98407183604453e-06,1.27497862632623,3.09264804023692,0.0786467255930242,0.999999999992859
EEF1B2,2.95680496722915e-06,1.26858318327081,3.0363882944549,0.081416875708166,0.999999999992859
CYC1,2.95116657070213e-06,1.26725471290271,3.02481902437674,0.0819994689380893,0.999999999992859
CLTB,2.89871437764303e-06,1.25479635583017,2.91825205159088,0.0875826909657873,0.999999999992859
ROMO1,2.86983316549664e-06,1.24785802402756,2.86038999799233,0.0907854848816382,0.999999999992859
S100A6,2.85548525582758e-06,1.24438997788936,2.83186009929274,0.092411268482357,0.999999999992859
HMGB1,2.85460339431253e-06,1.2441763601228,2.8301112387026,0.0925119513839828,0.999999999992859
RHOC,2.82841171330278e-06,1.23780719711467,2.77841557283675,0.0955426451826819,0.999999999992859
BLVRB,2.81709496571871e-06,1.2350403878878,2.75622663543175,0.0968764901678717,0.999999999992859
RPS3,2.81174344752378e-06,1.23372885461216,2.74576480351614,0.0975124105833515,0.999999999992859
RPS18,2.8062618555413e-06,1.23238333545594,2.73506931068031,0.0981672421924258,0.999999999992859
FXYD3,2.8054487830695e-06,1.23218357544033,2.73348464928973,0.0982646703772872,0.999999999992859
RPS19,2.78587991589923e-06,1.22736151862627,2.69548385628608,0.100632935405874,0.999999999992859
RPS7,2.74994353716538e-06,1.21843401100327,2.62639174033734,0.105100315192107,0.999999999992859
LMNA,2.71421302621219e-06,1.20946301502602,2.55858477446889,0.109696742937598,0.999999999992859
RPS27L,2.71344677903045e-06,1.20926958032946,2.55714035458067,0.109797027052314,0.999999999992859
RSL1D1,2.69328285976176e-06,1.20416326686134,2.51927678508303,0.112462152123953,0.999999999992859
RPS25,2.67104139946044e-06,1.19849462376554,2.47783959759528,0.115460750508825,0.999999999992859
CLDN7,2.65832299198637e-06,1.19523581982144,2.45429885812453,0.117203492850064,0.999999999992859
RPS15A,2.65049529416754e-06,1.19322383642786,2.43986628181935,0.118286308620718,0.999999999992859
PDZK1IP1,2.63000925525708e-06,1.18793524834272,2.40229592111426,0.121157317986621,0.999999999992859
ZC3H15,2.57778690233286e-06,1.1743004834085,2.30784148437264,0.128722692618782,0.999999999992859
RPS6,2.57687797637366e-06,1.17406118856555,2.30621428453178,0.128857545374673,0.999999999992859
LGALS3,2.56497149830889e-06,1.17092018439409,2.28495176991431,0.130634202652274,0.999999999992859
CYSTM1,2.56316593093349e-06,1.17044282868738,2.28173599750646,0.130905276736214,0.999999999992859
RPS5,2.54387453766815e-06,1.16532541481366,2.24751876790559,0.133828836778687,0.999999999992859
RPL5,2.53315718070096e-06,1.16246876839469,2.22862104298274,0.13547470889287,0.999999999992859
RPL14,2.52726088178566e-06,1.16089294914599,2.21825822572646,0.136386851346673,0.999999999992859
EZR,2.51819156070535e-06,1.15846327138132,2.20236592243302,0.137799095618859,0.999999999992859
RPL13,2.4951018721755e-06,1.15224522650763,2.16216341417653,0.141445420594812,0.999999999992859
MGST3,2.47554705424109e-06,1.14694239022798,2.1284052502802,0.144591119864464,0.999999999992859
GLTSCR2,2.45889018220193e-06,1.1423984596317,2.09985939701625,0.147312684535769,0.999999999992859
RACK1,2.42901107442006e-06,1.1341844037915,2.04913673955278,0.152292519957126,0.999999999992859
YWHAB,2.42822987456168e-06,1.13396854379625,2.04781889631075,0.152424417559705,0.999999999992859
PI3,2.41666708222099e-06,1.13076690239556,2.02836264258916,0.154386857473436,0.999999999992859
PHLDA2,2.41373239851106e-06,1.12995232966231,2.02343934258459,0.154887974022044,0.999999999992859
FABP5,2.38981225362476e-06,1.12328264343989,1.98353339863207,0.159018664950642,0.999999999992859
UQCRB,2.38850756837918e-06,1.12291729640458,1.98136822407098,0.159246341398092,0.999999999992859
PDIA3,2.38716056572125e-06,1.12253992891758,1.9791340626792,0.159481661193706,0.999999999992859
S100P,2.37660959033306e-06,1.11957802620155,1.9616776355601,0.161334011965866,0.999999999992859
RPL35A,2.3693882884841e-06,1.11754466546573,1.94977467515761,0.162611133692111,0.999999999992859
CXCL14,2.35914748165074e-06,1.11465241323114,1.93295673498012,0.164435325924842,0.999999999992859
RPS8,2.34592970142239e-06,1.11090424877696,1.91135755671078,0.166812537021331,0.999999999992859
PLAUR,2.321525550971e-06,1.10393857202236,1.87179760006231,0.171269340083521,0.999999999992859
YBX1,2.30777486083595e-06,1.09998742470346,1.8496894802029,0.173819513968868,0.999999999992859
PHB,2.30687625232865e-06,1.09972855065063,1.84824928503909,0.17398715023615,0.999999999992859
NME1,2.29650683179868e-06,1.09673534129964,1.83167084910515,0.175930320549981,0.999999999992859
RPS27,2.27151668322492e-06,1.089476297978,1.79202395970512,0.180679757979331,0.999999999992859
ADRM1,2.26785353123648e-06,1.08840678442694,1.78624882003016,0.18138387568283,0.999999999992859
DUSP1,2.23726264783691e-06,1.07941997861482,1.73838471265713,0.187343624529668,0.999999999992859
DPEP1,2.23613507448027e-06,1.07908682049815,1.73663287334478,0.187566030085171,0.999999999992859
S100A10,2.22446737521252e-06,1.07563137598743,1.71855735769158,0.189878850647219,0.999999999992859
ITM2C,2.22287159263053e-06,1.07515763147299,1.71609253375711,0.190196799632106,0.999999999992859
RPL19,2.21704941390818e-06,1.07342683428007,1.70711467587323,0.191360154897191,0.999999999992859
RPL37A,2.21167371494819e-06,1.07182547757144,1.69884620081471,0.192438938025654,0.999999999992859
RPL31,2.19475273340954e-06,1.06676415523163,1.67295071713676,0.195863775933466,0.999999999992859
GPX4,2.16494647140166e-06,1.05777089136841,1.62781960960444,0.202004892595631,0.999999999992859
RPS14,2.15650764094738e-06,1.05520639757337,1.6151540577433,0.203768811142864,0.999999999992859
EIF2S2,2.14367033003426e-06,1.0512895345352,1.59598183614599,0.206473573918185,0.999999999992859
PIGR,2.12240005893321e-06,1.04475742348279,1.56446714955936,0.211012340545056,0.999999999992859
KRT8,2.11300331638502e-06,1.04185470040906,1.55064473045638,0.21304028644038,0.999999999992859
RPS13,2.10222518503611e-06,1.03851229218234,1.53486583698161,0.215383635806401,0.999999999992859
TMSB10,2.09707031693952e-06,1.03690878279493,1.52734777427065,0.216510933360861,0.999999999992859
NPM1,2.08844430904917e-06,1.03421832692971,1.51480855013938,0.218406807960469,0.999999999992859
KLK1,2.08625733680945e-06,1.0335347724681,1.51163766388205,0.218889363371611,0.999999999992859
MYL12B,2.08064874295215e-06,1.03177909552211,1.50352096089849,0.220130398383255,0.999999999992859
MIDN,2.07870958750951e-06,1.0311711791436,1.5007197170851,0.220560654898753,0.999999999992859
PRDX5,2.07666609531204e-06,1.03053005403076,1.49777057818241,0.221014713769743,0.999999999992859
RPL13A,2.06410700157835e-06,1.02657845134714,1.47970916678245,0.223820031398961,0.999999999992859
CIB1,2.06064040893997e-06,1.02548427481462,1.47474310498897,0.224598827072097,0.999999999992859
GAL,2.04032758130778e-06,1.01904256756191,1.44581175407493,0.229201182742005,0.999999999992859
SNRPB,2.02196267184858e-06,1.0131735129926,1.41990149875067,0.233419616574418,0.999999999992859
ETHE1,2.00034438396078e-06,1.00620889213681,1.38970139276823,0.23845553370488,0.999999999992859
RPL18A,1.99738260655206e-06,1.00524995085338,1.38558916180548,0.239151399190183,0.999999999992859
PRKDC,1.99675529232905e-06,1.00504669543662,1.38471895968035,0.239298969434654,0.999999999992859
SH3BGRL3,1.98601966641533e-06,1.00156017625434,1.36986900637286,0.241834391493394,0.999999999992859
RPL12,1.97792158672051e-06,0.998920068283376,1.35872038397622,0.243759373350792,0.999999999992859
UQCRC2,1.96315099728961e-06,0.994081872316893,1.33850303487796,0.247298133619974,0.999999999992859
PDCD5,1.95103515046677e-06,0.990091087055003,1.32203251907993,0.250227602612465,0.999999999992859
RPL15,1.9393303528355e-06,0.986216495603555,1.30621762581232,0.253080618340269,0.999999999992859
TCP1,1.93264185851419e-06,0.983993878299731,1.29722321862463,0.254721058260772,0.999999999992859
JUND,1.93046434970699e-06,0.983268931422593,1.29430170094464,0.255256712827684,0.999999999992859
GPX2,1.91837466887028e-06,0.979231828347272,1.27814113622797,0.25824494583626,0.999999999992859
RPS16,1.91422315452647e-06,0.977840738491545,1.27261512527145,0.259276656909776,0.999999999992859
PCBD1,1.90464628066688e-06,0.974622329497755,1.25991317149884,0.261667526677206,0.999999999992859
RPS27A,1.89056993076539e-06,0.969867836396768,1.24135912987926,0.265209277053349,0.999999999992859
SERF2,1.88827924608323e-06,0.969091400603043,1.23835279870388,0.265788745981268,0.999999999992859
EIF5A,1.88753679019099e-06,0.968839578026935,1.23737916985177,0.265976750168899,0.999999999992859
PLAC8,1.88663144144341e-06,0.968532397141736,1.23619244753334,0.266206125829534,0.999999999992859
MT-ND1,1.87244250504213e-06,0.963702409822416,1.21766811103879,0.269818772071773,0.999999999992859
MUC2,1.87240712009434e-06,0.963690327424954,1.21762208910189,0.269827823275116,0.999999999992859
MRPS34,1.87027874063682e-06,0.962963237837924,1.21485550176133,0.270372629784618,0.999999999992859
IGKC,1.84069640803864e-06,0.952787044534127,1.17672852129933,0.278023011274803,0.999999999992859
PKM,1.81545396051055e-06,0.943997969176872,1.14467561150488,0.28466651073813,0.999999999992859
RPSA,1.81473107677264e-06,0.94374480976445,1.1437642112041,0.284858333573044,0.999999999992859
FDPS,1.80959012209196e-06,0.941942037054338,1.13729304722522,0.286225047716132,0.999999999992859
BTF3,1.80677262600939e-06,0.940952260157605,1.13375431860847,0.286975950439011,0.999999999992859
POLR2K,1.8066280139324e-06,0.940901424540226,1.13357283699525,0.287014527459585,0.999999999992859
RBM39,1.8034529586774e-06,0.939784459032762,1.12959194696175,0.287862394061346,0.999999999992859
IGHA2,1.79600398190879e-06,0.937157658360898,1.12027989152721,0.289858194046508,0.999999999992859
CAMK2N1,1.79343722890655e-06,0.936250466800105,1.11708009123573,0.290548055645622,0.999999999992859
RANBP1,1.7846131629859e-06,0.933123612508854,1.10611462386733,0.292928105224251,0.999999999992859
REG4,1.76334036814914e-06,0.92553343132432,1.07990176284378,0.298719533353449,0.999999999992859
FBL,1.75350593391569e-06,0.921999269549936,1.06788977955699,0.301422581501403,0.999999999992859
RPS2,1.75342345265019e-06,0.921969560445549,1.06778931929945,0.301445320584066,0.999999999992859
POLR1D,1.75222264422031e-06,0.92153690981538,1.06632729783309,0.301776498237671,0.999999999992859
HSP90AB1,1.75220311571958e-06,0.921529871713381,1.0663035295552,0.30178188611239,0.999999999992859
LGALS4,1.73858790696008e-06,0.916607318923976,1.04979683536808,0.305553882134471,0.999999999992859
PPIB,1.70998779408359e-06,0.906163969463126,1.01554219114205,0.313578752726214,0.999999999992859
C4orf48,1.70607554380502e-06,0.904724377569222,1.01090062552014,0.314687173670171,0.999999999992859
RPL32,1.70281575968197e-06,0.903522820569942,1.00704127749412,0.315612702218744,0.999999999992859
CD63,1.69906058807878e-06,0.902136341173842,1.00260457546699,0.316681096524998,0.999999999992859
RPL27,1.69832597098217e-06,0.901864815244524,1.0017377773765,0.316890381655025,0.999999999992859
RPS28,1.69544323578723e-06,0.900798387050041,0.998339968039441,0.317712520676233,0.999999999992859
RPS11,1.69325317781435e-06,0.899987218443762,0.995762458837321,0.318338045887198,0.999999999992859
RPL10A,1.68888764888096e-06,0.898367733460248,0.990634547492887,0.31958733498889,0.999999999992859
ATP1B1,1.68685539256555e-06,0.897612662790186,0.988251899896033,0.320170001060355,0.999999999992859
MUC5B,1.68556933460389e-06,0.897134454356321,0.986745588514554,0.320539084009591,0.999999999992859
ACTB,1.65756485078346e-06,0.886646885116249,0.954229871823831,0.328644951806587,0.999999999992859
CST3,1.65717191300282e-06,0.886498708883664,0.953777511211559,0.328759624643803,0.999999999992859
RPLP2,1.65181577977249e-06,0.884476062608225,0.947622080126421,0.330325315813739,0.999999999992859
ESD,1.63297560116088e-06,0.877318737649176,0.926128698075006,0.335870905047883,0.999999999992859
ANP32B,1.6308802122139e-06,0.876518559443332,0.923753457717296,0.336491363011211,0.999999999992859
RPL21,1.62479406603419e-06,0.874189654038576,0.916871764978994,0.338297687423027,0.999999999992859
PSMA4,1.61782473910524e-06,0.871514057815446,0.909023047711353,0.34037376583756,0.999999999992859
ARF4,1.61653410708712e-06,0.871017541925033,0.907573266097894,0.340759123557094,0.999999999992859
TSPAN8,1.61340368876259e-06,0.869811904782897,0.904061638238004,0.341694966203563,0.999999999992859
RPL27A,1.61014713512562e-06,0.86855566636664,0.900415738614791,0.342670260812899,0.999999999992859
TIMM13,1.60735824698559e-06,0.867478188507618,0.897299273084479,0.343506908946069,0.999999999992859
RPL24,1.60393366004284e-06,0.866153027368984,0.893479830978141,0.34453604566943,0.999999999992859
CALM2,1.59606088667426e-06,0.863097864622503,0.884730216088211,0.346909376106503,0.999999999992859
RPL28,1.56821037967135e-06,0.85219061856796,0.854123357039809,0.355388471117925,0.999999999992859
PDIA4,1.56795981397468e-06,0.852091775065471,0.853850438406705,0.355465344635396,0.999999999992859
MYL12A,1.52981811509385e-06,0.836893436629735,0.812814698864796,0.367289390494085,0.999999999992859
RPL18,1.5295415079127e-06,0.836782095916512,0.812520794570442,0.36737602500537,0.999999999992859
RPS9,1.52933122871272e-06,0.836697442767871,0.812297401511508,0.367441893836879,0.999999999992859
RPL22,1.52429593916727e-06,0.834667526359347,0.806957264374365,0.36902136823842,0.999999999992859
PEBP1,1.52039057062664e-06,0.833089363032224,0.802827582887653,0.370249311103326,0.999999999992859
STOML2,1.51948744147618e-06,0.832723938044286,0.801874088883044,0.370533637801039,0.999999999992859
CAST,1.51781561654935e-06,0.832047015922581,0.800110526308303,0.371060326030126,0.999999999992859
TMED10,1.5059068815898e-06,0.82720753249875,0.787604495007988,0.374825457872079,0.999999999992859
MYL6,1.49322116107658e-06,0.822017915521293,0.774390866375614,0.378862120897427,0.999999999992859
TKT,1.48503525463214e-06,0.818650055189221,0.765923646977702,0.381481066372003,0.999999999992859
IRF2BP2,1.48122543429007e-06,0.817077457658134,0.761998772583383,0.382703734851457,0.999999999992859
CCT6A,1.47897488487337e-06,0.816146940525313,0.759684995023165,0.383427120622697,0.999999999992859
PSME2,1.4781366847498e-06,0.815800081928126,0.758824145226481,0.38369675405136,0.999999999992859
GMDS,1.47771079060262e-06,0.815623779811831,0.758386929633462,0.383833800760742,0.999999999992859
EIF6,1.47563265248066e-06,0.814762925119294,0.756255356128829,0.384502945894557,0.999999999992859
SCAND1,1.46700711821941e-06,0.811179275206655,0.747440097568276,0.387287923250603,0.999999999992859
RPS24,1.45309264987556e-06,0.805361923038982,0.733328497585496,0.39180641590618,0.999999999992859
RPS15,1.44687356063843e-06,0.802747180687675,0.727064787093975,0.393836262898645,0.999999999992859
TMBIM6,1.44044036050738e-06,0.800032776030887,0.720613698336492,0.395942678742534,0.999999999992859
RPLP0,1.42885988638901e-06,0.795121582670517,0.709073473073419,0.399751568060057,0.999999999992859
DYNLRB1,1.41525138709113e-06,0.789308746777533,0.69563132208498,0.404255538501839,0.999999999992859
TOMM7,1.40949721691324e-06,0.786837176672682,0.689986185492056,0.406169079578873,0.999999999992859
TMSB4X,1.39948144333819e-06,0.782515479606865,0.680215053316186,0.409512681130681,0.999999999992859
DSG2,1.39448934862447e-06,0.780352038765843,0.675370913959474,0.411185305408485,0.999999999992859
ETS2,1.39286658665875e-06,0.779647419540817,0.673799975397443,0.411729891484304,0.999999999992859
NACA,1.39001963688081e-06,0.778409630135274,0.6710483633194,0.412686338520218,0.999999999992859
RPL9,1.38451746379362e-06,0.776011551228065,0.665746399801803,0.414538548182139,0.999999999992859
IQGAP1,1.38368381033156e-06,0.775647533628343,0.664944915219408,0.414819611153033,0.999999999992859
C15orf48,1.38014698780817e-06,0.77410118039971,0.661549939521389,0.41601328908423,0.999999999992859
RPL37,1.37760129700992e-06,0.772986168025355,0.659111723244585,0.416873713606885,0.999999999992859
C16orf13,1.37706019608189e-06,0.772748949799701,0.658594046724783,0.417056736844722,0.999999999992859
RPL3,1.37462850126663e-06,0.771681959304192,0.656270131297434,0.417879823650511,0.999999999992859
TMEM54,1.36446093576317e-06,0.767203879267813,0.646597711387124,0.421331719308063,0.999999999992859
ELOC,1.35936992655538e-06,0.764951445493539,0.641781606139348,0.423066387211441,0.999999999992859
ATP5G2,1.34386647422537e-06,0.758049649357727,0.627226197744811,0.428374591918242,0.999999999992859
COX7A2L,1.34354087748645e-06,0.75790400760536,0.626922301385232,0.428486486392913,0.999999999992859
S100A11,1.33820186953597e-06,0.755511724316788,0.621949631461507,0.430323712157141,0.999999999992859
RPL29,1.32850744426593e-06,0.751147953135922,0.61297100931526,0.433671360608238,0.999999999992859
RPL36,1.32185722941687e-06,0.748139468777763,0.606849574054262,0.435976472978092,0.999999999992859
IFI27,1.31420825729946e-06,0.744663887954543,0.599846782115677,0.438636491615104,0.999999999992859
PFN1,1.31037252879068e-06,0.742914787720488,0.59635039303049,0.439973914281134,0.999999999992859
ENY2,1.30862221390944e-06,0.742115255667462,0.594758320819072,0.440584981922151,0.999999999992859
RPL6,1.29746922224081e-06,0.737000103082503,0.584663631039799,0.444490110407836,0.999999999992859
RPL36AL,1.29337262013832e-06,0.735112270338204,0.580977450210464,0.445929446514949,0.999999999992859
RBM3,1.29314577212921e-06,0.735007590095336,0.580773669771551,0.446009226781754,0.999999999992859
FKBP2,1.29030458256488e-06,0.733695240415617,0.578224420632074,0.447009134128926,0.999999999992859
EEF1A1,1.28869370576185e-06,0.732950129030436,0.576781556851183,0.44757662022532,0.999999999992859
FAU,1.2808203098121e-06,0.729297344296596,0.569755283629248,0.450356176529939,0.999999999992859
SSB,1.27939888404592e-06,0.728635941519361,0.568491381972762,0.450859024488562,0.999999999992859
PCNA,1.27784710035121e-06,0.727913198830182,0.567113171201406,0.451408351003307,0.999999999992859
GGCT,1.26788173167647e-06,0.723254733553795,0.558302328217722,0.454945070129692,0.999999999992859
NDUFC1,1.26723438597106e-06,0.722951092406793,0.557732365986604,0.455175352338901,0.999999999992859
CDH1,1.26202953955408e-06,0.720505131300609,0.553160283899999,0.457029271331983,0.999999999992859
RPL10,1.25814311361139e-06,0.718673388417032,0.54975861028535,0.458416342606609,0.999999999992859
STRAP,1.25202882868607e-06,0.715782272649272,0.544428194404903,0.460603310892244,0.999999999992859
LGALS3BP,1.2474008251249e-06,0.713586289529653,0.540410780736672,0.462262535454476,0.999999999992859
POLR2I,1.24496846574855e-06,0.712429478071219,0.538305296068369,0.463135916500333,0.999999999992859
VMP1,1.23300691986774e-06,0.706713749344516,0.528011009618766,0.467444274693452,0.999999999992859
RPL11,1.21842543669653e-06,0.699684749119457,0.515596385772581,0.472726207523827,0.999999999992859
P4HB,1.19628141237571e-06,0.688878161775234,0.497025487374261,0.480810021055521,0.999999999992859
KRT10,1.18788154016946e-06,0.684736294384668,0.490070112145056,0.483896030694327,0.999999999992859
ASS1,1.18363824140225e-06,0.682634910566161,0.486575151312745,0.485459041632138,0.999999999992859
UGT2B17,1.17889604623598e-06,0.680279194393651,0.482684077279553,0.487209048800571,0.999999999992859
C20orf24,1.17114461077582e-06,0.67641196074014,0.476357490616167,0.490076872788441,0.999999999992859
GPRC5A,1.1695132271078e-06,0.67559540237487,0.475031299871282,0.490681595754922,0.999999999992859
PHGR1,1.16923129667771e-06,0.675454193481181,0.474802299235686,0.490786142645118,0.999999999992859
RAB11FIP1,1.16466686932344e-06,0.673164169910501,0.471102483012379,0.492480411599632,0.999999999992859
GUK1,1.1611985904527e-06,0.671419207698658,0.468300854493304,0.493769895166902,0.999999999992859
TXNDC17,1.1576729030897e-06,0.669641009286837,0.46546141622638,0.495082572777799,0.999999999992859
GNAS,1.15569371482111e-06,0.668640863313,0.463871246347695,0.495820276871636,0.999999999992859
PSMB9,1.13789474134248e-06,0.659583281139641,0.449693003841483,0.502480777993874,0.999999999992859
RPL38,1.13447391296322e-06,0.657829289388747,0.446993263310647,0.503766274879106,0.999999999992859
SET,1.11311119884265e-06,0.646777362477047,0.430317545948982,0.511833174422807,0.999999999992859
TFF1,1.11225351690008e-06,0.646330051279243,0.429654659082311,0.512158450421299,0.999999999992859
FERMT1,1.10806160257331e-06,0.644139773685991,0.426422155873625,0.513749784427643,0.999999999992859
S100A13,1.10625165649074e-06,0.643191990993144,0.425030228266964,0.514437670404672,0.999999999992859
TUFM,1.10075969782263e-06,0.640308368550229,0.420820599700665,0.516527864753624,0.999999999992859
MCL1,1.10007405056376e-06,0.639947539155384,0.420296516870859,0.516789125195636,0.999999999992859
RPL39,1.09602887479405e-06,0.637814987978552,0.417211183916339,0.518331899650693,0.999999999992859
SLC25A6,1.08966824511188e-06,0.634448776619949,0.41238279725142,0.520762562594591,0.999999999992859
MT-ND3,1.0896441609691e-06,0.63443600030823,0.412364568260251,0.520771777299296,0.999999999992859
CALR,1.08777201382325e-06,0.633442147602022,0.410948796077086,0.521488326403059,0.999999999992859
SMIM22,1.08285725796245e-06,0.63082644826324,0.407243699311806,0.523371820355498,0.999999999992859
LMO7,1.07885584178327e-06,0.628689695915061,0.404239534682901,0.524907866737933,0.999999999992859
RPL22L1,1.07023995577709e-06,0.624066836315566,0.397808695199796,0.528223113205544,0.999999999992859
TAF1D,1.05267403357066e-06,0.614547217701079,0.384857337319197,0.535015067335266,0.999999999992859
UBA52,1.04613393826735e-06,0.610969857584283,0.380090078483604,0.537555031817235,0.999999999992859
VIMP,1.04351293954323e-06,0.60953109011538,0.378187898259756,0.538574641529331,0.999999999992859
TECR,1.03845673379039e-06,0.606747214129762,0.374531857003544,0.540544321405485,0.999999999992859
C12orf57,1.02947179771433e-06,0.601772899848194,0.368078845085884,0.544053328924591,0.999999999992859
BLOC1S1,1.02621715327909e-06,0.599962318082835,0.365755183377043,0.545327197799486,0.999999999992859
TIMP1,1.01762310720683e-06,0.595158827629324,0.359654807744174,0.548698008949669,0.999999999992859
GADD45GIP1,1.01452272183013e-06,0.593417817160399,0.357466630485027,0.549916581491896,0.999999999992859
CHCHD2,1.01222563444146e-06,0.592125101241455,0.355849707639575,0.550820285679805,0.999999999992859
SOX4,1.00844615218311e-06,0.589992943250904,0.353197301411486,0.552308771693224,0.999999999992859
EDF1,1.00808878235284e-06,0.589791000204522,0.35294701597125,0.552449617940236,0.999999999992859
ST13,1.00241589702468e-06,0.586577529342612,0.348985868207387,0.554687767594564,0.999999999992859
RPS12,1.00205456361155e-06,0.586372346986367,0.3487343208645,0.554830476197615,0.999999999992859
MUC12,9.98070942927687e-07,0.584106256556907,0.34596707863167,0.556404995551389,0.999999999992859
SERBP1,9.97175914429331e-07,0.58359610541779,0.345346859084621,0.556759053586704,0.999999999992859
NDUFA1,9.7950508404265e-07,0.573446910440669,0.333215610667315,0.563771726801153,0.999999999992859
PA2G4,9.76793926939614e-07,0.571876604583463,0.331373558735015,0.564851404115825,0.999999999992859
TSPO,9.75951863305875e-07,0.57138815828895,0.33080247134293,0.565186945514008,0.999999999992859
LSM4,9.75938938598329e-07,0.571380658528465,0.330793709646688,0.565192096434767,0.999999999992859
NOP10,9.73939601475239e-07,0.570219537833635,0.329439750564688,0.56598916959961,0.999999999992859
TPT1,9.65123465535812e-07,0.565076288491853,0.323502543946491,0.569510308378381,0.999999999992859
NAP1L1,9.64228524245638e-07,0.564552053319636,0.322902866158003,0.56986832898028,0.999999999992859
ERO1A,9.60804709587666e-07,0.562542802268058,0.320613789015612,0.571239013542659,0.999999999992859
HSPE1,9.58971666445502e-07,0.561464692752325,0.319391608713413,0.571973495393894,0.999999999992859
RPL7A,9.58615349991625e-07,0.561254929565588,0.319154305888434,0.57211631988135,0.999999999992859
SEC61G,9.55815654225071e-07,0.55960453938457,0.317292808162858,0.573239128206278,0.999999999992859
H2AFJ,9.52035417905033e-07,0.55736987768312,0.314787994802219,0.574756835054795,0.999999999992859
EIF1,9.4751840848749e-07,0.554690188292803,0.311808006559103,0.576572833752869,0.999999999992859
PPDPF,9.47493599011853e-07,0.554675441536145,0.311791678239152,0.576582815513395,0.999999999992859
HMGN2,9.40076320448521e-07,0.550252452025457,0.306929178537326,0.579570705902319,0.999999999992859
EEF2,9.37563517367147e-07,0.548747604263757,0.305290541762118,0.580584579170361,0.999999999992859
RPA3,9.36062396868041e-07,0.547847058251414,0.30431373110211,0.581190651814418,0.999999999992859
NCL,9.34332372391558e-07,0.546807730170512,0.303189909237924,0.581889510646127,0.999999999992859
PSMB6,9.3105569621223e-07,0.544834937143805,0.301067081915016,0.583214228369171,0.999999999992859
HLA-DRB1,9.26173282759766e-07,0.541884867593599,0.297917796982715,0.585190729093151,0.999999999992859
ZFP36L2,9.26162876981273e-07,0.541878566674798,0.297911102664822,0.585194944886483,0.999999999992859
SERPINB1,9.25683643955153e-07,0.541588318504446,0.297602880632409,0.585389116469075,0.999999999992859
ZFP36,9.24441933231142e-07,0.540835705309678,0.296805007962204,0.585892361475614,0.999999999992859
HSPA5,9.24285100520126e-07,0.540740588939726,0.296704309835381,0.585955937480195,0.999999999992859
HEBP2,9.21915134771993e-07,0.539301643723973,0.295184697460086,0.586917050929653,0.999999999992859
TXNIP,9.2162975870213e-07,0.539128172169036,0.295001978665791,0.587032831287163,0.999999999992859
GTF2A2,9.16179576025688e-07,0.535806750456455,0.291523226719364,0.589246060320347,0.999999999992859
CEACAM5,9.15748705561814e-07,0.535543486399799,0.29124909004372,0.589421193754287,0.999999999992859
ATP6V1G1,9.11268673718161e-07,0.5328001736788,0.288406359277872,0.591243587161553,0.999999999992859
HLA-C,9.06230474334624e-07,0.529701928007223,0.28522610740793,0.593296121342253,0.999999999992859
