gene,distance,Z,FC,p.value,p.adj
POLR2J,9.03177304886166e-07,0.527817550678614,0.283307441709507,0.594541551370322,0.999999999992859
TMEM238,9.02472697353238e-07,0.527381939783892,0.282865573451338,0.594829140106022,0.999999999992859
FTH1,9.01890447164182e-07,0.527021765201467,0.282500697251416,0.595066836075049,0.999999999992859
UCHL3,9.01059244605806e-07,0.526507262951142,0.281980219187812,0.59540623868763,0.999999999992859
SNRPD1,8.9924530533461e-07,0.525383118430186,0.280846042614495,0.596147225949323,0.999999999992859
HIGD2A,8.9448128156392e-07,0.522421918591181,0.277878191465018,0.598095309452146,0.999999999992859
TPM3,8.88320314628831e-07,0.518573321619741,0.274063461133353,0.600618901522247,0.999999999992859
NAA38,8.82150107300424e-07,0.514697119229039,0.270269434430488,0.603151090676422,0.999999999992859
UXT,8.81366107326236e-07,0.514203021969298,0.269789250683952,0.603473179731328,0.999999999992859
SPINK1,8.78492876640581e-07,0.512389174008857,0.268033105909333,0.604654243453676,0.999999999992859
DUOX2,8.78258590998468e-07,0.512241058541005,0.267890161244879,0.6047505940889,0.999999999992859
IFI6,8.77918841271736e-07,0.512026211505422,0.267682937528414,0.604890329360693,0.999999999992859
ITGB1,8.73822109499121e-07,0.509430225528417,0.265190528228673,0.606576407914331,0.999999999992859
C4orf3,8.72931520399387e-07,0.508864573540103,0.264650245630082,0.606943222581019,0.999999999992859
NSA2,8.69929678265313e-07,0.50695450677911,0.262833213526016,0.608180346560485,0.999999999992859
COX6C,8.69000149418204e-07,0.50636196165731,0.262271833599319,0.608563653220335,0.999999999992859
HSPA1B,8.67305535377872e-07,0.505280370364718,0.261249932331977,0.609262732168692,0.999999999992859
PPA1,8.65927741063402e-07,0.504399721669275,0.260420552716538,0.60983137661064,0.999999999992859
KLF6,8.65058133360178e-07,0.503843304880933,0.259897760813885,0.610190403174385,0.999999999992859
HNRNPA1,8.62122612045555e-07,0.501961649191669,0.258136859667415,0.61140305605509,0.999999999992859
EIF3K,8.5803172257709e-07,0.499330692401187,0.255692882693283,0.613094765071617,0.999999999992859
HLA-DRA,8.46564491516375e-07,0.491901014466391,0.248904098030262,0.617847794906252,0.999999999992859
COX14,8.44685953266803e-07,0.49067610273299,0.247800680406055,0.618627961037493,0.999999999992859
STMN1,8.42861291666684e-07,0.489484197256216,0.246731255675498,0.619386163679368,0.999999999992859
BANF1,8.42312242980238e-07,0.489125136683758,0.246409913716372,0.619614389499068,0.999999999992859
SPINT2,8.41281818380475e-07,0.488450756919051,0.245807401920789,0.620042810206319,0.999999999992859
CCT2,8.40983915921225e-07,0.488255664080283,0.245633349271698,0.620166693466134,0.999999999992859
