name,best_affinity,round,exhaustiveness,z_score,hit_level
Ascorbic_Acid,-5.523,R1-R3,8,0.03203596562850472,NonHit
MODAFINIL,-5.523,R4,16,0.047177669937421465,NonHit
FLUTAMIDE,-5.504,R4,16,0.062113729418674685,NonHit
CHLORAMPHENICOL,-5.503,R5-FDA,16,-0.3828429797893752,NonHit
CARMUSTINE,-5.502,R5-FDA,16,-0.38237186636403053,NonHit
CHLOROPROCAINE,-5.496,R5-FDA,16,-0.3795451858119637,NonHit
BIOALLETHRIN,-5.491,R5-FDA,16,-0.37718961868524076,NonHit
PYRILAMINE,-5.481,R4,16,0.08019422247492822,NonHit
TIAPROFENIC ACID,-5.48,R4,16,0.08098033086867795,NonHit
Tiaprofenic_Acid,-5.48,R1-R3,8,0.06310387040493509,NonHit
ISAXONINE,-5.475,R4,16,0.08491087283742939,NonHit
RITODRINE,-5.475,R4,16,0.08491087283742939,NonHit
FLUOROURACIL,-5.465,R4,16,0.09277195677493086,NonHit
Pyridoxine,-5.459,R1-R3,8,0.07827656808644845,NonHit
CAPSAICIN,-5.457,R5-FDA,16,-0.36117176222352726,NonHit
MUZOLIMINE,-5.456,R4,16,0.09984693231868191,NonHit
ARIMOCLOMOL,-5.446,R4,16,0.10770801625618408,NonHit
RIVASTIGMINE,-5.431,R5-FDA,16,-0.3489228131645699,NonHit
VENLAFAXINE,-5.431,R4,16,0.1194996421624363,NonHit
KETOPROFEN,-5.427,R4,16,0.12264407573743731,NonHit
DYPHYLLINE,-5.423,R4,16,0.12578850931243762,NonHit
DIPHENHYDRAMINE,-5.421,R4,16,0.12736072609993776,NonHit
Ketoprofen,-5.411,R1-R3,8,0.11295701992990624,NonHit
"GLYCEROL, IODINATED",-5.408,R4,16,0.13758013521868984,NonHit
ARMODAFINIL,-5.406,R4,16,0.1391523520061907,NonHit
PIRACETAM,-5.398,R4,16,0.14544121915619201,NonHit
FENSPIRIDE,-5.394,R5-FDA,16,-0.3314916164268228,NonHit
BENZNIDAZOLE,-5.392,R4,16,0.15015786951869248,NonHit
Lipoic_Acid,-5.391,R1-R3,8,0.12740720819801332,NonHit
Metformin,-5.387,R1-R3,8,0.13029724585163513,NonHit
NAPROXEN,-5.378,R4,16,0.16116338703119495,NonHit
DEFERIPRONE,-5.378,R4,16,0.16116338703119495,NonHit
NEOSTIGMINE,-5.373,R5-FDA,16,-0.32159823449458796,NonHit
NIACINAMIDE,-5.371,R4,16,0.16666614578744585,NonHit
MITOTANE,-5.369,R4,16,0.1682383625749467,NonHit
MOXISYLYTE,-5.369,R5-FDA,16,-0.3197137807932097,NonHit
ANTAZOLINE,-5.357,R4,16,0.17767166329994832,NonHit
Naproxen,-5.357,R1-R3,8,0.15197252825379579,NonHit
ALLOPURINOL,-5.355,R4,16,0.1792438800874485,NonHit
Allopurinol,-5.354,R1-R3,8,0.15414005649401197,NonHit
ALTRETAMINE,-5.35,R4,16,0.18317442205619994,NonHit
TISOPURINE,-5.348,R4,16,0.18474663884370007,NonHit
Ciprofibrate,-5.346,R1-R3,8,0.15992013180125494,NonHit
Caffeine,-5.34,R1-R3,8,0.1642551882816873,NonHit
MILRINONE,-5.336,R4,16,0.19417993956870172,NonHit
CAFFEINE,-5.329,R4,16,0.1996826983249533,NonHit
OCTINOXATE,-5.328,R5-FDA,16,-0.30039813035408475,NonHit
METHAZOLAMIDE,-5.324,R4,16,0.20361324029370403,NonHit
BETAXOLOL,-5.32,R4,16,0.20675767386870436,NonHit
CIPROFIBRATE,-5.315,R4,16,0.2106882158374551,NonHit
DINOPROST,-5.313,R5-FDA,16,-0.29333142897391673,NonHit
LAMIVUDINE,-5.313,R4,16,0.21226043262495595,NonHit
Ibuprofen,-5.308,R1-R3,8,0.1873754895106592,NonHit
Glutaric_Acid,-5.307,R1-R3,8,0.18809799892406415,NonHit
FLUCYTOSINE,-5.3,R4,16,0.222479841743708,NonHit
ENALAPRILAT ANHYDROUS,-5.3,R5-FDA,16,-0.287206954444438,NonHit
PIPERIDOLATE,-5.295,R5-FDA,16,-0.2848513873177155,NonHit
MIGALASTAT,-5.29,R4,16,0.23034092568120948,NonHit
COCAINE,-5.29,R5-FDA,16,-0.28249582019099295,NonHit
METHACHOLINE,-5.285,R5-FDA,16,-0.28014025306427043,NonHit
FLUCICLOVINE F18,-5.285,R4,16,0.2342714676499602,NonHit
FLUCICLOVINE,-5.283,R4,16,0.23584368443746037,NonHit
BROXYQUINOLINE,-5.282,R4,16,0.2366297928312108,NonHit
MALATHION,-5.264,R5-FDA,16,-0.2702468711320356,NonHit
MERCAPTOPURINE ANHYDROUS,-5.252,R4,16,0.2602130446437159,NonHit
ISOSORBIDE,-5.239,R4,16,0.270432453762468,NonHit
DESVENLAFAXINE,-5.237,R4,16,0.27200467054996813,NonHit
CHLORMEZANONE,-5.227,R4,16,0.2798657544874696,NonHit
TERTATOLOL,-5.212,R4,16,0.2916573803937225,NonHit
CHLORPROPAMIDE,-5.209,R5-FDA,16,-0.24433563273808687,NonHit
ESLICARBAZEPINE,-5.201,R4,16,0.3003045727249744,NonHit
LORCASERIN,-5.201,R4,16,0.3003045727249744,NonHit
BETAHISTINE,-5.196,R4,16,0.30423511469372516,NonHit
CARBIMAZOLE,-5.193,R4,16,0.3065934398749757,NonHit
DYCLONINE,-5.184,R4,16,0.3136684154187268,NonHit
TIOPRONIN,-5.183,R5-FDA,16,-0.2320866836791295,NonHit
NIACIN,-5.181,R4,16,0.3160267405999774,NonHit
PIRPROFEN,-5.176,R4,16,0.31995728256872813,NonHit
Nicotinic_Acid,-5.174,R1-R3,8,0.2841917509069784,NonHit
PHENINDIONE,-5.159,R4,16,0.3333211252624812,NonHit
AVOBENZONE,-5.156,R5-FDA,16,-0.21936662119482747,NonHit
Enalaprilat,-5.116,R1-R3,8,0.32609729688449035,NonHit
ARTICAINE,-5.109,R4,16,0.37262654494998926,NonHit
Furosemide,-5.097,R1-R3,8,0.33982497573919185,NonHit
FURAZOLIDONE,-5.091,R4,16,0.38677649603749203,NonHit
BUFLOMEDIL,-5.087,R4,16,0.3899209296124931,NonHit
MYCOPHENOLIC ACID,-5.087,R4,16,0.3899209296124931,NonHit
METIPRANOLOL,-5.077,R5-FDA,16,-0.18214866059261073,NonHit
RANITIDINE,-5.074,R4,16,0.4001403387312451,NonHit
CHLOPHEDIANOL,-5.061,R4,16,0.4103597478499972,NonHit
AMINOCAPROIC ACID,-5.059,R4,16,0.4119319646374973,NonHit
PENTOXIFYLLINE,-5.056,R4,16,0.41429028981874794,NonHit
ALBENDAZOLE,-5.049,R4,16,0.41979304857499883,NonHit
ERDOSTEINE,-5.044,R4,16,0.42372359054375025,NonHit
LEVOCARNITINE,-5.038,R5-FDA,16,-0.16377523700417468,NonHit
CLIOQUINOL,-5.032,R4,16,0.4331568912687519,NonHit
LEVOBETAXOLOL,-5.03,R4,16,0.43472910805625203,NonHit
TOLMETIN,-5.03,R4,16,0.43472910805625203,NonHit
PITOLISANT,-5.028,R4,16,0.4363013248437529,NonHit
NITROFURANTOIN,-5.019,R4,16,0.4433763003875039,NonHit
PROPANIDID,-5.017,R5-FDA,16,-0.15388185507193988,NonHit
DICYCLOMINE,-5.009,R5-FDA,16,-0.15011294766918373,NonHit
PYRAZINAMIDE,-5.002,R4,16,0.456740143081257,NonHit
ACETAZOLAMIDE,-5.002,R4,16,0.456740143081257,NonHit
FORMOTEROL,-4.997,R4,16,0.46067068505000774,NonHit
Acetazolamide,-4.992,R1-R3,8,0.41568846414675603,NonHit
CILASTATIN,-4.992,R5-FDA,16,-0.14210401943832676,NonHit
PROPARACAINE,-4.978,R5-FDA,16,-0.13550843148350342,NonHit
NEFOPAM,-4.975,R4,16,0.47796506971251157,NonHit
OXELADIN,-4.973,R5-FDA,16,-0.1331528643567809,NonHit
METHENAMINE,-4.971,R4,16,0.48110950328751184,NonHit
AZARIBINE,-4.971,R5-FDA,16,-0.13221063750609194,NonHit
LODOXAMIDE,-4.969,R5-FDA,16,-0.131268410655403,NonHit
Gabapentin_enacarbil,-4.965,R1-R3,8,0.4351962183087011,NonHit
METHADONE,-4.958,R4,16,0.4913289124062639,NonHit
ORPHENADRINE,-4.956,R4,16,0.49290112919376405,NonHit
ACETYLCYSTEINE,-4.951,R5-FDA,16,-0.12278836899920138,NonHit
PEFICITINIB,-4.95,R5-FDA,16,-0.12231725557385713,NonHit
DOXYLAMINE,-4.916,R4,16,0.5243454649437707,NonHit
PRAMOXINE,-4.915,R4,16,0.5251315733375211,NonHit
BRIMONIDINE,-4.908,R4,16,0.530634332093772,NonHit
METHAPYRILENE,-4.908,R4,16,0.530634332093772,NonHit
FEXINIDAZOLE,-4.897,R4,16,0.5392815244250239,NonHit
DIPIVEFRIN,-4.893,R5-FDA,16,-0.09546379032921946,NonHit
ACEBUTOLOL,-4.888,R5-FDA,16,-0.09310822320249693,NonHit
IDEBENONE,-4.875,R5-FDA,16,-0.08698374867301824,NonHit
NILUTAMIDE,-4.869,R5-FDA,16,-0.08415706812095103,NonHit
SERATRODAST,-4.869,R5-FDA,16,-0.08415706812095103,NonHit
OSELTAMIVIR,-4.862,R5-FDA,16,-0.08085927414353956,NonHit
EMTRICITABINE,-4.856,R4,16,0.571511968568781,NonHit
ANISINDIONE,-4.841,R4,16,0.5833035944750331,NonHit
GUANETHIDINE,-4.839,R4,16,0.5848758112625333,NonHit
SOTALOL,-4.838,R4,16,0.5856619196562837,NonHit
CLOMETHIAZOLE,-4.806,R4,16,0.610817388256289,NonHit
FLUINDIONE,-4.78,R4,16,0.6312562064937931,NonHit
BROMFENAC,-4.779,R4,16,0.6320423148875436,NonHit
SUMATRIPTAN,-4.765,R4,16,0.643047832400046,NonHit
ENOXIMONE,-4.739,R4,16,0.6634866506375502,NonHit
Succinic_Acid,-4.726,R1-R3,8,0.6078759681125845,NonHit
NIALAMIDE,-4.722,R4,16,0.6768504933313025,NonHit
TARTARIC ACID,-4.72,R5-FDA,16,-0.013961167744617942,NonHit
APRACLONIDINE,-4.71,R4,16,0.6862837940563048,NonHit
PYRITHIONE,-4.706,R4,16,0.6894282276313052,NonHit
ARFORMOTEROL,-4.702,R4,16,0.6925726612063061,NonHit
FLUMAZENIL,-4.694,R5-FDA,16,-0.0017122186856605842,NonHit
XYLOSE,-4.693,R5-FDA,16,-0.0012411052603159096,NonHit
CINCHOPHEN,-4.692,R5-FDA,16,-0.0007699918349716534,NonHit
BEMPEDOIC ACID,-4.682,R5-FDA,16,0.003941142418473419,NonHit
PIPOBROMAN,-4.68,R4,16,0.70986704586881,NonHit
BENZARONE,-4.68,R5-FDA,16,0.004883369269162769,NonHit
NATEGLINIDE,-4.661,R4,16,0.7248031053500632,NonHit
SUCCIMER,-4.658,R5-FDA,16,0.015247864626741846,NonHit
FENCLOZIC ACID,-4.645,R4,16,0.7373808396500658,NonHit
FOSFOMYCIN,-4.631,R4,16,0.7483863571625676,NonHit
FLURBIPROFEN,-4.621,R4,16,0.7562474411000691,NonHit
Flurbiprofen,-4.591,R1-R3,8,0.7054147389223093,NonHit
DISOPYRAMIDE,-4.578,R5-FDA,16,0.05293693865430327,NonHit
FLOSEQUINAN,-4.561,R4,16,0.8034139447250793,NonHit
FOSPHENYTOIN,-4.558,R5-FDA,16,0.06235920716119383,NonHit
LOXOPROFEN,-4.555,R4,16,0.8081305950875806,NonHit
NIZATIDINE,-4.548,R4,16,0.8136333538438314,NonHit
GLICLAZIDE,-4.547,R5-FDA,16,0.06754145483998358,NonHit
XANTHINOL,-4.546,R4,16,0.8152055706313316,NonHit
SELENOMETHIONINE,-4.544,R5-FDA,16,0.06895479511601718,NonHit
SELENOMETHIONINE SE 75,-4.533,R5-FDA,16,0.07413704279480651,NonHit
IOPHENDYLATE,-4.528,R5-FDA,16,0.07649260992152947,NonHit
METAMIZOLE,-4.492,R4,16,0.8576554238938406,NonHit
PERAMIVIR ANHYDROUS,-4.485,R5-FDA,16,0.09675048721134337,NonHit
TIZANIDINE,-4.471,R4,16,0.874163700162594,NonHit
TRICLOSAN,-4.47,R4,16,0.8749498085563444,NonHit
PROCAINAMIDE,-4.457,R5-FDA,16,0.10994166312099007,NonHit
CYCLIZINE,-4.445,R4,16,0.8946025184000982,NonHit
PHENAZOPYRIDINE,-4.445,R4,16,0.8946025184000982,NonHit
TRIBROMSALAN,-4.442,R5-FDA,16,0.11700836450115767,NonHit
DEXCHLORPHENIRAMINE,-4.438,R4,16,0.9001052771563497,NonHit
PHYSOSTIGMINE,-4.422,R5-FDA,16,0.12643063300804824,NonHit
PENTOLINIUM,-4.399,R4,16,0.9307635045126059,NonHit
DANTHRON,-4.389,R4,16,0.9386245884501074,NonHit
TRIMETAZIDINE,-4.378,R4,16,0.9472717807813593,NonHit
NIFURTIMOX,-4.372,R4,16,0.9519884311438604,NonHit
NORETHYNODREL,-4.369,R5-FDA,16,0.15139964455130764,NonHit
NORTRIPTYLINE,-4.351,R4,16,0.9684967074126138,NonHit
TAUROLIDINE,-4.35,R4,16,0.9692828158063642,NonHit
ESFLURBIPROFEN,-4.336,R4,16,0.980288333318866,NonHit
HALOTHANE,-4.32,R4,16,0.9928660676188686,NonHit
EMEPRONIUM,-4.303,R4,16,1.0062299103126218,NonHit
PHENOTHRIN,-4.282,R5-FDA,16,0.19238651255628053,NonHit
ZOMEPIRAC,-4.281,R4,16,1.0235242949751255,NonHit
Phenylbutazone,-4.274,R1-R3,8,0.9344502229718117,NonHit
IPRATROPIUM,-4.251,R5-FDA,16,0.2069910287419604,NonHit
Sertraline,-4.248,R1-R3,8,0.9532354677203512,NonHit
BUMETANIDE,-4.245,R5-FDA,16,0.20981770929402763,NonHit
PIOGLITAZONE,-4.244,R5-FDA,16,0.2102888227193723,NonHit
CHLORPHENIRAMINE,-4.219,R4,16,1.0722630153876354,NonHit
METOCLOPRAMIDE,-4.205,R5-FDA,16,0.22866224630780832,NonHit
TRIDIHEXETHYL,-4.2,R4,16,1.0871990748688884,NonHit
DEXBROMPHENIRAMINE,-4.186,R4,16,1.098204592381391,NonHit
AMINOPYRINE,-4.171,R4,16,1.1099962182876433,NonHit
LEVAMISOLE,-4.157,R4,16,1.1210017358001456,NonHit
SUXAMETHONIUM,-4.125,R5-FDA,16,0.26635132033536973,NonHit
DIETHYLCARBAMAZINE,-4.124,R4,16,1.1469433127939013,NonHit
DIFEMERINE,-4.108,R4,16,1.159521047093904,NonHit
CARBINOXAMINE,-4.096,R4,16,1.1689543478189057,NonHit
Thiamine,-4.02,R1-R3,8,1.117967613976776,NonHit
HALAZEPAM,-4.001,R5-FDA,16,0.3247693850780897,NonHit
2-MERCAPTOETHANESULFONIC ACID,-4.001,R4,16,1.243634645225171,NonHit
TOLBUTAMIDE,-3.993,R5-FDA,16,0.3285382924808461,NonHit
CYSTEINE,-3.99,R4,16,1.2522818375564229,NonHit
POMALIDOMIDE,-3.964,R5-FDA,16,0.34220058181583707,NonHit
MAVACAMTEN,-3.942,R4,16,1.2900150404564308,NonHit
KETOTIFEN,-3.906,R5-FDA,16,0.36952516048581896,NonHit
DAPSONE,-3.906,R4,16,1.318314942631437,NonHit
OXYMETAZOLINE,-3.901,R4,16,1.3222454846001879,NonHit
ABAMETAPIR,-3.875,R4,16,1.342684302837692,NonHit
APOMORPHINE,-3.873,R4,16,1.344256519625192,NonHit
OLODATEROL,-3.871,R5-FDA,16,0.38601413037287713,NonHit
TETRAZEPAM,-3.871,R5-FDA,16,0.38601413037287713,NonHit
PROPYPHENAZONE,-3.848,R4,16,1.3639092294689465,NonHit
XYLOMETAZOLINE,-3.815,R4,16,1.389850806462702,NonHit
WARFARIN,-3.784,R5-FDA,16,0.42700099837785027,NonHit
SULFABENZAMIDE,-3.78,R5-FDA,16,0.42888545207922835,NonHit
TERIFLUNOMIDE,-3.778,R5-FDA,16,0.42982767892991725,NonHit
MAZINDOL,-3.767,R4,16,1.42758400936271,NonHit
EVOGLIPTIN,-3.698,R5-FDA,16,0.4675167529574787,NonHit
TOLRESTAT,-3.697,R4,16,1.4826115969252212,NonHit
CILOSTAZOL,-3.692,R5-FDA,16,0.47034343350954566,NonHit
BITHIONOL,-3.691,R4,16,1.4873282472877225,NonHit
ANISOTROPINE,-3.631,R5-FDA,16,0.4990813524555614,NonHit
TOFACITINIB,-3.619,R5-FDA,16,0.5047347135596955,NonHit
MITOMYCIN,-3.582,R5-FDA,16,0.5221659102974427,NonHit
DIBENZEPIN,-3.526,R5-FDA,16,0.5485482621167357,NonHit
ROFECOXIB,-3.503,R5-FDA,16,0.5593838708996595,NonHit
TOLAZAMIDE,-3.499,R4,16,1.6382610588877538,NonHit
PYRANTEL,-3.467,R4,16,1.663416527487759,NonHit
OXAMNIQUINE,-3.463,R4,16,1.6665609610627596,NonHit
FLECAINIDE,-3.462,R5-FDA,16,0.5786995213387847,NonHit
OXYPHENCYCLIMINE,-3.435,R5-FDA,16,0.5914195838230867,NonHit
DIAMTHAZOLE,-3.394,R4,16,1.720802440231521,NonHit
ONDANSETRON,-3.383,R5-FDA,16,0.6159174819410016,NonHit
OXYBUTYNIN,-3.368,R5-FDA,16,0.6229841833211694,NonHit
NIMODIPINE,-3.357,R5-FDA,16,0.628166430999959,NonHit
ESTRONE,-3.356,R5-FDA,16,0.6286375444253036,NonHit
EXIFONE,-3.354,R4,16,1.7522467759815277,NonHit
RAMOSETRON,-3.325,R5-FDA,16,0.6432420606109835,NonHit
ENTACAPONE,-3.317,R5-FDA,16,0.6470109680137397,NonHit
FELODIPINE,-3.263,R5-FDA,16,0.6724510929823437,NonHit
CLONAZEPAM,-3.255,R5-FDA,16,0.6762200003850999,NonHit
Omeprazole,-3.187,R1-R3,8,1.7198179553434492,NonHit
LESINURAD,-3.117,R5-FDA,16,0.7412336530826432,NonHit
GRISEOFULVIN,-3.079,R5-FDA,16,0.7591359632457348,NonHit
METABROMSALAN,-3.078,R4,16,1.9692126926565732,NonHit
OXYPHENONIUM,-3.054,R5-FDA,16,0.7709137988793479,NonHit
ETIDOCAINE,-3.051,R5-FDA,16,0.7723271391553813,NonHit
LEVOBUPIVACAINE,-3.047,R4,16,1.993582052862828,NonHit
TORSEMIDE,-2.961,R5-FDA,16,0.814727347436388,NonHit
BUPIVACAINE,-2.952,R4,16,2.0682623502690936,NonHit
ZIMELDINE,-2.951,R4,16,2.0690484586628437,NonHit
FENOLDOPAM,-2.932,R4,16,2.083984518144097,NonHit
BROMPHENIRAMINE,-2.884,R4,16,2.121717721044105,NonHit
Piroxicam,-2.789,R1-R3,8,2.007376701878786,NonHit
ISRADIPINE,-2.759,R5-FDA,16,0.9098922593559805,NonHit
SULFUR,-2.692,R4,16,2.2726505326441364,NonHit
LORACARBEF ANHYDROUS,-2.681,R5-FDA,16,0.9466391065328528,NonHit
CLIDINIUM,-2.671,R5-FDA,16,0.951350240786298,NonHit
CANNABIDIOL,-2.639,R4,16,2.3143142775128953,NonHit
CELIPROLOL,-2.624,R5-FDA,16,0.9734925717774902,NonHit
BEPOTASTINE,-2.614,R5-FDA,16,0.9782037060309355,NonHit
INDECAINIDE,-2.61,R5-FDA,16,0.9800881597323136,NonHit
DOLASETRON,-2.593,R5-FDA,16,0.9880970879631703,NonHit
DIAZEPAM,-2.578,R5-FDA,16,0.9951637893433382,NonHit
Warfarin,-2.575,R1-R3,8,2.1619937163475353,NonHit
MEPIVACAINE,-2.572,R4,16,2.366983539894156,NonHit
ROPIVACAINE,-2.459,R4,16,2.4558137883879247,NonHit
TAFAMIDIS,-2.444,R5-FDA,16,1.0582929883395034,NonHit
NALTREXONE,-2.411,R5-FDA,16,1.0738397313758725,NonHit
OXYPHENISATINE,-2.367,R5-FDA,16,1.0945687220910312,NonHit
PIXANTRONE,-2.33,R5-FDA,16,1.1119999188287784,NonHit
PIRENZEPINE,-2.32,R5-FDA,16,1.1167110530822235,NonHit
FEBUXOSTAT,-2.28,R5-FDA,16,1.1355555900960044,NonHit
TIBOLONE,-2.27,R5-FDA,16,1.1402667243494493,NonHit
CEPHAPIRIN,-2.247,R5-FDA,16,1.1511023331323733,NonHit
METHANTHELINE,-2.227,R5-FDA,16,1.1605246016392636,NonHit
CEPHALEXIN ANHYDROUS,-2.222,R5-FDA,16,1.1628801687659862,NonHit
ETODOLAC,-2.172,R5-FDA,16,1.186435840033212,NonHit
DORIPENEM,-2.154,R5-FDA,16,1.1949158816894134,NonHit
ANASTROZOLE,-2.091,R4,16,2.745101677287985,NonHit
ISOPROPAMIDE,-2.054,R5-FDA,16,1.2420272242238652,NonHit
SULFISOXAZOLE ACETYL,-2.02,R5-FDA,16,1.2580450806855787,NonHit
ENCAINIDE,-1.999,R5-FDA,16,1.2679384626178136,NonHit
TEMAZEPAM,-1.982,R5-FDA,16,1.2759473908486703,NonHit
LEVONORGESTREL,-1.875,R5-FDA,16,1.3263565273605338,NonHit
TERBINAFINE,-1.863,R4,16,2.924334391063023,NonHit
NEVIRAPINE,-1.798,R5-FDA,16,1.3626322611120616,NonHit
OCTOCRYLENE,-1.791,R5-FDA,16,1.3659300550894733,NonHit
ANILERIDINE,-1.753,R5-FDA,16,1.3838323652525648,NonHit
FENOFIBRIC ACID,-1.648,R5-FDA,16,1.4332992749137394,NonHit
CEFACLOR ANHYDROUS,-1.647,R5-FDA,16,1.4337703883390835,NonHit
INDOPROFEN,-1.627,R5-FDA,16,1.443192656845974,NonHit
PROPIOMAZINE,-1.624,R5-FDA,16,1.4446059971220075,NonHit
ATALUREN,-1.571,R5-FDA,16,1.4695750086652672,NonHit
CEFUROXIME,-1.544,R5-FDA,16,1.482295071149569,NonHit
TAPINAROF,-1.511,R4,16,3.2010445456630805,NonHit
PENICILLIN V,-1.51,R5-FDA,16,1.4983129276112828,NonHit
KETANSERIN,-1.488,R5-FDA,16,1.508677422968862,NonHit
CHLORTHALIDONE,-1.461,R5-FDA,16,1.5213974854531638,NonHit
BENDAMUSTINE,-1.434,R5-FDA,16,1.5341175479374658,NonHit
CIPROFLOXACIN,-1.337,R5-FDA,16,1.5798155501958842,NonHit
AMLEXANOX,-1.326,R5-FDA,16,1.5849977978746737,NonHit
PHENYLBUTAZONE,-1.322,R5-FDA,16,1.586882251576052,NonHit
Bezafibrate,-1.266,R1-R3,8,3.107758538495165,NonHit
ZOLPIDEM,-1.256,R5-FDA,16,1.6179757376487898,NonHit
OXYPHENBUTAZONE ANHYDROUS,-1.239,R5-FDA,16,1.6259846658796469,NonHit
BECLOBRATE,-1.237,R5-FDA,16,1.6269268927303357,NonHit
ENOXACIN,-1.225,R5-FDA,16,1.63258025383447,NonHit
TETRABENAZINE,-1.19,R5-FDA,16,1.649069223721528,NonHit
PHENOLPHTHALEIN,-1.186,R5-FDA,16,1.650953677422906,NonHit
ACETOHEXAMIDE,-1.165,R5-FDA,16,1.660847059355141,NonHit
PENICILLIN G,-1.163,R5-FDA,16,1.6617892862058299,NonHit
Indomethacin,-1.12,R1-R3,8,3.213244912852349,NonHit
ETONOGESTREL,-1.099,R5-FDA,16,1.691940545427879,NonHit
PIPAMAZINE,-1.046,R5-FDA,16,1.7169095569711386,NonHit
PRASTERONE,-1.038,R5-FDA,16,1.7206784643738946,NonHit
SULPIRIDE,-1.033,R5-FDA,16,1.7230340315006174,NonHit
PROPANTHELINE,-1.018,R5-FDA,16,1.7301007328807851,NonHit
AZTREONAM,-1.005,R5-FDA,16,1.7362252074102638,NonHit
VADADUSTAT,-0.944,R4,16,3.6467680049194238,NonHit
OXANDROLONE,-0.924,R5-FDA,16,1.7743853948631698,NonHit
RUCAPARIB,-0.735,R5-FDA,16,1.8634258322532835,NonHit
RELEBACTAM ANHYDROUS,-0.691,R5-FDA,16,1.8841548229684424,NonHit
METHYLERGONOVINE,-0.688,R5-FDA,16,1.8855681632444758,NonHit
ALOSETRON,-0.678,R5-FDA,16,1.890279297497921,NonHit
FLURAZEPAM,-0.572,R5-FDA,16,1.9402173205844397,NonHit
MESTEROLONE,-0.516,R5-FDA,16,1.9665996724037327,NonHit
FEPRAZONE,-0.482,R5-FDA,16,1.9826175288654462,NonHit
TIAGABINE,-0.458,R5-FDA,16,1.9939242510737147,NonHit
NORFLOXACIN,-0.353,R4,16,4.111358065625771,NonHit
CEFTIZOXIME,-0.152,R5-FDA,16,2.138084959229137,NonHit
LIOTHYRONINE,-0.148,R4,16,4.272510286344555,NonHit
ZALEPLON,-0.112,R5-FDA,16,2.1569294962429177,NonHit
TESTOSTERONE,-0.088,R5-FDA,16,2.1682362184511863,NonHit
OLSALAZINE,-0.085,R4,16,4.322035115150815,NonHit
Riboflavin,-0.01013,R1-R3,8,4.015136435508567,NonHit
